"Município";"Janeiro";"Fevereiro";"Março";"Abril";"Maio";"Junho";"Julho";"Agosto";"Setembro";"Outubro";"Novembro";"Dezembro";"Total"
"220025 Alagoinha do Piauí";1;-;-;-;-;-;-;-;-;-;-;-;1
"220030 Alto Longá";-;-;-;-;-;-;1;-;1;-;-;-;2
"220040 Altos";1;-;-;-;1;-;2;-;-;-;-;2;6
"220045 Alvorada do Gurguéia";-;-;-;-;-;1;-;-;-;-;-;-;1
"220050 Amarante";-;1;1;1;-;-;1;-;-;-;1;1;6
"220090 Aroazes";-;1;-;-;-;-;-;-;-;-;-;-;1
"220110 Avelino Lopes";-;-;-;-;1;-;1;-;-;-;-;-;2
"220115 Baixa Grande do Ribeiro";-;-;-;-;-;-;-;-;-;-;-;1;1
"220120 Barras";1;-;-;-;-;-;-;-;1;-;-;-;2
"220130 Barreiras do Piauí";-;-;-;1;-;-;-;-;-;-;-;-;1
"220150 Batalha";-;-;-;-;-;-;1;-;-;-;-;-;1
"220155 Bela Vista do Piauí";-;-;1;1;-;-;-;-;-;-;-;-;2
"220170 Bertolínia";-;-;-;-;-;1;-;-;-;-;-;-;1
"220177 Boa Hora";-;-;-;-;-;-;-;-;-;-;-;1;1
"220190 Bom Jesus";-;-;-;-;-;-;-;-;-;-;-;1;1
"220198 Brejo do Piauí";-;-;-;-;-;-;-;-;1;-;-;-;1
"220200 Buriti dos Lopes";-;-;-;-;-;-;-;-;1;-;-;-;1
"220202 Buriti dos Montes";-;-;-;-;-;-;-;-;-;-;1;-;1
"220210 Campinas do Piauí";-;-;-;-;-;-;-;-;-;-;1;-;1
"220211 Campo Alegre do Fidalgo";-;-;-;-;-;-;-;-;-;-;-;1;1
"220217 Campo Largo do Piauí";-;-;-;-;-;-;-;-;1;-;-;-;1
"220220 Campo Maior";1;3;-;1;1;-;-;1;2;1;1;3;14
"220225 Canavieira";-;-;-;1;-;-;-;-;-;-;-;-;1
"220230 Canto do Buriti";1;-;-;1;-;-;1;-;1;-;-;-;4
"220245 Capitão Gervásio Oliveira";-;-;-;-;-;-;-;-;1;-;-;-;1
"220253 Caraúbas do Piauí";-;-;1;-;-;-;-;-;-;-;-;-;1
"220260 Castelo do Piauí";-;-;1;2;-;-;-;1;-;-;-;-;4
"220273 Coivaras";-;-;-;-;-;-;-;-;1;-;-;-;1
"220280 Conceição do Canindé";-;-;-;-;-;1;-;-;-;-;-;-;1
"220285 Coronel José Dias";-;-;-;1;-;-;-;-;-;-;-;-;1
"220290 Corrente";-;-;-;1;-;-;-;-;1;-;-;-;2
"220300 Cristalândia do Piauí";-;-;-;-;-;-;-;-;1;-;-;-;1
"220320 Curimatá";-;-;-;-;-;1;-;-;-;-;-;-;1
"220327 Curral Novo do Piauí";-;-;-;-;-;-;-;-;-;-;1;-;1
"220325 Curralinhos";-;-;-;-;-;1;-;-;-;-;-;-;1
"220340 Dom Expedito Lopes";-;-;1;-;-;-;-;-;-;-;-;-;1
"220345 Dom Inocêncio";-;-;-;-;-;-;-;-;-;-;-;1;1
"220350 Elesbão Veloso";-;-;-;-;1;-;-;-;-;-;-;-;1
"220360 Eliseu Martins";-;-;-;-;-;-;-;1;-;-;-;-;1
"220370 Esperantina";-;1;1;-;1;2;-;-;1;1;-;1;8
"220375 Fartura do Piauí";-;-;-;-;-;-;-;-;-;1;-;-;1
"220390 Floriano";-;-;-;-;-;1;-;1;1;2;1;-;6
"220430 Fronteiras";-;-;-;-;-;-;-;-;-;-;-;1;1
"220455 Guaribas";-;-;-;-;-;-;-;1;-;-;-;-;1
"220460 Hugo Napoleão";-;-;1;-;-;-;-;-;-;-;-;-;1
"220465 Ilha Grande";-;-;1;-;-;-;-;-;-;-;-;-;1
"220470 Inhuma";-;-;1;-;-;-;-;1;1;-;2;-;5
"220480 Ipiranga do Piauí";-;1;-;-;-;-;-;-;-;-;-;-;1
"220490 Isaías Coelho";1;1;-;-;1;-;-;-;-;-;1;-;4
"220520 Jaicós";-;-;1;-;-;-;-;-;-;-;-;-;1
"220525 Jardim do Mulato";-;-;-;-;-;1;-;-;-;-;-;-;1
"220527 Jatobá do Piauí";-;-;-;-;-;-;-;1;-;-;-;-;1
"220530 Jerumenha";-;1;-;-;-;-;-;-;-;-;-;-;1
"220540 Joaquim Pires";-;1;-;-;-;-;-;-;-;-;-;-;1
"220550 José de Freitas";1;-;-;2;1;-;-;-;-;1;-;-;5
"220556 Lagoa do Barro do Piauí";-;-;-;1;-;-;1;-;-;-;-;-;2
"220558 Lagoa do Piauí";-;-;-;-;-;-;-;1;-;-;-;-;1
"220580 Luzilândia";1;-;-;-;-;-;1;-;-;-;-;-;2
"220595 Marcolândia";1;-;-;-;-;-;-;-;-;-;-;-;1
"220600 Marcos Parente";-;-;-;-;1;-;-;-;-;-;-;-;1
"220620 Miguel Alves";-;-;-;1;-;1;-;-;-;-;-;-;2
"220630 Miguel Leão";-;1;-;-;-;-;-;-;-;-;-;-;1
"220640 Monsenhor Gil";-;-;-;-;-;-;1;-;-;-;-;-;1
"220650 Monsenhor Hipólito";-;-;1;-;-;-;-;-;-;-;-;1;2
"220660 Monte Alegre do Piauí";-;-;-;1;-;-;-;1;-;-;-;-;2
"220672 Nazária";-;-;-;-;-;1;-;-;1;-;-;-;2
"220680 Nossa Senhora dos Remédios";-;-;-;-;-;-;-;-;-;-;-;1;1
"220795 Nova Santa Rita";-;-;-;-;-;1;-;-;1;-;-;-;2
"220700 Oeiras";1;-;-;-;1;-;-;-;-;1;-;-;3
"220720 Padre Marcos";-;-;-;1;-;-;-;-;-;-;-;-;1
"220730 Paes Landim";-;-;-;-;-;-;-;-;-;1;-;-;1
"220750 Palmeirais";-;-;-;-;-;-;1;-;-;-;-;-;1
"220760 Parnaguá";-;-;-;-;-;-;-;-;1;-;-;-;1
"220770 Parnaíba";-;-;1;-;2;1;1;1;-;-;1;-;7
"220780 Paulistana";-;-;-;-;-;1;-;-;1;-;-;-;2
"220785 Pavussu";-;-;-;-;-;-;-;-;1;-;-;-;1
"220790 Pedro II";1;-;-;-;-;1;1;1;1;-;1;1;7
"220793 Pedro Laurentino";-;-;-;-;-;-;-;-;-;-;-;1;1
"220800 Picos";-;2;1;1;2;2;1;3;1;1;4;-;18
"220810 Pimenteiras";-;-;-;-;-;1;-;-;-;-;-;-;1
"220820 Pio IX";-;-;-;-;-;-;-;-;-;1;-;-;1
"220830 Piracuruca";-;-;-;2;-;-;-;1;-;-;-;-;3
"220840 Piripiri";-;-;-;1;2;-;1;1;-;-;1;1;7
"220865 Queimada Nova";-;-;-;-;-;-;1;-;-;-;1;1;3
"220870 Redenção do Gurguéia";1;-;-;-;-;-;-;-;-;-;-;-;1
"220900 Rio Grande do Piauí";-;1;-;-;-;-;-;-;-;-;-;-;1
"220910 Santa Cruz do Piauí";-;-;1;-;-;-;-;1;-;-;-;-;2
"220920 Santa Filomena";-;-;-;-;-;-;-;-;-;-;-;3;3
"220935 Santana do Piauí";-;-;1;-;1;-;-;-;-;-;-;1;3
"220940 Santo Antônio de Lisboa";-;-;-;-;1;-;-;-;-;-;-;-;1
"220975 São Gonçalo do Gurguéia";-;-;-;-;-;-;-;-;-;1;-;-;1
"220980 São Gonçalo do Piauí";1;-;-;-;-;1;-;-;-;-;-;-;2
"220987 São João da Fronteira";-;-;-;-;-;-;-;-;-;-;1;-;1
"220990 São João da Serra";-;-;-;-;-;-;1;-;-;1;-;-;2
"220995 São João da Varjota";-;-;-;-;-;-;-;-;1;-;-;-;1
"220997 São João do Arraial";-;1;-;-;-;-;-;-;-;-;-;-;1
"221000 São João do Piauí";-;-;-;-;-;-;-;-;-;-;2;-;2
"221005 São José do Divino";-;-;-;-;-;-;1;-;-;-;-;-;1
"221020 São José do Piauí";-;-;1;1;-;-;-;-;-;-;-;1;3
"221030 São Julião";-;-;1;-;-;-;-;-;-;-;-;-;1
"221035 São Lourenço do Piauí";-;-;-;-;-;-;-;-;-;1;-;-;1
"221040 São Miguel do Tapuio";-;-;-;-;-;1;-;1;1;-;-;-;3
"221050 São Pedro do Piauí";-;-;-;1;-;-;1;-;-;-;-;-;2
"221060 São Raimundo Nonato";1;-;-;-;1;-;1;-;-;-;2;1;6
"221062 Sebastião Barros";-;-;-;-;-;-;-;-;-;-;-;1;1
"221070 Simões";-;-;1;-;-;-;-;-;-;-;-;-;1
"221090 Socorro do Piauí";-;-;-;-;-;-;-;-;1;-;-;-;1
"221093 Sussuapara";-;-;-;-;-;-;-;-;1;-;-;-;1
"221100 Teresina";6;9;5;6;3;8;7;6;10;6;2;8;76
"221110 União";-;-;-;-;-;-;1;-;-;-;-;-;1
"221120 Uruçuí";-;-;-;-;1;-;-;-;2;-;-;-;3
"221130 Valença do Piauí";-;-;-;-;-;-;-;1;-;-;1;-;2
"221150 Vera Mendes";-;-;-;-;-;-;-;-;-;-;-;1;1
"230020 Acaraú";2;-;-;2;1;-;1;-;-;3;-;-;9
"230030 Acopiara";-;-;-;-;-;1;-;-;-;-;1;-;2
"230040 Aiuaba";-;-;-;-;1;-;1;-;-;-;-;-;2
"230060 Altaneira";-;-;-;-;1;-;-;-;-;-;-;-;1
"230075 Amontada";-;-;-;-;-;-;1;-;-;-;1;-;2
"230080 Antonina do Norte";-;-;-;-;-;-;-;-;1;-;-;-;1
"230090 Apuiarés";-;-;-;-;1;-;-;-;2;-;-;-;3
"230100 Aquiraz";1;-;-;-;2;-;-;-;1;-;-;-;4
"230110 Aracati";1;-;-;-;-;-;1;1;-;1;-;-;4
"230130 Araripe";-;1;-;-;-;-;-;-;-;-;-;-;1
"230160 Assaré";-;-;-;1;-;-;-;1;-;-;1;-;3
"230170 Aurora";-;-;1;-;-;-;-;-;-;-;-;1;2
"230185 Banabuiú";-;-;-;-;-;-;-;-;-;-;1;-;1
"230190 Barbalha";1;-;-;3;-;1;-;-;1;1;1;-;8
"230195 Barreira";-;-;-;-;-;-;1;-;1;-;-;-;2
"230200 Barro";-;-;-;-;-;-;2;-;1;-;-;-;3
"230205 Barroquinha";-;1;1;-;1;-;-;-;1;-;-;-;4
"230220 Beberibe";-;-;-;-;-;-;-;-;-;-;-;1;1
"230230 Bela Cruz";-;-;-;-;-;-;-;-;-;1;-;-;1
"230240 Boa Viagem";1;-;-;-;-;-;1;-;1;-;1;-;4
"230250 Brejo Santo";-;-;-;-;-;1;-;-;-;1;-;-;2
"230260 Camocim";1;-;-;-;-;2;-;-;-;-;-;-;3
"230280 Canindé";1;-;3;2;-;-;2;1;1;1;2;-;13
"230290 Capistrano";-;-;-;-;-;-;-;-;-;-;-;1;1
"230300 Caridade";-;-;-;-;-;-;-;-;-;-;1;-;1
"230320 Caririaçu";-;-;2;-;-;1;-;-;-;-;-;-;3
"230330 Cariús";-;-;-;-;-;1;-;-;-;-;-;-;1
"230350 Cascavel";-;1;-;-;-;-;-;1;-;-;1;-;3
"230365 Catunda";-;1;-;-;-;-;-;-;-;-;-;1;2
"230370 Caucaia";3;2;4;1;1;2;2;3;-;3;1;-;22
"230380 Cedro";-;-;-;-;-;-;-;-;1;-;-;-;1
"230390 Chaval";-;-;-;-;1;-;-;-;1;-;-;-;2
"230393 Choró";-;-;-;-;-;-;1;-;-;-;-;-;1
"230395 Chorozinho";1;-;-;1;-;-;-;-;1;-;-;-;3
"230400 Coreaú";1;-;-;-;-;-;-;-;-;-;-;-;1
"230410 Crateús";-;-;-;-;3;-;-;1;2;-;1;-;7
"230420 Crato";2;-;-;1;-;-;-;-;1;-;1;-;5
"230423 Croatá";-;1;-;-;-;-;-;1;1;-;-;-;3
"230425 Cruz";-;-;-;-;-;-;-;1;-;1;-;-;2
"230426 Deputado Irapuan Pinheiro";-;-;-;1;-;-;-;1;-;1;-;-;3
"230427 Ererê";-;-;-;-;-;-;-;-;-;-;1;-;1
"230428 Eusébio";-;2;2;-;1;-;-;-;-;-;-;-;5
"230430 Farias Brito";-;-;-;-;-;1;-;-;-;-;-;-;1
"230440 Fortaleza";7;10;14;15;10;11;10;16;13;15;13;11;145
"230445 Fortim";-;1;1;-;-;1;-;-;-;-;-;-;3
"230450 Frecheirinha";-;-;-;-;-;-;-;1;1;-;-;-;2
"230470 Granja";1;-;2;-;-;1;1;1;-;2;1;-;9
"230490 Groaíras";-;-;-;-;-;-;-;1;-;1;-;-;2
"230495 Guaiúba";-;-;-;-;-;-;-;-;-;-;-;1;1
"230500 Guaraciaba do Norte";-;-;-;2;1;-;-;-;1;-;1;-;5
"230520 Hidrolândia";1;-;-;-;-;-;-;-;-;1;-;1;3
"230523 Horizonte";2;-;-;1;1;-;-;3;1;2;-;-;10
"230526 Ibaretama";1;-;-;-;-;-;-;-;-;-;-;-;1
"230530 Ibiapina";-;-;-;-;-;-;1;-;-;-;1;-;2
"230533 Ibicuitinga";1;-;1;1;-;-;-;-;-;-;-;-;3
"230535 Icapuí";1;1;-;-;-;-;-;-;-;-;-;-;2
"230540 Icó";-;2;-;-;-;1;-;-;-;1;2;-;6
"230550 Iguatu";-;-;-;-;-;-;1;-;1;1;1;1;5
"230560 Independência";-;2;-;-;-;-;-;-;-;-;-;1;3
"230570 Ipaumirim";-;-;1;-;-;-;-;-;-;-;-;-;1
"230580 Ipu";-;1;-;-;-;-;2;1;2;-;-;-;6
"230590 Ipueiras";-;-;-;-;1;1;-;-;-;-;-;-;2
"230600 Iracema";-;-;-;-;-;-;-;-;1;-;-;-;1
"230610 Irauçuba";-;-;2;-;-;-;-;-;-;-;-;-;2
"230620 Itaiçaba";-;-;-;-;-;-;-;-;-;1;1;-;2
"230625 Itaitinga";1;-;-;-;-;1;-;-;-;1;-;-;3
"230630 Itapagé";1;-;-;1;-;-;-;1;-;3;-;-;6
"230640 Itapipoca";2;1;-;1;-;-;1;-;-;-;-;1;6
"230655 Itarema";-;-;-;-;1;-;-;-;-;1;-;1;3
"230660 Itatira";-;-;1;-;-;-;-;-;1;-;-;-;2
"230670 Jaguaretama";-;-;-;-;-;-;-;-;1;-;-;-;1
"230680 Jaguaribara";-;-;-;-;-;-;-;1;-;-;-;-;1
"230690 Jaguaribe";-;-;-;-;-;1;-;-;-;-;2;-;3
"230700 Jaguaruana";-;-;-;-;-;1;-;-;-;-;-;-;1
"230710 Jardim";-;-;-;-;-;-;-;-;-;1;-;-;1
"230725 Jijoca de Jericoacoara";-;-;-;-;-;-;-;-;-;-;-;1;1
"230730 Juazeiro do Norte";-;5;2;1;1;2;3;1;1;2;-;2;20
"230740 Jucás";-;-;-;-;-;1;-;-;-;-;-;-;1
"230750 Lavras da Mangabeira";-;-;-;-;-;-;-;-;-;-;-;1;1
"230760 Limoeiro do Norte";1;2;-;-;-;-;1;1;-;-;-;1;6
"230763 Madalena";-;-;-;-;-;1;-;-;-;1;1;-;3
"230765 Maracanaú";-;-;5;-;3;2;2;3;3;2;1;-;21
"230770 Maranguape";1;-;-;1;1;1;-;1;1;-;-;1;7
"230780 Marco";-;-;-;-;-;1;-;-;-;-;-;-;1
"230790 Martinópole";1;-;-;-;-;-;-;-;-;-;-;-;1
"230800 Massapê";-;1;-;-;-;1;1;-;1;-;-;-;4
"230810 Mauriti";-;-;3;-;-;-;1;-;-;-;1;1;6
"230820 Meruoca";-;-;-;-;-;-;-;-;-;1;-;-;1
"230830 Milagres";1;-;-;-;-;-;-;-;-;-;-;-;1
"230835 Milhã";-;-;-;-;-;-;-;-;1;-;-;-;1
"230837 Miraíma";-;-;-;-;-;-;1;-;-;-;-;-;1
"230840 Missão Velha";-;1;-;-;2;-;-;-;-;-;1;1;5
"230850 Mombaça";-;-;-;1;-;-;-;-;-;-;1;-;2
"230860 Monsenhor Tabosa";-;-;-;-;-;-;1;-;-;-;-;-;1
"230870 Morada Nova";-;-;-;1;1;-;-;-;-;-;-;2;4
"230890 Morrinhos";-;-;-;-;-;1;-;-;-;-;-;-;1
"230900 Mucambo";-;-;-;-;-;-;-;-;-;-;1;-;1
"230910 Mulungu";-;-;-;1;-;-;-;-;-;-;1;-;2
"230930 Nova Russas";-;1;-;-;-;-;-;-;-;-;-;-;1
"230940 Novo Oriente";-;-;-;-;1;-;-;-;1;2;1;-;5
"230945 Ocara";-;-;-;-;-;-;-;-;1;-;-;-;1
"230950 Orós";-;-;-;-;-;-;-;-;1;-;-;-;1
"230960 Pacajus";-;-;-;-;-;1;-;-;-;1;-;1;3
"230970 Pacatuba";-;-;-;2;-;-;-;-;-;-;-;-;2
"231000 Palhano";-;1;-;-;-;-;-;1;-;-;1;1;4
"231010 Palmácia";-;-;-;-;-;1;-;-;-;-;1;-;2
"231020 Paracuru";-;-;-;3;-;-;-;-;-;-;1;-;4
"231030 Parambu";-;2;1;-;-;-;-;1;-;1;-;1;6
"231040 Paramoti";-;-;-;-;-;-;-;1;-;-;-;-;1
"231050 Pedra Branca";-;-;1;-;-;-;-;-;-;-;-;-;1
"231060 Penaforte";-;-;-;-;1;-;-;-;-;-;-;-;1
"231070 Pentecoste";-;-;-;1;-;-;-;2;-;2;-;-;5
"231080 Pereiro";1;1;-;-;-;-;-;1;1;-;2;1;7
"231085 Pindoretama";-;-;-;1;1;-;-;-;-;-;-;-;2
"231095 Pires Ferreira";-;-;1;-;-;-;-;-;-;-;-;-;1
"231110 Porteiras";-;-;-;-;-;-;-;-;1;-;-;-;1
"231123 Potiretama";-;-;-;-;-;-;-;-;-;1;-;-;1
"231126 Quiterianópolis";-;-;-;-;-;-;-;1;-;1;-;1;3
"231130 Quixadá";-;-;2;-;-;2;1;-;1;-;-;-;6
"231135 Quixelô";-;-;-;-;-;-;-;-;1;-;1;-;2
"231140 Quixeramobim";1;-;1;1;-;-;1;1;-;2;1;-;8
"231150 Quixeré";-;-;-;1;-;-;-;-;-;1;-;1;3
"231160 Redenção";-;1;-;-;-;1;-;-;-;-;-;-;2
"231170 Reriutaba";-;-;-;-;1;-;-;-;-;-;1;-;2
"231180 Russas";-;2;-;-;-;-;1;-;-;-;-;-;3
"231190 Saboeiro";-;-;-;-;-;-;-;1;-;-;-;-;1
"231195 Salitre";-;-;-;-;1;-;-;-;-;1;1;-;3
"231220 Santa Quitéria";-;1;-;-;-;-;1;1;-;-;-;-;3
"231200 Santana do Acaraú";-;-;-;-;-;-;-;-;-;1;-;1;2
"231210 Santana do Cariri";-;1;1;-;1;-;-;-;-;-;-;-;3
"231230 São Benedito";1;-;1;-;-;-;-;-;1;-;1;-;4
"231240 São Gonçalo do Amarante";-;-;1;-;-;1;1;-;-;-;-;1;4
"231250 São João do Jaguaribe";1;-;-;-;-;-;-;-;-;-;-;-;1
"231260 São Luís do Curu";1;-;-;-;-;-;-;1;-;-;-;-;2
"231270 Senador Pompeu";1;-;1;1;-;-;1;-;-;1;1;1;7
"231290 Sobral";-;2;-;4;3;1;1;1;2;1;1;-;16
"231300 Solonópole";-;-;1;-;-;-;-;-;-;-;-;-;1
"231310 Tabuleiro do Norte";-;-;-;-;-;-;-;-;-;-;-;1;1
"231320 Tamboril";-;1;1;-;1;-;-;-;1;-;-;-;4
"231330 Tauá";-;2;1;1;2;-;-;1;1;-;-;-;8
"231340 Tianguá";-;-;-;-;-;-;1;-;-;-;2;1;4
"231350 Trairi";-;1;-;-;2;1;-;-;-;-;-;1;5
"231355 Tururu";-;-;-;-;-;-;1;-;-;-;-;-;1
"231360 Ubajara";-;-;-;-;-;-;-;1;-;-;-;-;1
"231375 Umirim";1;-;-;-;-;-;-;-;-;-;-;-;1
"231380 Uruburetama";-;-;-;-;-;-;1;-;-;-;-;-;1
"231390 Uruoca";-;-;-;-;1;-;-;1;-;-;1;-;3
"231395 Varjota";-;1;-;-;-;-;-;-;-;-;-;-;1
"231400 Várzea Alegre";-;-;-;-;-;-;-;-;-;-;-;1;1
"231410 Viçosa do Ceará";1;1;-;-;2;1;-;-;-;1;2;1;9
"240020 Açu";1;-;-;-;-;-;-;-;-;-;1;-;2
"240040 Água Nova";-;-;1;-;-;-;-;-;-;-;-;-;1
"240060 Almino Afonso";-;-;-;-;-;-;1;-;-;-;-;-;1
"240080 Angicos";-;-;-;-;-;-;-;-;-;-;1;-;1
"240100 Apodi";1;1;-;-;-;1;-;1;-;-;1;1;6
"240110 Areia Branca";1;-;-;-;-;-;-;-;-;-;-;-;1
"240120 Arês";-;-;-;-;-;-;-;-;-;-;-;1;1
"240130 Augusto Severo";-;-;-;1;-;-;-;-;-;1;1;-;3
"240145 Baraúna";-;-;1;-;-;-;-;-;-;-;-;-;1
"240200 Caicó";2;1;2;-;-;2;-;-;1;-;-;1;9
"240230 Caraúbas";1;-;-;-;1;1;1;-;2;1;-;-;7
"240260 Ceará-Mirim";-;-;-;-;-;-;3;-;-;-;-;-;3
"240280 Coronel Ezequiel";-;-;-;-;-;-;-;-;1;-;-;-;1
"240310 Currais Novos";1;-;-;-;1;-;-;-;-;-;-;-;2
"240350 Espírito Santo";-;-;-;-;-;-;-;-;-;1;-;-;1
"240360 Extremoz";-;-;-;-;-;-;-;1;-;-;-;-;1
"240380 Florânia";-;-;1;1;1;-;-;-;-;-;-;-;3
"240390 Francisco Dantas";1;-;-;-;-;-;-;-;-;-;-;-;1
"240410 Galinhos";-;-;-;-;-;-;-;-;1;-;-;-;1
"240430 Governador Dix-Sept Rosado";-;-;-;-;-;-;-;-;-;1;-;-;1
"240440 Grossos";-;-;-;-;1;-;-;-;-;-;-;-;1
"240450 Guamaré";-;-;-;-;-;-;1;-;-;-;-;-;1
"240470 Ipanguaçu";-;-;-;-;1;-;-;-;-;-;-;-;1
"240480 Ipueira";-;-;-;-;-;-;-;-;-;1;-;-;1
"240500 Jaçanã";-;-;-;-;-;-;-;-;-;-;1;-;1
"240520 Janduís";-;-;-;1;-;-;-;-;-;-;-;-;1
"240570 Jardim do Seridó";-;-;-;-;-;-;-;-;-;1;-;-;1
"240600 José da Penha";-;-;-;-;1;-;-;-;1;-;-;-;2
"240610 Jucurutu";-;1;-;-;-;-;1;-;-;-;-;-;2
"240615 Jundiá";-;-;-;-;-;-;-;-;1;-;-;-;1
"240620 Lagoa d'Anta";-;-;-;1;-;-;-;-;-;-;-;-;1
"240650 Lagoa Nova";-;-;1;-;-;-;-;-;-;-;-;-;1
"240670 Lajes";-;-;-;-;-;-;-;-;-;1;-;-;1
"240700 Luís Gomes";1;-;-;-;-;-;-;-;-;-;-;-;1
"240710 Macaíba";-;-;-;-;-;-;1;1;1;-;-;-;3
"240720 Macau";1;1;-;-;-;-;-;-;-;-;-;1;3
"240725 Major Sales";2;-;-;-;-;-;-;-;-;1;-;-;3
"240730 Marcelino Vieira";-;-;-;-;-;-;-;-;-;1;-;-;1
"240760 Messias Targino";-;-;-;-;1;-;-;-;-;-;-;-;1
"240790 Monte das Gameleiras";-;-;-;-;-;-;1;-;-;-;-;-;1
"240800 Mossoró";1;3;3;1;5;1;1;2;-;-;-;1;18
"240810 Natal";3;-;1;2;2;6;3;1;2;-;3;5;28
"240820 Nísia Floresta";-;1;-;-;-;-;-;-;-;-;-;-;1
"240880 Parazinho";-;-;1;-;-;-;-;-;-;-;-;-;1
"240890 Parelhas";-;-;-;-;1;-;-;1;1;-;-;-;3
"240325 Parnamirim";-;-;1;1;1;1;-;2;1;6;-;-;13
"240910 Passa e Fica";-;-;-;-;-;-;1;-;-;-;-;-;1
"240920 Passagem";-;-;-;-;-;-;-;-;-;1;-;-;1
"240930 Patu";-;-;-;-;-;2;-;-;-;-;1;1;4
"240940 Pau dos Ferros";-;-;-;-;-;1;1;1;-;1;-;1;5
"241020 Portalegre";-;-;-;-;-;-;-;-;-;1;-;-;1
"241040 Pureza";-;-;-;-;1;-;-;-;-;-;-;-;1
"240895 Rio do Fogo";-;-;-;-;-;-;-;-;-;-;1;-;1
"241120 Santa Cruz";-;-;-;-;-;-;-;-;1;1;-;-;2
"241190 São Francisco do Oeste";-;-;-;-;1;-;-;-;-;-;-;-;1
"241200 São Gonçalo do Amarante";-;-;-;2;-;-;-;-;1;1;-;-;4
"241210 São João do Sabugi";-;-;-;-;-;-;-;-;-;-;-;1;1
"241220 São José de Mipibu";-;-;-;2;-;-;-;-;1;-;1;-;4
"241250 São Miguel";-;-;-;-;1;-;2;-;-;-;-;-;3
"241270 São Pedro";-;-;-;-;-;-;-;-;-;1;-;-;1
"241330 Serra de São Bento";-;-;-;-;-;-;-;-;-;1;-;-;1
"241340 Serra Negra do Norte";1;-;-;-;1;-;-;-;-;-;-;-;2
"241355 Serrinha dos Pintos";-;-;-;-;-;1;1;-;-;-;-;-;2
"241400 Tangará";-;-;-;-;1;-;-;-;-;-;-;-;1
"241410 Tenente Ananias";-;-;-;-;-;-;-;-;-;-;1;-;1
"241415 Tenente Laurentino Cruz";-;1;-;-;-;-;-;-;-;-;-;-;1
"241105 Tibau";-;-;-;-;1;-;-;-;-;-;-;-;1
"241450 Umarizal";1;-;-;-;-;-;-;-;-;-;-;-;1
"241490 Viçosa";-;-;-;-;-;-;-;-;1;-;-;-;1
"250010 Água Branca";-;-;-;-;-;-;-;-;-;-;-;1;1
"250030 Alagoa Grande";-;-;-;1;-;-;-;-;-;-;1;-;2
"250060 Alhandra";-;-;-;-;-;-;-;-;-;-;1;1;2
"250073 Amparo";-;-;-;-;-;-;-;-;-;1;-;-;1
"250080 Araçagi";-;-;-;-;-;-;-;1;-;-;-;1;2
"250100 Araruna";1;-;1;-;-;-;-;1;-;-;-;-;3
"250110 Areia";-;-;1;1;1;-;1;-;-;-;-;-;4
"250130 Aroeiras";-;-;1;-;-;-;-;-;-;-;-;1;2
"250135 Assunção";-;-;-;-;-;-;1;-;-;-;-;-;1
"250140 Baía da Traição";-;-;-;-;-;-;-;-;-;1;-;-;1
"250150 Bananeiras";-;-;-;-;1;-;-;-;-;-;-;-;1
"250157 Barra de Santana";-;-;1;-;-;-;-;-;-;-;-;-;1
"250180 Bayeux";-;1;-;-;-;-;-;-;-;1;2;-;4
"250190 Belém";-;-;-;-;-;-;-;-;-;-;-;1;1
"250200 Belém do Brejo do Cruz";-;-;-;-;-;-;-;-;-;-;1;-;1
"250205 Bernardino Batista";1;-;-;-;-;-;-;-;-;-;-;-;1
"250210 Boa Ventura";-;-;-;-;-;-;-;-;-;1;-;-;1
"250220 Bom Jesus";-;-;-;-;-;-;-;-;-;-;1;-;1
"250240 Bonito de Santa Fé";-;-;1;-;-;-;1;-;-;-;-;-;2
"250320 Cabedelo";-;1;-;-;1;1;-;-;-;-;-;1;4
"250330 Cachoeira dos Índios";1;-;-;1;-;-;-;-;-;-;-;-;2
"250355 Cacimbas";-;-;-;-;1;-;-;-;-;-;-;-;1
"250370 Cajazeiras";-;1;-;-;-;1;-;-;1;-;1;-;4
"250375 Cajazeirinhas";-;-;-;-;-;-;-;-;-;-;1;-;1
"250380 Caldas Brandão";-;1;-;-;-;-;1;-;-;-;-;-;2
"250390 Camalaú";-;-;-;1;-;-;-;1;-;-;-;-;2
"250400 Campina Grande";3;-;2;3;2;-;2;1;-;1;1;4;19
"250430 Catolé do Rocha";1;-;-;-;-;-;-;-;2;-;-;-;3
"250440 Conceição";-;-;-;-;-;-;-;-;1;-;-;-;1
"250450 Condado";-;-;-;-;-;-;-;1;-;-;-;1;2
"250460 Conde";-;-;-;-;-;-;1;2;-;-;2;-;5
"250500 Cubati";-;-;-;-;-;1;1;-;-;-;-;-;2
"250523 Cuité de Mamanguape";2;-;-;1;-;-;-;-;-;-;-;-;3
"250527 Curral de Cima";-;-;-;1;-;-;-;-;-;-;-;-;1
"250530 Curral Velho";-;-;-;-;-;-;-;-;-;-;-;1;1
"250540 Desterro";-;-;-;-;-;-;-;-;1;1;-;-;2
"250580 Duas Estradas";-;-;-;-;-;-;-;-;1;-;-;-;1
"250590 Emas";-;-;1;-;-;-;-;-;-;-;-;-;1
"250600 Esperança";-;-;-;-;4;-;-;1;-;-;-;-;5
