"Município";"Janeiro";"Fevereiro";"Março";"Abril";"Maio";"Junho";"Julho";"Agosto";"Setembro";"Outubro";"Novembro";"Dezembro";"Total"
"220150 Batalha";-;1;-;1;1;1;-;-;-;-;-;-;4
"220155 Bela Vista do Piauí";-;-;-;-;1;-;-;-;-;-;-;-;1
"220170 Bertolínia";-;-;-;-;-;-;1;-;-;-;1;-;2
"220190 Bom Jesus";-;-;-;-;1;-;-;-;-;-;-;-;1
"220191 Bom Princípio do Piauí";-;-;-;-;-;-;-;-;1;-;-;-;1
"220194 Boqueirão do Piauí";1;-;-;-;1;-;-;-;-;-;-;-;2
"220200 Buriti dos Lopes";-;-;-;-;1;-;-;-;-;-;-;-;1
"220205 Cabeceiras do Piauí";-;-;-;-;1;-;-;-;-;-;-;-;1
"220208 Cajueiro da Praia";-;-;-;-;-;1;-;-;-;-;-;-;1
"220213 Campo Grande do Piauí";-;-;-;-;-;-;-;-;-;1;-;-;1
"220220 Campo Maior";-;-;1;-;-;-;-;-;1;1;1;1;5
"220230 Canto do Buriti";-;-;-;-;-;-;1;-;-;-;-;-;1
"220245 Capitão Gervásio Oliveira";-;-;-;-;-;-;-;-;-;-;1;-;1
"220250 Caracol";-;-;1;1;-;-;-;-;-;-;-;-;2
"220255 Caridade do Piauí";-;-;-;-;-;-;-;-;-;2;-;-;2
"220260 Castelo do Piauí";-;-;-;1;1;-;-;-;-;-;-;1;3
"220270 Cocal";-;-;-;-;1;-;-;-;-;-;1;-;2
"220272 Cocal dos Alves";-;-;-;-;-;-;1;-;-;-;-;-;1
"220273 Coivaras";-;-;1;-;-;-;-;-;-;-;-;-;1
"220290 Corrente";-;-;-;-;-;-;-;-;-;-;-;1;1
"220310 Cristino Castro";-;-;-;-;-;2;-;-;-;-;-;-;2
"220323 Currais";1;-;-;-;-;-;-;-;-;-;-;-;1
"220327 Curral Novo do Piauí";-;-;-;-;-;1;-;-;-;-;-;-;1
"220330 Demerval Lobão";-;1;-;-;-;-;-;-;-;-;-;-;1
"220340 Dom Expedito Lopes";-;-;-;-;-;1;-;-;-;-;-;-;1
"220345 Dom Inocêncio";-;-;-;1;-;-;1;-;-;-;-;-;2
"220360 Eliseu Martins";-;-;-;-;-;-;-;-;1;-;-;-;1
"220370 Esperantina";1;-;-;1;1;-;-;-;-;-;2;-;5
"220380 Flores do Piauí";-;-;-;1;-;-;-;-;-;-;-;-;1
"220390 Floriano";1;2;1;2;-;1;-;-;1;-;-;1;9
"220410 Francisco Ayres";-;1;-;-;-;-;-;-;-;-;-;-;1
"220435 Geminiano";-;-;-;-;-;1;-;-;-;-;-;-;1
"220450 Guadalupe";-;1;-;-;1;-;-;-;-;1;-;-;3
"220470 Inhuma";-;-;-;-;-;-;-;1;-;-;-;-;1
"220480 Ipiranga do Piauí";-;-;-;-;-;-;-;-;-;-;-;1;1
"220490 Isaías Coelho";1;-;-;-;-;-;-;-;-;-;-;-;1
"220500 Itainópolis";-;-;-;-;-;1;-;-;-;-;-;-;1
"220510 Itaueira";-;-;-;-;-;-;-;-;-;-;-;1;1
"220520 Jaicós";-;-;-;-;-;-;1;-;-;2;-;-;3
"220525 Jardim do Mulato";-;-;1;-;-;-;-;-;1;-;-;-;2
"220527 Jatobá do Piauí";-;-;-;-;1;-;-;-;-;-;-;-;1
"220530 Jerumenha";1;-;-;-;-;-;-;-;-;-;-;-;1
"220540 Joaquim Pires";1;-;-;-;-;1;-;-;-;-;-;-;2
"220545 Joca Marques";-;-;-;-;-;-;-;-;-;-;-;1;1
"220550 José de Freitas";1;-;1;-;-;-;1;1;-;-;-;-;4
"220553 Jurema";-;-;1;-;-;-;-;-;1;-;-;-;2
"220559 Lagoa do Sítio";-;-;-;-;1;-;-;-;-;-;-;-;1
"220570 Luís Correia";-;-;-;-;-;-;-;1;-;-;-;-;1
"220580 Luzilândia";-;1;1;-;-;1;-;-;-;-;-;-;3
"220595 Marcolândia";1;-;-;-;-;-;-;-;-;-;-;-;1
"220600 Marcos Parente";-;-;-;-;-;-;-;-;1;-;-;-;1
"220610 Matias Olímpio";-;-;-;-;-;-;-;-;1;-;-;-;1
"220650 Monsenhor Hipólito";-;-;-;1;-;-;1;-;-;-;-;-;2
"220667 Morro do Chapéu do Piauí";-;-;-;1;-;-;-;1;-;-;-;-;2
"220670 Nazaré do Piauí";-;-;-;-;1;-;-;-;-;-;-;-;1
"220672 Nazária";-;1;-;-;-;-;-;-;-;-;-;-;1
"220795 Nova Santa Rita";1;-;-;-;-;-;-;-;-;-;-;-;1
"220695 Novo Santo Antônio";-;-;-;-;-;1;-;-;-;-;-;-;1
"220700 Oeiras";2;1;-;1;-;-;-;1;-;-;-;-;5
"220720 Padre Marcos";-;-;-;-;-;-;1;-;1;-;-;-;2
"220730 Paes Landim";-;-;-;-;-;-;-;-;-;-;-;1;1
"220770 Parnaíba";1;-;1;1;2;2;1;-;1;-;-;2;11
"220777 Patos do Piauí";1;1;-;-;-;-;1;-;-;-;-;1;4
"220780 Paulistana";-;-;-;-;-;-;-;-;-;-;-;1;1
"220790 Pedro II";-;-;1;-;1;1;-;-;-;-;1;1;5
"220800 Picos";1;1;1;-;3;-;-;-;-;-;1;-;7
"220820 Pio IX";-;-;-;-;-;-;-;1;1;-;-;-;2
"220830 Piracuruca";-;-;1;-;-;-;1;-;1;-;-;-;3
"220840 Piripiri";1;-;2;-;-;-;-;1;2;1;-;-;7
"220850 Porto";-;-;1;-;-;-;-;1;-;-;1;-;3
"220855 Porto Alegre do Piauí";-;-;-;1;-;-;-;-;-;-;-;-;1
"220887 Ribeira do Piauí";-;-;-;-;-;-;-;-;-;1;-;-;1
"220890 Ribeiro Gonçalves";-;-;-;-;-;1;-;-;-;-;-;-;1
"220900 Rio Grande do Piauí";1;-;-;-;-;-;-;-;-;-;-;1;2
"220910 Santa Cruz do Piauí";1;-;-;-;-;-;-;-;1;-;-;-;2
"220915 Santa Cruz dos Milagres";-;-;1;-;-;1;1;-;-;-;-;-;3
"220920 Santa Filomena";-;-;-;1;-;-;-;-;-;-;-;-;1
"220930 Santa Luz";-;-;-;-;-;-;-;-;-;-;1;-;1
"220970 São Francisco do Piauí";-;-;-;-;-;1;-;-;-;-;1;-;2
"220980 São Gonçalo do Piauí";1;-;-;-;-;-;-;-;-;1;-;-;2
"220987 São João da Fronteira";-;-;-;-;-;-;-;1;-;-;-;-;1
"220990 São João da Serra";-;-;-;-;-;-;-;2;-;-;-;-;2
"220997 São João do Arraial";-;-;-;-;-;-;-;-;-;-;1;-;1
"221000 São João do Piauí";-;-;-;-;-;-;-;1;-;1;-;-;2
"221010 São José do Peixe";1;-;-;-;-;-;-;-;-;-;-;-;1
"221035 São Lourenço do Piauí";-;-;-;-;-;-;-;-;-;1;-;-;1
"221040 São Miguel do Tapuio";-;-;-;-;-;1;-;-;-;-;-;-;1
"221060 São Raimundo Nonato";-;-;-;-;1;2;-;-;-;-;-;-;3
"221070 Simões";-;-;-;-;-;-;1;-;-;-;-;-;1
"221090 Socorro do Piauí";-;-;-;-;1;-;-;-;-;-;-;-;1
"221097 Tanque do Piauí";-;-;-;-;-;-;1;-;-;-;-;-;1
"221100 Teresina";4;6;5;5;5;2;4;6;5;10;2;4;58
"221110 União";-;-;-;-;-;-;-;-;-;-;-;1;1
"221120 Uruçuí";-;-;-;-;-;-;-;-;-;-;-;1;1
"221130 Valença do Piauí";-;1;1;1;-;1;-;-;-;-;1;-;5
"220000 Município ignorado - PI";-;-;-;-;1;-;-;-;-;-;-;-;1
"230015 Acarape";-;-;-;-;-;-;-;1;-;-;-;-;1
"230020 Acaraú";-;-;-;-;1;-;-;1;-;1;-;-;3
"230030 Acopiara";-;-;-;1;-;-;-;-;-;-;-;1;2
"230040 Aiuaba";-;-;-;1;-;-;-;-;-;-;-;-;1
"230050 Alcântaras";-;-;-;1;-;-;-;-;-;-;-;-;1
"230060 Altaneira";1;-;-;-;-;-;-;-;-;-;-;-;1
"230075 Amontada";-;-;-;-;-;-;-;-;-;1;-;-;1
"230090 Apuiarés";-;1;-;2;-;-;-;-;-;-;-;-;3
"230100 Aquiraz";1;1;-;-;-;-;2;-;1;-;-;-;5
"230110 Aracati";-;-;-;-;-;1;-;-;1;-;1;-;3
"230120 Aracoiaba";-;-;-;-;-;1;-;-;-;1;-;1;3
"230125 Ararendá";-;-;-;-;-;-;-;-;-;1;-;-;1
"230130 Araripe";-;-;-;-;-;-;1;1;-;-;-;-;2
"230150 Arneiroz";-;-;-;-;-;-;-;-;-;-;1;-;1
"230160 Assaré";-;1;-;-;-;-;-;-;-;-;-;-;1
"230170 Aurora";-;-;-;-;-;-;-;-;-;-;-;1;1
"230185 Banabuiú";1;-;-;-;-;-;-;-;-;-;1;1;3
"230190 Barbalha";-;-;1;-;1;1;-;1;1;-;-;-;5
"230195 Barreira";-;1;-;-;-;-;-;1;-;-;-;-;2
"230200 Barro";-;-;1;-;-;-;-;-;1;-;-;1;3
"230205 Barroquinha";-;1;-;-;-;-;-;-;-;-;-;-;1
"230210 Baturité";-;-;-;-;1;-;-;-;-;-;1;-;2
"230220 Beberibe";-;-;-;-;-;1;-;-;-;-;-;-;1
"230230 Bela Cruz";-;-;-;-;-;-;1;-;-;-;-;-;1
"230240 Boa Viagem";-;1;1;-;1;1;-;-;-;-;-;-;4
"230250 Brejo Santo";-;2;1;-;-;-;-;-;-;-;1;-;4
"230260 Camocim";1;-;-;-;-;1;1;-;-;1;-;1;5
"230270 Campos Sales";1;-;-;-;-;1;-;-;-;-;-;-;2
"230280 Canindé";-;-;1;2;2;1;-;1;-;-;1;-;8
"230300 Caridade";1;-;-;-;-;-;-;-;-;-;-;-;1
"230340 Carnaubal";-;-;-;-;-;-;-;-;-;2;-;-;2
"230350 Cascavel";-;-;-;1;-;-;-;1;-;-;-;2;4
"230365 Catunda";-;-;-;-;-;-;-;-;-;1;-;-;1
"230370 Caucaia";3;1;3;3;7;3;1;3;4;4;3;2;37
"230390 Chaval";-;-;-;-;1;-;-;-;-;-;-;-;1
"230395 Chorozinho";-;-;-;1;-;-;1;-;-;-;-;-;2
"230400 Coreaú";-;-;-;-;-;-;-;-;-;-;1;-;1
"230410 Crateús";1;-;-;-;-;2;-;-;-;-;-;-;3
"230420 Crato";1;1;-;2;1;-;1;-;-;2;-;-;8
"230423 Croatá";-;-;-;-;-;-;-;-;-;1;1;-;2
"230426 Deputado Irapuan Pinheiro";-;-;-;-;-;-;-;-;-;-;-;1;1
"230428 Eusébio";1;1;-;-;1;-;-;1;-;1;-;1;6
"230430 Farias Brito";-;-;-;1;-;-;-;-;-;1;-;-;2
"230435 Forquilha";1;-;-;-;-;-;-;-;-;1;-;-;2
"230440 Fortaleza";16;7;20;8;8;12;9;10;10;13;10;10;133
"230450 Frecheirinha";-;1;-;-;1;-;-;-;-;-;-;-;2
"230465 Graça";-;-;1;-;-;-;-;-;-;-;-;-;1
"230480 Granjeiro";1;-;-;-;-;-;-;-;-;-;-;-;1
"230495 Guaiúba";-;-;-;-;1;-;-;-;-;-;-;1;2
"230500 Guaraciaba do Norte";-;-;-;-;-;-;-;1;2;-;-;-;3
"230523 Horizonte";-;-;-;-;-;1;-;1;-;-;-;1;3
"230526 Ibaretama";-;-;-;-;-;-;-;-;1;-;-;-;1
"230530 Ibiapina";-;1;-;-;-;-;-;-;-;-;1;-;2
"230533 Ibicuitinga";-;-;-;-;-;-;-;-;-;-;-;1;1
"230535 Icapuí";-;-;-;-;-;-;1;-;-;-;-;-;1
"230540 Icó";1;-;-;-;1;-;-;-;1;-;-;1;4
"230550 Iguatu";-;1;-;1;-;1;-;-;1;-;-;-;4
"230560 Independência";-;-;1;-;-;-;-;-;-;-;-;-;1
"230570 Ipaumirim";-;-;-;-;-;-;-;-;-;-;1;-;1
"230580 Ipu";-;1;-;-;-;1;-;1;1;-;-;-;4
"230590 Ipueiras";-;1;1;1;-;1;1;1;1;-;-;-;7
"230600 Iracema";-;-;-;1;-;2;-;-;-;-;-;-;3
"230610 Irauçuba";-;-;1;1;-;-;1;-;1;-;-;-;4
"230625 Itaitinga";-;-;-;2;-;-;-;-;1;-;-;-;3
"230630 Itapagé";-;-;-;-;1;-;-;-;1;-;-;-;2
"230640 Itapipoca";1;1;1;3;-;-;1;1;-;-;-;1;9
"230660 Itatira";-;-;-;-;-;-;1;-;-;-;-;-;1
"230690 Jaguaribe";-;1;-;-;-;-;-;-;-;-;-;1;2
"230700 Jaguaruana";-;-;-;-;-;-;-;-;-;1;-;-;1
"230710 Jardim";-;1;1;-;-;-;-;-;-;-;-;-;2
"230725 Jijoca de Jericoacoara";1;-;-;-;-;-;-;-;-;-;-;-;1
"230730 Juazeiro do Norte";2;1;-;1;2;1;1;2;-;3;-;1;14
"230740 Jucás";-;-;-;-;-;-;-;-;-;-;-;1;1
"230760 Limoeiro do Norte";-;-;1;-;-;-;-;1;1;-;-;-;3
"230763 Madalena";-;-;-;-;-;-;-;1;-;1;-;-;2
"230765 Maracanaú";3;2;1;3;3;1;1;-;1;1;1;-;17
"230770 Maranguape";2;1;-;1;-;-;-;1;-;2;1;2;10
"230780 Marco";-;-;-;-;-;-;-;1;-;1;-;-;2
"230790 Martinópole";-;-;1;-;-;-;-;-;-;-;-;1;2
"230800 Massapê";1;-;-;-;-;-;-;-;1;-;-;-;2
"230810 Mauriti";-;1;2;-;-;-;-;-;-;-;-;-;3
"230820 Meruoca";-;-;1;-;-;-;-;-;-;-;-;-;1
"230830 Milagres";-;-;-;-;-;-;-;1;-;-;-;1;2
"230835 Milhã";-;-;-;-;-;-;-;-;1;1;-;-;2
"230840 Missão Velha";-;-;-;-;-;-;-;1;-;1;-;-;2
"230850 Mombaça";2;1;-;-;1;-;-;1;-;-;1;-;6
"230860 Monsenhor Tabosa";-;-;-;1;-;-;-;-;-;-;1;-;2
"230870 Morada Nova";-;-;-;-;-;-;-;-;-;-;1;1;2
"230900 Mucambo";-;1;-;-;-;-;-;-;-;-;-;-;1
"230930 Nova Russas";1;-;-;-;-;-;-;1;1;1;-;1;5
"230940 Novo Oriente";1;-;-;-;-;1;-;1;-;-;-;-;3
"230945 Ocara";-;-;-;-;-;-;-;-;1;-;-;-;1
"230950 Orós";-;-;-;-;-;-;-;-;2;-;-;-;2
"230960 Pacajus";1;-;-;1;-;1;-;-;-;-;1;1;5
"230970 Pacatuba";-;1;-;-;-;-;1;-;-;-;-;-;2
"230980 Pacoti";-;-;-;-;-;1;-;-;-;-;-;-;1
"230990 Pacujá";-;-;-;-;-;-;1;-;-;-;-;-;1
"231010 Palmácia";-;-;1;-;1;-;-;-;-;-;-;-;2
"231020 Paracuru";-;-;1;-;-;1;-;-;-;-;1;-;3
"231025 Paraipaba";-;-;-;-;-;-;1;-;-;-;-;-;1
"231030 Parambu";-;1;-;-;-;-;-;1;-;-;-;1;3
"231050 Pedra Branca";2;-;-;-;-;-;-;-;-;-;-;2;4
"231070 Pentecoste";-;1;-;-;-;1;-;-;-;-;-;-;2
"231085 Pindoretama";-;1;-;-;-;-;-;-;-;-;-;-;1
"231090 Piquet Carneiro";1;-;-;-;-;-;-;-;-;-;-;1;2
"231100 Poranga";-;1;-;-;-;-;-;-;-;-;-;-;1
"231110 Porteiras";1;-;-;-;-;-;-;-;-;-;-;-;1
"231123 Potiretama";1;-;-;-;-;-;-;-;-;-;-;-;1
"231126 Quiterianópolis";-;-;1;1;1;-;-;-;-;1;-;-;4
"231130 Quixadá";1;-;-;-;-;-;1;1;-;1;1;2;7
"231135 Quixelô";-;-;1;-;-;-;-;-;-;-;-;-;1
"231140 Quixeramobim";-;1;-;1;1;-;2;-;-;-;-;-;5
"231160 Redenção";1;-;-;-;-;-;-;-;-;-;-;-;1
"231170 Reriutaba";-;-;-;-;-;-;-;-;-;1;-;-;1
"231180 Russas";1;-;-;1;1;1;-;-;-;1;1;-;6
"231220 Santa Quitéria";-;-;-;-;-;2;-;-;-;1;1;-;4
"231230 São Benedito";-;-;1;-;1;-;-;-;-;-;-;1;3
"231240 São Gonçalo do Amarante";1;-;-;-;-;1;-;1;-;-;-;-;3
"231250 São João do Jaguaribe";1;-;-;-;1;-;-;-;1;1;-;-;4
"231260 São Luís do Curu";-;-;-;-;-;-;1;-;-;-;-;-;1
"231270 Senador Pompeu";1;-;-;-;-;-;-;-;-;-;1;1;3
"231290 Sobral";-;3;3;2;1;3;1;1;5;-;3;1;23
"231300 Solonópole";-;-;-;-;-;-;-;-;2;-;-;-;2
"231310 Tabuleiro do Norte";-;-;-;1;-;-;-;-;-;-;1;-;2
"231320 Tamboril";-;1;-;-;-;-;-;-;-;-;-;-;1
"231325 Tarrafas";2;-;-;-;-;-;-;-;-;-;-;-;2
"231330 Tauá";-;-;2;1;-;-;-;-;2;1;-;1;7
"231335 Tejuçuoca";-;-;-;-;-;-;-;-;-;1;-;-;1
"231340 Tianguá";-;-;-;1;-;-;-;-;-;-;1;5;7
"231350 Trairi";-;-;1;-;1;-;-;1;-;-;-;2;5
"231355 Tururu";-;-;-;-;1;-;-;-;1;-;-;-;2
"231360 Ubajara";-;-;-;-;-;-;1;-;-;1;-;-;2
"231380 Uruburetama";-;1;-;-;-;-;-;-;1;-;1;-;3
"231395 Varjota";1;-;-;-;-;-;-;-;-;-;1;-;2
"231400 Várzea Alegre";-;-;-;-;2;-;-;1;-;-;-;-;3
"231410 Viçosa do Ceará";-;-;1;-;-;-;-;1;-;-;-;-;2
"240020 Açu";-;-;-;-;-;-;-;-;1;-;-;-;1
"240070 Alto do Rodrigues";-;-;-;-;-;1;-;-;-;-;-;-;1
"240090 Antônio Martins";-;1;-;-;-;1;-;-;-;-;-;-;2
"240100 Apodi";-;-;-;-;1;-;-;-;1;-;1;-;3
"240110 Areia Branca";-;-;-;-;1;-;1;-;-;-;-;-;2
"240130 Augusto Severo";-;-;-;-;1;-;-;-;-;-;-;-;1
"240145 Baraúna";-;-;-;-;-;-;-;-;-;-;-;1;1
"240170 Bom Jesus";-;-;-;-;1;-;-;-;-;-;-;-;1
"240200 Caicó";-;1;1;1;1;-;2;2;-;2;-;1;11
"240230 Caraúbas";-;-;-;-;-;-;-;-;-;1;-;-;1
"240250 Carnaubais";-;-;-;-;-;1;-;-;-;-;-;-;1
"240270 Cerro Corá";-;-;-;-;1;1;-;-;-;-;-;-;2
"240380 Florânia";1;-;-;-;-;-;-;-;-;-;-;-;1
"240400 Frutuoso Gomes";-;-;-;-;-;-;-;-;-;-;-;2;2
"240420 Goianinha";-;-;-;-;-;-;1;-;-;-;-;-;1
"240440 Grossos";-;-;-;-;1;-;-;-;-;-;-;-;1
"240470 Ipanguaçu";-;-;-;1;-;-;-;-;-;-;-;-;1
"240480 Ipueira";-;-;1;-;-;-;-;-;-;-;-;-;1
"240500 Jaçanã";1;-;-;-;-;-;-;-;-;-;-;-;1
"240560 Jardim de Piranhas";-;-;-;-;1;-;-;-;1;-;-;-;2
"240570 Jardim do Seridó";-;-;-;-;-;1;-;-;2;1;1;1;6
"240580 João Câmara";-;-;-;-;-;1;-;-;-;-;-;-;1
"240600 José da Penha";-;-;-;-;-;-;-;-;-;1;1;1;3
"240610 Jucurutu";-;-;-;-;-;-;-;-;-;-;2;-;2
"240630 Lagoa de Pedras";-;-;-;-;-;1;-;-;-;-;-;-;1
"240660 Lagoa Salgada";-;-;-;-;-;-;1;-;-;-;-;-;1
"240690 Lucrécia";1;-;-;-;-;1;-;-;-;-;-;-;2
"240710 Macaíba";-;-;1;-;-;-;-;-;-;-;-;-;1
"240720 Macau";-;-;-;-;-;1;-;-;-;-;-;-;1
"240750 Maxaranguape";-;-;1;-;-;-;-;-;-;-;-;-;1
"240770 Montanhas";-;-;-;-;-;1;-;-;-;-;-;-;1
"240780 Monte Alegre";-;-;-;-;-;-;-;-;-;1;-;-;1
"240790 Monte das Gameleiras";-;1;-;-;-;1;-;-;-;-;-;-;2
"240800 Mossoró";-;-;-;2;1;-;2;1;3;7;3;1;20
"240810 Natal";2;3;2;-;-;4;2;-;3;4;2;-;22
"240820 Nísia Floresta";-;1;1;-;-;1;-;-;-;-;1;-;4
"240830 Nova Cruz";1;-;-;1;-;-;1;-;-;-;-;-;3
"240840 Olho-d'Água do Borges";-;-;-;-;-;-;-;-;1;1;-;-;2
"240890 Parelhas";-;-;-;-;-;-;-;2;-;-;-;-;2
"240325 Parnamirim";1;2;2;-;1;-;-;-;1;-;-;-;7
"240920 Passagem";-;-;-;1;-;-;-;-;-;-;-;-;1
"240940 Pau dos Ferros";-;-;-;-;-;-;-;-;-;1;1;-;2
"240950 Pedra Grande";-;-;-;-;-;1;-;-;-;-;-;-;1
"240980 Pedro Velho";-;-;-;-;1;-;-;-;-;-;-;-;1
"240990 Pendências";1;-;-;-;-;1;-;-;-;-;-;-;2
"241025 Porto do Mangue";1;-;-;-;-;-;-;-;-;-;-;-;1
"241040 Pureza";-;-;-;1;-;-;-;-;-;-;-;-;1
"241060 Rafael Godeiro";-;1;-;-;1;-;-;-;-;-;-;-;2
"241100 Rodolfo Fernandes";-;-;-;-;-;-;-;-;-;1;-;-;1
"241120 Santa Cruz";-;-;-;1;-;-;-;-;-;-;1;-;2
"241180 São Fernando";-;-;-;-;-;-;-;-;-;1;-;-;1
"241200 São Gonçalo do Amarante";-;-;-;-;-;-;-;-;-;-;-;1;1
"241210 São João do Sabugi";-;-;-;-;-;-;-;-;-;1;-;-;1
"241230 São José do Campestre";1;-;-;-;-;-;-;-;-;-;-;-;1
"241240 São José do Seridó";-;-;-;-;1;-;-;-;-;-;-;-;1
"241250 São Miguel";-;1;-;-;-;-;-;-;2;-;2;-;5
"241255 São Miguel do Gostoso";-;-;-;-;-;-;-;-;-;1;-;-;1
"241260 São Paulo do Potengi";1;-;-;-;-;-;-;-;-;-;-;1;2
"241280 São Rafael";-;-;-;-;-;-;-;-;-;-;-;1;1
"241300 São Vicente";-;-;-;1;-;-;-;-;-;-;1;-;2
"241030 Serra Caiada";-;-;1;-;-;-;-;-;-;-;-;-;1
"241340 Serra Negra do Norte";-;-;-;1;-;-;-;-;-;-;-;-;1
"241360 Severiano Melo";1;1;-;-;-;-;-;-;-;1;-;-;3
"241450 Umarizal";-;-;-;-;-;1;-;-;-;-;-;-;1
"250010 Água Branca";-;-;-;-;-;-;-;-;-;-;1;-;1
"250020 Aguiar";-;-;-;-;1;-;-;-;-;1;-;1;3
"250030 Alagoa Grande";-;-;-;-;-;-;1;-;-;-;-;-;1
"250040 Alagoa Nova";-;-;-;-;-;-;-;-;-;1;-;-;1
"250050 Alagoinha";1;-;-;-;-;1;-;1;-;-;-;-;3
"250090 Arara";-;-;-;-;-;1;-;-;-;-;-;-;1
"250110 Areia";-;-;-;-;-;-;1;1;-;-;-;-;2
"250120 Areial";1;-;-;1;-;-;-;-;-;-;-;-;2
"250130 Aroeiras";-;-;-;1;-;-;1;-;-;-;-;-;2
"250150 Bananeiras";1;-;-;-;1;-;-;-;-;-;-;-;2
"250153 Baraúna";-;-;-;-;1;-;-;1;-;-;-;-;2
"250160 Barra de Santa Rosa";-;-;-;-;-;-;-;-;-;1;-;-;1
"250157 Barra de Santana";-;-;-;-;-;-;-;-;1;-;-;-;1
"250180 Bayeux";-;1;-;1;-;-;1;-;1;-;-;-;4
"250190 Belém";-;-;-;-;-;-;-;-;-;-;1;-;1
"250230 Bom Sucesso";-;-;-;-;-;-;-;-;-;1;-;-;1
"250240 Bonito de Santa Fé";-;-;-;-;-;-;-;1;-;-;-;-;1
"250250 Boqueirão";-;-;-;1;-;-;-;-;-;-;1;-;2
"250300 Caaporã";-;-;1;-;-;-;-;-;-;-;1;-;2
"250320 Cabedelo";1;1;-;-;1;-;-;-;-;-;-;-;3
"250330 Cachoeira dos Índios";-;-;-;-;1;-;-;-;-;-;-;-;1
"250350 Cacimba de Dentro";-;-;-;-;-;-;-;-;-;-;-;1;1
"250355 Cacimbas";-;-;-;-;-;-;-;-;-;-;-;1;1
"250370 Cajazeiras";1;2;-;1;-;2;1;1;-;1;-;-;9
"250390 Camalaú";-;1;-;-;-;1;-;-;-;-;-;-;2
"250400 Campina Grande";3;2;3;1;1;-;1;1;4;1;3;-;20
"250410 Carrapateira";-;-;-;-;-;1;-;-;-;-;-;-;1
"250420 Catingueira";1;-;-;-;-;-;-;-;-;-;-;-;1
"250430 Catolé do Rocha";1;-;-;1;-;-;-;1;-;1;-;1;5
"250440 Conceição";-;-;-;-;1;-;-;-;-;-;-;-;1
"250450 Condado";-;-;-;1;-;-;-;-;-;-;-;-;1
"250460 Conde";-;-;-;-;1;-;-;-;1;-;1;-;3
"250480 Coremas";1;-;-;-;-;-;-;-;-;-;-;-;1
"250510 Cuité";-;-;-;-;-;-;-;-;-;-;1;-;1
"250530 Curral Velho";-;1;-;-;-;-;-;2;-;-;-;-;3
"250540 Desterro";-;-;-;1;-;-;-;-;-;-;-;-;1
"250570 Dona Inês";-;-;-;-;-;-;-;-;-;-;1;-;1
"250590 Emas";-;1;-;-;-;-;-;-;-;-;-;-;1
"250600 Esperança";-;-;1;-;1;1;-;-;-;-;1;-;4
"250610 Fagundes";-;-;-;-;-;1;-;-;-;-;-;-;1
"250630 Guarabira";-;1;-;1;-;-;-;-;-;1;-;-;3
"250650 Gurjão";-;-;-;-;-;-;1;-;-;-;-;-;1
"250260 Igaracy";1;-;-;-;-;-;-;-;-;-;-;-;1
"250670 Imaculada";-;-;1;-;-;-;-;-;-;-;-;-;1
"250690 Itabaiana";1;-;-;-;-;-;-;1;-;-;-;1;3
"250700 Itaporanga";-;-;1;-;-;-;-;-;-;-;-;2;3
"250720 Itatuba";-;-;-;-;-;-;-;-;-;-;-;1;1
"250730 Jacaraú";-;-;-;-;-;-;-;-;-;-;1;-;1
"250740 Jericó";-;-;-;-;-;-;-;-;-;-;1;-;1
"250750 João Pessoa";1;2;3;2;2;2;2;-;1;1;2;4;22
"250830 Lagoa Seca";-;-;-;-;1;-;-;-;-;-;-;-;1
"250890 Mamanguape";-;-;-;1;-;-;1;-;-;-;-;-;2
"250910 Mari";1;-;-;-;1;-;-;-;-;-;-;-;2
"250915 Marizópolis";-;-;-;-;-;-;2;-;-;-;-;-;2
"250920 Massaranduba";-;-;-;-;-;-;-;-;-;1;-;-;1
"250970 Monteiro";-;-;-;-;-;1;-;1;1;-;-;-;3
"250990 Natuba";1;-;-;-;-;-;-;-;-;-;-;-;1
"251000 Nazarezinho";-;1;-;-;-;-;-;-;-;-;-;-;1
"251080 Patos";-;3;2;1;-;-;-;1;3;1;-;2;13
"251090 Paulista";-;-;-;-;-;-;-;-;-;-;-;1;1
"251120 Pedras de Fogo";-;-;-;-;-;-;-;1;-;1;-;1;3
"251130 Piancó";-;-;-;-;-;-;-;-;1;-;-;-;1
"251140 Picuí";-;-;-;-;-;-;1;-;-;-;-;-;1
"251150 Pilar";-;-;-;-;-;-;-;1;-;-;-;-;1
"251160 Pilões";-;1;-;-;-;-;-;-;-;-;-;-;1
"251180 Pirpirituba";-;1;-;-;-;-;-;-;-;-;-;-;1
"251200 Pocinhos";-;1;-;-;-;-;1;1;-;-;-;-;3
"251210 Pombal";-;1;-;-;-;-;-;-;-;-;-;-;1
"251230 Princesa Isabel";-;-;-;1;-;1;-;-;-;-;-;-;2
"251240 Puxinanã";-;-;-;-;-;-;1;-;-;-;-;-;1
"251250 Queimadas";-;-;-;-;-;-;2;-;-;-;-;-;2
"251310 Salgado de São Félix";-;-;-;1;-;-;-;-;-;1;-;-;2
"251340 Santa Luzia";-;-;-;-;1;-;-;-;-;-;-;-;1
"251370 Santa Rita";1;1;-;1;1;-;1;-;-;-;-;-;5
"251380 Santa Teresinha";-;-;-;1;-;-;-;-;-;-;-;-;1
"251350 Santana de Mangueira";-;-;-;-;-;-;-;-;1;-;-;-;1
