"Município";"Janeiro";"Fevereiro";"Março";"Abril";"Maio";"Junho";"Julho";"Agosto";"Setembro";"Outubro";"Novembro";"Dezembro";"Total"
"230195 Barreira";-;-;-;-;-;-;1;-;-;-;-;-;1
"230205 Barroquinha";-;-;1;-;-;-;-;-;-;-;-;-;1
"230210 Baturité";-;-;-;-;-;-;1;-;-;-;-;-;1
"230220 Beberibe";-;-;1;-;1;-;-;1;1;-;1;-;5
"230230 Bela Cruz";-;-;-;-;-;1;1;-;1;-;-;-;3
"230240 Boa Viagem";-;-;-;1;-;-;1;1;-;-;-;-;3
"230250 Brejo Santo";1;2;-;-;-;-;1;-;-;-;1;-;5
"230260 Camocim";-;-;-;-;-;1;-;-;-;1;-;-;2
"230270 Campos Sales";-;-;-;-;-;-;-;-;1;-;-;-;1
"230280 Canindé";1;-;1;-;-;1;-;1;1;-;-;-;5
"230300 Caridade";-;-;-;-;-;-;-;-;-;-;1;-;1
"230310 Cariré";-;-;-;-;-;-;1;-;-;-;-;-;1
"230320 Caririaçu";-;-;-;-;-;-;-;-;-;1;-;-;1
"230330 Cariús";-;-;-;-;-;-;-;-;-;1;-;-;1
"230340 Carnaubal";-;-;-;-;-;-;1;-;-;-;-;-;1
"230350 Cascavel";-;-;1;-;-;-;-;-;-;-;1;-;2
"230360 Catarina";-;-;-;-;1;-;-;-;-;-;1;-;2
"230365 Catunda";-;-;-;-;1;-;-;-;-;-;-;-;1
"230370 Caucaia";1;2;-;-;2;3;2;2;2;2;-;2;18
"230380 Cedro";-;-;-;1;-;-;-;1;-;-;-;-;2
"230393 Choró";-;-;-;-;-;2;-;-;-;-;-;-;2
"230400 Coreaú";-;-;-;-;-;-;1;-;-;-;-;-;1
"230410 Crateús";3;-;-;-;1;-;2;-;1;2;-;1;10
"230420 Crato";-;-;-;-;2;-;1;-;-;1;-;1;5
"230423 Croatá";-;-;-;-;-;-;-;-;-;1;-;-;1
"230425 Cruz";-;-;-;-;1;-;1;-;-;1;1;-;4
"230426 Deputado Irapuan Pinheiro";-;-;1;-;-;-;-;-;-;-;-;-;1
"230427 Ererê";-;-;-;-;-;-;-;1;-;-;-;-;1
"230428 Eusébio";-;-;-;-;-;-;-;-;-;-;1;-;1
"230430 Farias Brito";-;-;-;1;-;-;1;-;-;1;-;-;3
"230435 Forquilha";-;-;-;-;1;-;-;-;-;-;-;-;1
"230440 Fortaleza";11;13;11;9;12;7;21;11;8;17;9;17;146
"230460 General Sampaio";-;-;-;-;-;-;-;-;1;-;-;-;1
"230465 Graça";-;-;-;1;-;-;-;-;-;-;-;-;1
"230470 Granja";-;-;-;1;-;-;-;-;-;-;-;1;2
"230495 Guaiúba";-;-;-;-;1;-;-;-;-;-;-;1;2
"230500 Guaraciaba do Norte";1;-;-;1;-;1;-;-;-;2;-;-;5
"230520 Hidrolândia";-;-;-;-;-;1;-;-;-;1;-;-;2
"230523 Horizonte";-;-;-;-;-;1;-;-;-;1;-;-;2
"230530 Ibiapina";-;-;-;-;-;-;-;-;-;2;-;-;2
"230533 Ibicuitinga";1;-;-;-;-;2;-;2;-;-;-;-;5
"230535 Icapuí";-;-;-;-;-;-;-;-;-;1;1;-;2
"230540 Icó";1;-;-;-;2;2;-;1;-;-;1;-;7
"230550 Iguatu";-;-;-;-;-;-;-;1;-;1;-;-;2
"230560 Independência";-;-;1;-;-;-;-;1;-;-;1;1;4
"230565 Ipaporanga";-;-;-;-;-;-;-;-;-;1;-;-;1
"230580 Ipu";-;1;-;1;1;-;-;1;1;-;-;-;5
"230590 Ipueiras";-;-;2;-;-;-;-;-;1;1;-;-;4
"230600 Iracema";-;-;-;-;-;-;-;-;1;-;1;-;2
"230610 Irauçuba";-;-;-;-;-;-;1;-;-;-;-;-;1
"230625 Itaitinga";-;-;-;-;1;-;1;-;-;-;1;-;3
"230630 Itapagé";-;-;2;-;-;-;-;-;1;-;-;-;3
"230640 Itapipoca";-;-;1;-;-;2;-;-;-;-;-;-;3
"230650 Itapiúna";-;-;-;-;-;-;-;-;-;-;1;-;1
"230655 Itarema";-;-;2;-;-;-;-;-;-;-;-;-;2
"230660 Itatira";-;-;-;-;-;-;-;1;-;-;-;-;1
"230670 Jaguaretama";-;-;-;2;-;-;-;-;-;-;1;-;3
"230680 Jaguaribara";-;-;1;-;-;-;-;-;-;-;-;-;1
"230690 Jaguaribe";-;-;-;1;-;-;1;-;-;-;-;-;2
"230700 Jaguaruana";-;1;-;-;-;-;1;1;-;-;-;-;3
"230710 Jardim";-;-;-;-;-;-;1;1;-;2;-;-;4
"230725 Jijoca de Jericoacoara";-;-;-;-;-;-;-;-;-;-;-;1;1
"230730 Juazeiro do Norte";1;1;-;1;3;1;3;-;3;1;-;2;16
"230740 Jucás";-;2;-;-;-;-;-;-;-;-;-;-;2
"230750 Lavras da Mangabeira";1;1;-;1;-;-;-;-;-;-;-;-;3
"230760 Limoeiro do Norte";-;-;1;1;-;-;-;1;-;-;-;-;3
"230763 Madalena";-;-;-;-;1;1;-;-;-;-;-;-;2
"230765 Maracanaú";3;4;-;-;1;2;1;-;-;1;1;5;18
"230770 Maranguape";1;1;-;1;-;2;1;1;-;-;-;-;7
"230780 Marco";-;-;-;1;-;-;-;-;-;-;-;-;1
"230790 Martinópole";-;1;-;-;-;-;-;-;-;-;-;-;1
"230800 Massapê";1;-;1;-;-;1;-;-;1;-;1;-;5
"230810 Mauriti";-;-;1;-;-;-;-;-;-;1;1;-;3
"230830 Milagres";-;-;-;-;-;-;-;-;-;1;1;-;2
"230835 Milhã";-;-;-;-;1;-;-;-;-;-;-;-;1
"230840 Missão Velha";-;3;1;-;1;-;-;-;-;-;1;-;6
"230850 Mombaça";-;-;-;-;-;-;-;1;1;1;-;-;3
"230870 Morada Nova";1;-;-;-;1;1;-;-;2;1;1;-;7
"230880 Moraújo";-;-;-;-;-;-;-;1;-;-;-;-;1
"230900 Mucambo";1;1;-;-;-;-;-;-;-;-;-;-;2
"230910 Mulungu";-;-;-;-;-;-;-;-;-;1;-;-;1
"230930 Nova Russas";-;-;3;-;-;-;-;-;-;1;-;-;4
"230940 Novo Oriente";-;-;-;-;-;-;-;-;-;1;1;-;2
"230960 Pacajus";-;-;-;-;-;1;1;-;-;-;-;1;3
"230970 Pacatuba";1;-;-;-;-;-;-;-;1;-;-;-;2
"231020 Paracuru";-;-;3;-;-;-;-;-;-;-;-;1;4
"231025 Paraipaba";-;-;-;-;1;-;-;-;-;-;-;-;1
"231030 Parambu";-;-;1;-;-;-;-;2;-;-;-;-;3
"231050 Pedra Branca";-;-;-;1;-;1;-;-;-;1;1;-;4
"231060 Penaforte";-;-;-;-;-;-;-;-;-;-;1;-;1
"231070 Pentecoste";-;-;-;-;-;-;-;-;1;1;-;-;2
"231090 Piquet Carneiro";1;-;-;-;-;1;-;-;-;-;-;-;2
"231110 Porteiras";-;-;-;-;-;-;-;-;-;-;-;1;1
"231126 Quiterianópolis";1;-;-;-;-;-;-;1;-;1;1;-;4
"231130 Quixadá";-;-;1;1;1;-;-;1;1;-;1;3;9
"231135 Quixelô";-;1;-;-;2;1;-;-;-;-;-;-;4
"231140 Quixeramobim";1;-;-;1;-;-;-;1;-;-;-;-;3
"231150 Quixeré";-;-;-;-;-;-;1;1;-;1;-;1;4
"231160 Redenção";2;-;-;1;-;-;-;1;-;-;-;-;4
"231170 Reriutaba";-;-;1;-;-;-;-;-;-;-;-;-;1
"231180 Russas";-;1;-;-;-;-;-;-;-;-;-;-;1
"231195 Salitre";-;-;1;-;-;-;-;1;-;-;-;1;3
"231200 Santana do Acaraú";-;-;-;-;-;-;-;-;-;-;-;1;1
"231230 São Benedito";1;1;-;-;-;1;-;2;-;1;2;2;10
"231240 São Gonçalo do Amarante";-;-;-;1;-;-;1;-;-;-;-;-;2
"231250 São João do Jaguaribe";-;-;-;-;-;-;-;-;-;-;1;-;1
"231260 São Luís do Curu";-;-;-;-;-;-;-;-;-;-;-;1;1
"231280 Senador Sá";-;-;-;-;-;-;-;-;-;-;1;-;1
"231290 Sobral";1;3;-;-;1;-;-;1;3;-;1;1;11
"231310 Tabuleiro do Norte";-;-;-;-;1;-;-;-;-;-;-;-;1
"231325 Tarrafas";-;-;-;-;-;1;-;-;-;-;-;-;1
"231330 Tauá";2;-;-;-;-;-;1;-;-;-;-;-;3
"231335 Tejuçuoca";-;-;-;-;-;-;-;1;-;-;-;-;1
"231340 Tianguá";-;-;1;-;-;-;-;1;-;-;-;-;2
"231350 Trairi";1;-;-;-;-;-;1;-;-;-;-;-;2
"231380 Uruburetama";-;-;-;-;-;-;-;1;-;-;-;-;1
"231390 Uruoca";1;-;-;-;-;-;-;-;-;-;-;-;1
"231395 Varjota";-;-;-;-;-;1;-;-;-;-;-;-;1
"231400 Várzea Alegre";-;-;-;1;-;1;-;1;1;-;-;-;4
"231410 Viçosa do Ceará";1;-;-;1;-;-;-;1;-;1;-;-;4
"240020 Açu";-;-;-;-;-;-;1;-;-;-;1;-;2
"240030 Afonso Bezerra";-;1;-;-;-;-;-;-;-;-;-;-;1
"240040 Água Nova";-;-;-;1;-;-;-;-;-;-;-;-;1
"240050 Alexandria";-;-;-;-;-;1;-;-;-;-;1;-;2
"240080 Angicos";-;-;-;-;1;-;-;-;-;-;-;-;1
"240090 Antônio Martins";-;-;-;-;-;1;-;-;-;-;-;-;1
"240100 Apodi";-;1;1;-;1;-;1;-;-;1;-;1;6
"240110 Areia Branca";-;-;-;-;-;-;-;-;1;-;-;1;2
"240130 Augusto Severo";-;1;-;-;-;-;-;-;-;-;-;-;1
"240200 Caicó";-;-;1;-;-;1;1;1;1;3;-;-;8
"240210 Campo Redondo";-;-;-;-;-;-;-;-;-;-;-;1;1
"240220 Canguaretama";-;-;-;-;-;1;-;-;-;-;-;-;1
"240230 Caraúbas";-;-;-;-;-;-;2;-;-;-;-;1;3
"240260 Ceará-Mirim";-;-;1;1;-;-;-;-;-;-;-;-;2
"240290 Coronel João Pessoa";1;-;-;-;-;-;-;-;-;-;-;-;1
"240310 Currais Novos";-;1;-;-;-;-;1;1;-;-;-;-;3
"240320 Doutor Severiano";-;-;-;-;-;-;-;-;-;-;1;-;1
"240330 Encanto";-;1;-;-;-;-;-;-;-;-;-;1;2
"240340 Equador";-;-;-;-;-;-;1;-;-;-;-;-;1
"240360 Extremoz";-;-;-;-;-;-;-;-;1;-;-;-;1
"240400 Frutuoso Gomes";-;-;-;-;-;1;-;-;-;-;-;-;1
"240410 Galinhos";-;-;-;-;-;-;-;-;-;-;1;-;1
"240420 Goianinha";-;-;-;-;-;-;1;1;-;-;-;-;2
"240430 Governador Dix-Sept Rosado";1;-;-;-;-;-;-;-;-;-;-;-;1
"240450 Guamaré";-;-;-;-;-;-;1;-;-;-;-;-;1
"240470 Ipanguaçu";-;1;-;-;-;-;-;-;-;1;-;-;2
"240485 Itajá";-;-;-;-;-;-;1;-;-;-;-;-;1
"240560 Jardim de Piranhas";-;-;-;-;-;2;-;-;-;-;-;-;2
"240580 João Câmara";-;-;-;-;-;-;-;-;1;-;-;1;2
"240600 José da Penha";-;-;-;-;-;-;-;1;-;-;-;-;1
"240610 Jucurutu";-;-;-;-;1;-;-;-;-;-;-;-;1
"240630 Lagoa de Pedras";1;-;-;-;-;-;-;-;-;-;-;-;1
"240650 Lagoa Nova";-;-;-;-;-;1;-;-;-;-;1;-;2
"240670 Lajes";2;-;-;-;-;-;-;-;-;-;-;-;2
"240690 Lucrécia";-;-;-;-;-;-;-;1;-;-;-;-;1
"240720 Macau";-;-;-;-;-;1;-;-;-;-;-;-;1
"240800 Mossoró";4;1;1;3;3;2;2;-;2;1;1;2;22
"240810 Natal";2;-;2;1;1;1;1;-;2;1;-;2;13
"240830 Nova Cruz";-;-;-;-;-;-;1;-;-;1;-;1;3
"240325 Parnamirim";1;2;-;-;-;-;1;-;-;-;2;-;6
"240940 Pau dos Ferros";-;-;-;1;-;1;-;-;-;-;2;-;4
"240960 Pedra Preta";-;-;-;-;-;-;1;-;-;1;-;-;2
"240980 Pedro Velho";-;-;-;-;-;-;-;-;1;-;-;-;1
"241000 Pilões";-;-;-;-;-;-;-;-;-;-;1;-;1
"241020 Portalegre";2;-;-;1;-;-;-;-;-;-;-;-;3
"241025 Porto do Mangue";-;-;-;-;1;-;-;-;-;-;-;-;1
"241040 Pureza";-;-;-;-;-;1;-;-;-;-;-;-;1
"241050 Rafael Fernandes";-;-;-;-;-;-;-;-;-;1;-;-;1
"241080 Riacho de Santana";-;1;-;-;-;-;-;-;-;-;-;-;1
"240895 Rio do Fogo";-;-;-;-;1;1;-;-;-;-;-;-;2
"241110 Ruy Barbosa";-;-;-;-;1;-;-;-;-;-;-;-;1
"241120 Santa Cruz";-;-;-;-;-;1;-;-;-;-;-;-;1
"241140 Santana do Matos";-;-;-;-;-;-;1;-;-;-;-;1;2
"241150 Santo Antônio";-;-;-;1;-;-;-;-;-;-;1;-;2
"241210 São João do Sabugi";-;-;2;-;-;-;-;-;-;-;-;-;2
"241220 São José de Mipibu";-;1;-;-;-;-;-;-;-;-;1;1;3
"241240 São José do Seridó";-;1;1;-;-;-;-;-;-;-;-;1;3
"241250 São Miguel";-;-;-;-;-;-;-;-;-;-;2;-;2
"241260 São Paulo do Potengi";-;-;-;-;-;-;-;-;-;-;-;1;1
"241300 São Vicente";-;-;-;-;-;-;-;-;1;-;-;-;1
"241335 Serra do Mel";-;-;-;-;-;-;-;-;-;-;-;1;1
"241390 Taipu";-;1;-;-;-;-;-;-;-;-;-;-;1
"241440 Touros";-;-;-;1;-;-;-;-;-;-;-;-;1
"241450 Umarizal";-;-;-;-;-;-;-;-;-;-;1;-;1
"241475 Venha-Ver";-;-;-;-;-;-;-;-;-;1;-;-;1
"250030 Alagoa Grande";1;1;-;-;1;-;-;-;-;-;-;1;4
"250040 Alagoa Nova";1;-;-;-;1;-;1;-;1;-;-;-;4
"250073 Amparo";-;-;-;-;-;-;-;1;-;-;-;-;1
"250077 Aparecida";-;-;-;-;-;-;1;-;-;-;-;-;1
"250090 Arara";-;-;-;-;-;-;-;-;1;-;-;-;1
"250140 Baía da Traição";-;-;1;-;-;-;-;-;-;-;-;-;1
"250160 Barra de Santa Rosa";-;-;1;-;-;-;-;-;-;-;-;-;1
"250180 Bayeux";2;-;-;1;-;1;-;-;-;-;1;1;6
"250200 Belém do Brejo do Cruz";-;-;-;-;-;-;1;-;-;-;-;-;1
"250215 Boa Vista";-;-;-;-;-;-;-;-;-;-;-;1;1
"250240 Bonito de Santa Fé";-;-;-;-;-;-;-;-;-;-;1;-;1
"250350 Cacimba de Dentro";-;-;-;-;-;-;-;-;1;-;-;-;1
"250370 Cajazeiras";-;-;-;-;-;-;-;-;2;-;1;-;3
"250390 Camalaú";-;-;-;-;-;-;-;-;-;-;-;1;1
"250400 Campina Grande";2;-;4;2;2;2;3;1;-;-;1;2;19
"250430 Catolé do Rocha";-;-;-;-;-;-;-;-;-;-;1;-;1
"250440 Conceição";-;-;-;-;-;-;-;-;-;1;-;-;1
"250450 Condado";-;-;-;-;-;-;-;-;1;-;-;-;1
"250470 Congo";-;-;-;1;-;-;-;-;-;-;-;-;1
"250480 Coremas";-;-;-;1;-;1;-;-;-;-;-;-;2
"250510 Cuité";-;-;-;-;-;-;-;-;-;1;-;-;1
"250523 Cuité de Mamanguape";-;-;-;-;-;-;-;-;-;-;-;1;1
"250535 Damião";-;-;1;-;-;-;-;-;-;-;-;-;1
"250540 Desterro";-;-;1;-;-;-;-;-;-;-;-;-;1
"250580 Duas Estradas";-;-;-;-;-;-;-;-;-;-;1;-;1
"250600 Esperança";-;1;-;-;-;-;-;-;-;-;-;-;1
"250610 Fagundes";-;-;-;-;-;-;-;-;1;-;-;-;1
"250630 Guarabira";-;-;-;-;1;-;-;-;1;1;-;-;3
"250650 Gurjão";-;-;-;-;1;-;-;-;-;-;-;-;1
"250660 Ibiara";-;-;-;-;-;-;-;1;-;-;-;-;1
"250690 Itabaiana";-;-;-;-;-;-;-;-;1;-;-;-;1
"250700 Itaporanga";-;-;-;-;-;-;-;1;-;-;-;-;1
"250720 Itatuba";-;-;-;-;-;-;-;-;-;1;-;-;1
"250740 Jericó";-;-;-;1;-;-;-;-;-;-;-;-;1
"250750 João Pessoa";2;1;5;2;1;3;1;1;5;-;2;2;25
"250760 Juarez Távora";-;-;-;-;-;-;-;-;1;-;-;-;1
"250790 Juripiranga";-;-;-;1;-;-;-;-;-;-;-;-;1
"250830 Lagoa Seca";1;-;-;-;1;-;2;-;-;2;-;-;6
"250910 Mari";-;-;-;-;1;-;-;-;-;-;-;-;1
"250933 Matinhas";-;1;-;-;-;-;-;-;-;-;-;-;1
"250960 Monte Horebe";-;-;-;-;-;-;1;-;-;-;-;-;1
"250970 Monteiro";-;-;-;-;-;-;-;-;-;-;-;1;1
"251030 Nova Palmeira";-;-;-;-;-;1;-;-;1;-;-;-;2
"251080 Patos";-;2;-;1;-;-;-;1;-;-;1;1;6
"251130 Piancó";-;-;-;-;-;1;-;-;-;-;-;-;1
"251140 Picuí";-;-;-;-;-;1;-;-;-;-;-;-;1
"251160 Pilões";-;-;-;-;-;-;-;-;-;1;-;-;1
"251200 Pocinhos";-;-;-;-;-;-;-;-;-;1;-;-;1
"251210 Pombal";-;-;-;1;-;-;-;-;-;-;-;-;1
"251230 Princesa Isabel";1;1;-;-;-;-;-;-;-;-;-;-;2
"251240 Puxinanã";-;-;-;-;-;-;-;1;-;-;-;-;1
"251250 Queimadas";-;-;-;1;1;-;-;-;-;-;-;1;3
"251260 Quixabá";-;-;-;-;-;-;-;1;-;-;-;-;1
"251270 Remígio";-;1;-;-;-;-;-;-;-;-;-;-;1
"251315 Santa Cecília";-;-;1;-;1;-;-;-;1;-;-;-;3
"251370 Santa Rita";-;1;-;-;-;-;1;-;-;-;-;-;2
"251390 São Bento";-;-;-;1;-;-;-;-;-;-;-;1;2
"251394 São Domingos do Cariri";-;-;-;-;-;-;-;-;1;-;-;-;1
"251398 São Francisco";-;1;1;-;-;-;-;-;-;-;-;-;2
"251400 São João do Cariri";-;-;-;-;-;-;-;-;-;-;-;1;1
"251420 São José da Lagoa Tapada";-;-;-;-;1;-;-;-;-;-;-;-;1
"251500 São Miguel de Taipu";-;-;-;2;-;-;-;-;-;-;-;-;2
"251540 São Vicente do Seridó";-;-;-;-;-;-;1;-;-;-;-;-;1
"251530 Sapé";-;-;-;-;-;1;-;1;1;-;-;1;4
"251550 Serra Branca";-;-;-;-;-;-;-;-;-;-;-;1;1
"251580 Serra Redonda";-;-;-;1;-;-;-;-;-;-;-;-;1
"251610 Soledade";-;1;-;-;-;-;-;-;-;-;1;-;2
"251620 Sousa";-;-;-;-;1;-;1;1;-;-;1;1;5
"251690 Uiraúna";-;-;-;-;-;-;1;-;-;-;-;-;1
"250550 Vista Serrana";1;-;-;-;-;-;-;-;-;-;-;-;1
"260005 Abreu e Lima";-;-;-;-;-;-;-;-;1;-;-;-;1
"260010 Afogados da Ingazeira";1;-;-;-;-;1;-;-;-;-;-;-;2
"260020 Afrânio";1;-;-;-;1;-;-;-;-;-;-;-;2
"260030 Agrestina";-;-;-;-;-;-;-;-;-;1;-;-;1
"260040 Água Preta";-;1;-;-;-;-;1;-;-;-;-;-;2
"260050 Águas Belas";1;1;-;-;-;-;-;1;-;-;-;-;3
"260060 Alagoinha";-;-;-;-;-;-;-;-;-;1;-;-;1
"260080 Altinho";-;-;-;-;2;-;-;-;-;-;-;1;3
"260100 Angelim";-;1;-;-;-;-;-;-;-;-;-;-;1
"260110 Araripina";1;1;-;2;-;-;1;1;-;-;1;-;7
"260120 Arcoverde";-;1;-;-;1;1;-;-;1;1;-;-;5
"260140 Barreiros";1;-;-;-;-;-;-;-;-;-;-;-;1
"260150 Belém de Maria";-;-;-;-;-;-;-;-;-;1;-;-;1
"260170 Belo Jardim";2;-;-;-;-;-;2;-;1;-;-;-;5
"260190 Bezerros";-;-;-;-;-;-;1;-;-;-;-;-;1
"260200 Bodocó";1;1;-;1;-;-;-;-;1;-;-;-;4
"260210 Bom Conselho";1;-;-;-;-;1;-;-;-;-;-;-;2
"260220 Bom Jardim";-;-;-;1;-;-;-;-;-;2;-;-;3
"260240 Brejão";-;-;1;-;-;-;-;-;-;-;-;-;1
"260260 Brejo da Madre de Deus";-;-;-;-;-;-;-;-;1;-;-;-;1
"260280 Buíque";-;1;-;-;1;-;-;1;1;-;-;-;4
"260290 Cabo de Santo Agostinho";-;-;-;1;-;-;1;-;-;-;1;-;3
"260300 Cabrobó";-;-;1;-;2;-;-;-;-;-;-;-;3
"260310 Cachoeirinha";-;-;-;1;-;-;1;-;-;-;1;-;3
"260320 Caetés";-;1;1;-;-;-;-;-;-;-;-;-;2
"260340 Calumbi";1;1;-;-;-;-;1;-;1;-;-;-;4
"260345 Camaragibe";-;1;-;-;-;2;-;1;-;1;-;1;6
"260370 Canhotinho";1;1;-;-;-;1;-;-;-;-;-;-;3
"260400 Carpina";-;1;1;-;-;1;1;-;-;-;-;-;4
"260410 Caruaru";1;3;6;1;2;-;4;-;2;1;-;2;22
"260420 Catende";-;-;1;1;-;1;-;1;-;-;-;-;4
"260450 Chã Grande";-;-;-;1;-;-;-;-;-;-;-;-;1
"260470 Correntes";-;-;-;-;-;-;-;-;-;1;-;-;1
"260490 Cumaru";1;-;-;-;-;-;-;-;-;-;-;-;1
"260510 Custódia";-;-;-;-;-;-;1;-;-;-;-;-;1
"260515 Dormentes";-;1;-;1;-;-;1;-;-;-;-;1;4
"260520 Escada";-;-;-;-;-;-;-;1;-;-;-;-;1
"260560 Flores";-;-;-;-;-;-;-;-;-;-;-;1;1
"260570 Floresta";-;-;-;-;-;1;1;-;-;1;-;-;3
"260580 Frei Miguelinho";1;-;-;-;-;-;-;-;-;1;-;-;2
"260590 Gameleira";-;-;-;-;1;-;-;-;-;-;-;-;1
"260600 Garanhuns";-;-;1;-;-;1;-;-;-;-;2;-;4
"260610 Glória do Goitá";1;-;-;-;-;-;-;-;-;-;-;-;1
"260620 Goiana";1;-;-;-;-;-;-;-;-;-;-;-;1
"260640 Gravatá";-;3;-;-;-;-;-;-;1;-;1;-;5
"260690 Iguaracy";-;-;1;-;-;-;-;-;-;-;-;-;1
"260730 Ipubi";-;-;-;-;-;1;-;-;-;-;-;-;1
"260770 Itapetim";-;1;-;-;-;-;1;-;-;1;-;1;4
"260790 Jaboatão dos Guararapes";2;2;2;2;2;2;5;2;-;2;-;2;23
"260810 João Alfredo";-;-;1;-;-;-;-;-;1;-;-;-;2
"260850 Lagoa de Itaenga";-;-;-;-;-;-;-;1;1;-;-;-;2
"260845 Lagoa do Carro";-;-;-;1;1;-;-;-;-;-;-;-;2
"260870 Lagoa dos Gatos";-;-;-;-;1;-;-;-;-;-;-;-;1
"260880 Lajedo";1;1;-;-;1;-;1;-;-;-;-;-;4
"260890 Limoeiro";-;-;2;-;-;1;1;-;-;1;-;-;5
"260900 Macaparana";-;2;-;1;-;-;-;-;-;-;-;-;3
"260910 Machados";-;-;-;-;-;-;-;-;-;1;-;-;1
"260915 Manari";1;-;-;-;-;-;-;-;-;-;-;-;1
"260930 Mirandiba";-;-;-;-;-;-;-;-;-;-;-;1;1
"261430 Moreilândia";-;-;-;-;-;1;1;-;-;-;-;-;2
"260940 Moreno";-;-;-;-;-;-;-;-;-;-;1;-;1
"260950 Nazaré da Mata";-;-;-;-;-;-;-;-;-;1;-;-;1
"260960 Olinda";1;-;2;-;-;1;1;-;1;1;2;4;13
"260970 Orobó";-;-;-;-;-;-;-;-;-;-;1;-;1
"260990 Ouricuri";1;-;-;2;-;-;-;-;2;1;-;-;6
"261000 Palmares";-;-;-;-;-;-;-;-;-;1;-;-;1
"261020 Panelas";-;-;-;-;-;-;-;-;-;-;1;1;2
"261030 Paranatama";-;-;-;-;-;-;-;-;-;-;-;1;1
"261040 Parnamirim";-;-;-;1;-;-;-;-;-;1;-;-;2
"261050 Passira";-;-;-;-;-;-;-;-;1;-;-;-;1
"261070 Paulista";1;-;-;-;2;1;-;-;-;-;2;-;6
"261080 Pedra";1;-;-;-;-;-;-;1;-;-;-;-;2
"261090 Pesqueira";-;-;-;-;-;-;1;-;-;-;-;-;1
"261100 Petrolândia";-;1;-;-;-;-;-;1;-;-;-;-;2
"261110 Petrolina";1;1;1;1;4;-;1;1;-;-;2;4;16
"261130 Pombos";-;-;-;-;1;-;-;-;-;-;-;-;1
"261140 Primavera";-;-;-;-;-;-;-;1;-;1;-;-;2
"261160 Recife";5;7;2;4;4;3;3;1;5;3;5;8;50
"261170 Riacho das Almas";-;-;-;-;-;1;-;-;-;-;-;-;1
"261180 Ribeirão";-;-;-;-;-;-;-;-;-;-;-;1;1
"261200 Sairé";-;-;-;-;-;-;1;-;-;-;-;1;2
"261220 Salgueiro";-;-;-;-;-;-;-;-;-;-;1;-;1
"261240 Sanharó";-;-;-;-;1;-;1;-;-;-;-;-;2
"261247 Santa Cruz da Baixa Verde";-;-;-;-;1;-;-;-;-;-;-;-;1
"261250 Santa Cruz do Capibaribe";1;-;1;-;-;-;-;1;-;-;1;-;4
"261255 Santa Filomena";-;-;-;1;-;-;1;-;-;-;-;-;2
"261260 Santa Maria da Boa Vista";-;-;-;-;-;1;2;-;-;1;1;-;5
"261300 São Bento do Una";-;-;-;-;-;2;-;-;-;-;-;-;2
"261310 São Caitano";-;-;-;-;1;-;-;-;-;-;-;1;2
"261330 São Joaquim do Monte";-;1;-;-;-;-;-;-;-;1;1;-;3
"261350 São José do Belmonte";1;1;-;-;-;-;-;-;-;-;-;-;2
"261360 São José do Egito";1;1;-;2;-;-;-;1;-;-;-;-;5
"261370 São Lourenço da Mata";-;-;1;-;-;-;1;-;1;-;-;1;4
"261380 São Vicente Ferrer";1;1;-;2;-;-;-;1;-;-;-;-;5
"261390 Serra Talhada";-;-;1;-;-;2;-;-;-;-;1;-;4
"261440 Solidão";1;-;-;-;-;-;-;-;-;-;-;-;1
"261450 Surubim";-;-;1;-;-;-;-;1;-;-;-;1;3
"261460 Tabira";-;-;-;-;-;1;-;-;-;1;-;-;2
"261470 Tacaimbó";-;-;-;-;1;-;-;-;-;-;-;-;1
"261510 Terezinha";-;-;-;-;-;-;-;-;-;-;1;-;1
"261530 Timbaúba";-;-;-;-;1;1;-;-;-;-;-;2;4
"261560 Trindade";-;1;-;-;-;-;-;-;-;-;-;-;1
"261580 Tupanatinga";-;-;-;-;-;-;-;-;-;-;-;1;1
"261610 Verdejante";-;-;-;-;1;-;-;-;-;-;-;1;2
"261620 Vertentes";-;-;-;-;-;1;-;-;-;-;-;-;1
"261640 Vitória de Santo Antão";-;-;-;1;-;3;-;-;2;-;-;-;6
"260000 Município ignorado - PE";-;-;-;-;-;-;-;-;1;-;-;-;1
"270030 Arapiraca";2;1;-;-;1;1;1;1;-;1;1;2;11
"270070 Batalha";-;-;-;-;-;-;-;1;-;-;-;-;1
"270100 Boca da Mata";-;-;-;-;-;-;-;1;-;1;-;-;2
"270130 Cajueiro";-;-;-;-;-;-;1;-;-;-;-;-;1
"270160 Canapi";1;-;-;-;-;-;-;-;-;-;-;-;1
"270170 Capela";-;-;-;-;-;-;-;-;1;-;-;-;1
"270190 Chã Preta";-;-;-;-;-;1;-;-;-;-;-;-;1
"270210 Colônia Leopoldina";-;-;-;-;-;-;-;-;1;-;-;-;1
"270220 Coqueiro Seco";-;-;-;-;-;-;-;1;-;-;-;-;1
"270230 Coruripe";-;-;-;-;-;-;-;-;-;1;-;1;2
"270235 Craíbas";2;-;-;-;-;-;-;-;-;-;-;-;2
"270240 Delmiro Gouveia";-;-;-;-;-;-;-;1;-;-;-;-;1
"270255 Estrela de Alagoas";1;-;-;-;-;-;-;-;-;-;-;-;1
