"Município";"Janeiro";"Fevereiro";"Março";"Abril";"Maio";"Junho";"Julho";"Agosto";"Setembro";"Outubro";"Novembro";"Dezembro";"Total"
"220770 Parnaíba";-;-;-;3;-;-;-;1;-;1;1;2;8
"220775 Passagem Franca do Piauí";1;-;-;-;-;-;-;-;-;-;-;-;1
"220777 Patos do Piauí";-;-;1;-;-;-;-;1;-;-;-;-;2
"220780 Paulistana";-;-;-;-;1;-;1;-;-;-;-;-;2
"220790 Pedro II";1;-;-;-;-;-;1;2;-;-;-;-;4
"220800 Picos";2;1;-;3;-;-;1;3;-;-;-;-;10
"220820 Pio IX";-;-;-;-;-;-;-;1;1;-;-;1;3
"220830 Piracuruca";-;1;-;-;-;-;1;-;-;-;-;-;2
"220840 Piripiri";-;-;-;-;1;-;-;-;1;1;-;-;3
"220870 Redenção do Gurguéia";-;-;-;1;-;-;-;1;-;-;-;-;2
"220880 Regeneração";-;-;-;-;-;-;-;1;-;-;-;-;1
"220887 Ribeira do Piauí";-;1;-;-;-;-;-;-;-;-;-;-;1
"220910 Santa Cruz do Piauí";-;-;-;-;-;-;1;-;-;-;-;-;1
"220920 Santa Filomena";-;-;-;-;-;-;-;1;-;-;-;-;1
"220930 Santa Luz";-;-;-;-;-;-;1;-;-;-;-;-;1
"220945 Santo Antônio dos Milagres";-;-;-;-;-;-;1;-;-;-;-;-;1
"220950 Santo Inácio do Piauí";-;-;-;-;-;-;-;-;-;-;1;-;1
"220975 São Gonçalo do Gurguéia";-;-;-;-;-;-;-;-;-;-;-;1;1
"220997 São João do Arraial";-;-;-;-;-;-;-;-;1;-;-;-;1
"221000 São João do Piauí";-;-;-;-;-;-;-;-;-;-;-;1;1
"221010 São José do Peixe";-;-;1;-;-;-;-;-;-;-;-;-;1
"221020 São José do Piauí";-;-;-;-;1;-;-;-;-;-;-;-;1
"221030 São Julião";-;-;-;1;-;-;-;-;-;-;-;-;1
"221040 São Miguel do Tapuio";-;-;-;-;-;1;-;-;-;-;-;-;1
"221050 São Pedro do Piauí";-;-;1;-;-;-;1;-;-;-;-;-;2
"221060 São Raimundo Nonato";-;-;-;-;-;1;-;-;-;-;-;-;1
"221063 Sebastião Leal";-;-;-;-;-;-;-;-;1;-;-;-;1
"221065 Sigefredo Pacheco";1;-;-;-;-;-;-;-;-;-;-;-;1
"221093 Sussuapara";1;-;-;-;-;-;-;-;-;-;-;-;1
"221100 Teresina";5;3;5;4;10;8;2;4;2;4;4;5;56
"221110 União";1;-;-;-;1;-;-;-;-;-;-;-;2
"221130 Valença do Piauí";-;-;-;-;-;1;-;-;-;-;-;-;1
"221170 Wall Ferraz";-;-;1;-;-;-;-;-;-;1;-;-;2
"230010 Abaiara";-;2;-;-;-;1;-;1;-;-;-;-;4
"230020 Acaraú";1;-;2;-;-;-;1;1;-;-;1;1;7
"230030 Acopiara";1;-;-;1;-;-;-;-;2;-;-;-;4
"230040 Aiuaba";-;-;1;-;-;-;-;-;-;-;-;-;1
"230075 Amontada";-;-;1;-;-;1;-;-;-;-;-;-;2
"230100 Aquiraz";-;-;-;1;-;-;-;1;2;-;1;-;5
"230110 Aracati";1;1;1;-;-;-;1;-;1;-;1;1;7
"230120 Aracoiaba";-;-;-;-;-;-;1;-;-;-;-;-;1
"230125 Ararendá";-;1;-;-;-;-;-;-;-;-;-;-;1
"230140 Aratuba";-;-;-;-;-;-;-;-;-;-;1;-;1
"230160 Assaré";-;-;-;-;-;-;-;-;-;-;-;1;1
"230170 Aurora";-;-;1;-;-;1;-;-;-;-;-;-;2
"230180 Baixio";-;-;-;1;-;-;-;-;-;-;-;-;1
"230190 Barbalha";1;1;-;1;-;1;1;-;-;1;-;-;6
"230205 Barroquinha";-;-;-;-;-;-;-;1;-;-;-;-;1
"230210 Baturité";-;-;-;1;-;1;-;-;-;-;-;-;2
"230220 Beberibe";-;1;2;-;-;-;-;1;-;-;-;-;4
"230230 Bela Cruz";-;1;-;-;-;-;-;1;1;-;-;-;3
"230240 Boa Viagem";1;-;-;1;2;-;-;-;-;-;-;1;5
"230260 Camocim";-;-;-;-;-;-;-;1;-;1;-;-;2
"230270 Campos Sales";-;-;-;-;-;1;-;-;-;-;1;-;2
"230280 Canindé";2;-;-;1;-;-;1;1;-;1;-;-;6
"230290 Capistrano";-;-;-;-;-;-;-;-;-;-;1;-;1
"230320 Caririaçu";-;-;-;-;-;-;-;-;1;-;-;-;1
"230330 Cariús";-;-;-;-;-;1;-;-;1;-;-;-;2
"230340 Carnaubal";-;-;-;-;1;-;-;-;-;-;-;-;1
"230350 Cascavel";-;-;-;1;-;-;1;-;-;-;-;-;2
"230365 Catunda";-;-;1;-;-;-;-;-;-;-;-;-;1
"230370 Caucaia";2;1;1;3;4;1;3;1;2;-;-;1;19
"230380 Cedro";1;1;-;-;1;-;-;-;-;-;-;-;3
"230410 Crateús";-;-;1;1;1;3;-;3;1;-;-;1;11
"230420 Crato";-;-;1;-;-;1;-;-;1;1;-;-;4
"230423 Croatá";-;-;-;-;-;-;1;-;-;-;-;-;1
"230425 Cruz";-;-;-;-;-;-;-;-;-;1;-;-;1
"230428 Eusébio";1;-;-;-;-;-;1;-;1;-;1;1;5
"230430 Farias Brito";-;1;-;-;-;-;-;-;-;-;-;-;1
"230435 Forquilha";-;-;-;-;-;-;-;-;-;1;-;1;2
"230440 Fortaleza";15;10;9;14;20;18;13;16;13;14;12;11;165
"230445 Fortim";-;-;1;-;-;-;-;-;-;-;1;-;2
"230450 Frecheirinha";2;-;1;-;-;-;-;-;-;-;-;1;4
"230465 Graça";-;-;-;-;-;1;-;-;-;-;-;-;1
"230470 Granja";-;-;-;-;1;-;-;-;-;-;1;-;2
"230490 Groaíras";-;-;-;-;-;-;-;-;1;1;-;-;2
"230495 Guaiúba";-;1;-;3;-;-;-;-;-;1;-;-;5
"230500 Guaraciaba do Norte";-;-;-;-;1;1;1;-;-;-;-;-;3
"230520 Hidrolândia";-;1;-;-;-;-;-;-;1;-;-;-;2
"230523 Horizonte";-;-;-;-;-;-;1;-;-;-;-;1;2
"230530 Ibiapina";-;-;-;1;-;-;-;1;-;-;-;-;2
"230533 Ibicuitinga";-;1;-;-;-;-;-;-;-;-;-;-;1
"230540 Icó";-;1;-;-;-;-;-;1;-;1;-;-;3
"230550 Iguatu";-;2;-;2;2;1;-;1;1;2;-;2;13
"230565 Ipaporanga";-;1;-;-;-;-;-;-;-;-;-;-;1
"230570 Ipaumirim";1;-;1;-;-;-;-;-;-;-;-;-;2
"230580 Ipu";-;-;2;-;-;1;1;-;-;1;-;-;5
"230590 Ipueiras";1;-;-;2;-;-;-;-;-;-;-;1;4
"230610 Irauçuba";-;-;1;-;-;-;-;-;-;-;-;-;1
"230625 Itaitinga";-;-;1;-;-;-;-;-;-;-;-;1;2
"230630 Itapagé";1;-;-;-;-;-;-;-;-;-;-;-;1
"230640 Itapipoca";-;-;-;1;-;-;-;-;1;2;-;-;4
"230655 Itarema";-;1;-;1;-;-;-;-;-;-;-;-;2
"230660 Itatira";-;-;-;-;1;-;-;-;-;-;1;-;2
"230670 Jaguaretama";-;1;-;1;-;-;-;-;-;-;-;1;3
"230680 Jaguaribara";-;-;1;-;-;-;-;-;-;-;-;-;1
"230690 Jaguaribe";-;-;-;-;1;1;-;-;-;-;-;-;2
"230700 Jaguaruana";-;1;-;-;2;-;1;1;-;-;-;-;5
"230710 Jardim";1;-;2;1;-;-;-;-;-;-;-;-;4
"230720 Jati";-;-;-;-;-;-;-;-;-;-;-;1;1
"230725 Jijoca de Jericoacoara";-;-;1;-;-;-;-;-;-;-;1;-;2
"230730 Juazeiro do Norte";4;-;-;-;1;2;1;1;-;2;3;2;16
"230750 Lavras da Mangabeira";1;-;-;-;-;-;-;-;-;-;-;-;1
"230760 Limoeiro do Norte";-;-;-;-;-;-;-;1;-;-;-;-;1
"230763 Madalena";-;-;-;-;1;-;-;-;1;-;-;-;2
"230765 Maracanaú";2;1;-;-;2;1;4;1;2;4;1;-;18
"230770 Maranguape";1;-;-;-;2;1;1;1;1;-;-;2;9
"230800 Massapê";1;-;-;-;1;-;2;-;-;-;-;-;4
"230810 Mauriti";1;-;-;-;-;-;1;-;1;1;-;-;4
"230820 Meruoca";-;1;-;-;-;-;-;-;-;-;-;-;1
"230830 Milagres";-;-;-;1;-;-;-;1;-;-;-;-;2
"230837 Miraíma";-;-;-;-;-;-;-;1;-;-;-;-;1
"230850 Mombaça";1;1;-;-;-;-;-;-;1;-;-;1;4
"230860 Monsenhor Tabosa";-;-;2;-;-;-;-;-;-;-;-;-;2
"230870 Morada Nova";-;1;-;-;-;-;1;-;-;1;-;2;5
"230880 Moraújo";-;-;-;-;-;-;-;1;-;-;-;-;1
"230900 Mucambo";-;-;1;-;-;1;-;-;-;-;-;-;2
"230930 Nova Russas";-;-;-;-;-;1;-;1;-;-;-;-;2
"230940 Novo Oriente";1;-;-;-;-;-;-;1;-;-;-;-;2
"230945 Ocara";-;-;-;-;-;-;-;1;-;-;-;-;1
"230950 Orós";-;-;-;1;1;-;1;-;1;-;-;-;4
"230960 Pacajus";-;-;-;-;-;-;-;1;-;1;-;-;2
"230970 Pacatuba";1;-;1;-;1;-;-;-;-;-;-;-;3
"231010 Palmácia";-;-;-;-;1;-;-;-;-;-;-;-;1
"231020 Paracuru";-;1;-;-;-;-;-;1;-;-;-;-;2
"231025 Paraipaba";-;-;-;-;1;-;-;-;-;-;1;-;2
"231030 Parambu";-;-;-;1;-;-;-;-;-;-;-;1;2
"231040 Paramoti";-;-;-;-;-;1;-;-;-;-;-;-;1
"231050 Pedra Branca";-;1;-;-;-;2;1;-;-;1;-;1;6
"231070 Pentecoste";1;-;1;1;1;1;-;-;-;-;1;2;8
"231080 Pereiro";-;-;-;-;-;-;-;-;-;-;1;-;1
"231090 Piquet Carneiro";-;-;-;1;-;-;-;-;-;-;-;-;1
"231095 Pires Ferreira";1;-;-;-;-;-;-;-;-;-;-;-;1
"231110 Porteiras";1;-;-;-;-;-;-;-;-;-;-;-;1
"231123 Potiretama";-;-;1;-;-;-;-;-;-;-;-;-;1
"231126 Quiterianópolis";-;-;-;1;1;1;-;1;-;-;-;-;4
"231130 Quixadá";-;-;-;-;-;-;-;1;-;-;-;-;1
"231135 Quixelô";-;-;1;-;1;-;-;1;1;-;-;-;4
"231140 Quixeramobim";-;-;1;-;-;1;2;-;-;-;-;-;4
"231150 Quixeré";-;-;-;-;1;-;-;-;-;-;-;-;1
"231160 Redenção";-;-;-;1;2;-;1;-;1;1;-;-;6
"231170 Reriutaba";1;-;-;-;-;1;-;-;-;-;-;-;2
"231180 Russas";1;1;1;1;1;-;2;2;-;-;-;-;9
"231195 Salitre";-;-;-;-;-;-;-;-;-;1;1;-;2
"231220 Santa Quitéria";-;1;3;1;1;2;-;-;-;-;-;1;9
"231200 Santana do Acaraú";-;-;1;-;1;-;-;-;1;-;-;-;3
"231210 Santana do Cariri";-;-;-;-;-;-;-;-;1;-;-;1;2
"231230 São Benedito";-;1;-;1;-;-;-;-;-;1;1;-;4
"231240 São Gonçalo do Amarante";1;-;-;-;1;-;1;-;1;-;1;1;6
"231290 Sobral";2;-;2;-;-;-;-;1;-;-;2;1;8
"231300 Solonópole";-;-;-;-;-;1;-;1;-;-;-;-;2
"231310 Tabuleiro do Norte";-;-;-;-;-;-;-;-;-;2;-;-;2
"231330 Tauá";1;-;-;-;-;-;1;-;1;-;1;-;4
"231335 Tejuçuoca";-;-;-;-;-;-;1;-;-;-;-;-;1
"231340 Tianguá";1;-;-;1;-;-;2;1;-;-;1;-;6
"231350 Trairi";-;-;-;-;1;-;-;-;-;-;-;-;1
"231355 Tururu";1;-;-;-;-;-;-;-;-;-;-;-;1
"231360 Ubajara";-;-;-;1;-;-;-;2;-;-;-;-;3
"231370 Umari";-;1;-;-;-;-;-;-;-;-;-;-;1
"231375 Umirim";-;-;-;-;-;-;-;-;-;1;-;-;1
"231380 Uruburetama";-;-;-;-;1;-;-;-;-;-;-;-;1
"231395 Varjota";-;-;1;1;-;-;-;-;-;-;-;-;2
"231400 Várzea Alegre";1;-;1;-;1;-;-;-;-;-;-;1;4
"231410 Viçosa do Ceará";-;1;-;-;2;-;-;2;2;-;2;1;10
"240010 Acari";-;-;-;-;-;-;-;-;1;-;-;-;1
"240020 Açu";-;-;-;-;-;-;-;-;2;2;-;-;4
"240040 Água Nova";-;-;-;-;1;-;-;-;-;-;-;-;1
"240090 Antônio Martins";-;-;-;-;-;-;-;-;-;-;-;1;1
"240100 Apodi";-;1;-;-;-;-;-;-;-;-;1;1;3
"240110 Areia Branca";-;-;-;-;-;-;-;1;-;-;-;-;1
"240120 Arês";-;-;-;-;-;-;-;-;-;-;-;1;1
"240130 Augusto Severo";1;-;-;-;-;-;-;-;-;-;-;-;1
"240145 Baraúna";-;-;2;-;-;-;-;-;-;-;-;-;2
"240170 Bom Jesus";1;-;-;-;-;-;-;-;1;-;-;-;2
"240200 Caicó";-;-;1;-;-;1;-;-;-;-;1;3;6
"240210 Campo Redondo";1;-;-;-;-;-;-;-;-;-;-;-;1
"240220 Canguaretama";-;-;-;-;-;-;-;-;1;-;-;-;1
"240230 Caraúbas";-;-;1;-;1;-;-;-;-;-;-;-;2
"240260 Ceará-Mirim";-;-;-;-;-;-;1;1;-;-;-;-;2
"240310 Currais Novos";-;-;1;-;-;-;-;-;-;-;-;-;1
"240330 Encanto";1;-;-;-;-;-;-;-;-;-;-;-;1
"240350 Espírito Santo";-;-;-;1;1;1;-;-;1;-;-;-;4
"240390 Francisco Dantas";-;-;-;-;-;-;-;-;-;1;-;-;1
"240420 Goianinha";-;-;-;-;-;1;-;-;-;-;-;-;1
"240490 Itaú";1;-;-;-;-;-;-;-;-;-;-;-;1
"240520 Janduís";-;1;-;-;-;-;-;-;-;-;-;-;1
"240550 Jardim de Angicos";-;-;-;-;-;-;-;-;1;-;-;-;1
"240560 Jardim de Piranhas";-;-;-;-;-;-;-;-;1;-;-;1;2
"240570 Jardim do Seridó";-;2;-;-;-;-;-;-;-;-;1;-;3
"240580 João Câmara";1;-;-;-;1;-;-;-;1;-;-;-;3
"240600 José da Penha";-;-;-;-;-;-;-;-;1;-;-;-;1
"240610 Jucurutu";-;1;-;-;-;-;-;-;-;-;-;-;1
"240620 Lagoa d'Anta";-;-;-;-;-;-;-;1;-;-;-;-;1
"240650 Lagoa Nova";-;-;-;-;-;-;-;-;-;-;-;1;1
"240670 Lajes";-;-;-;1;-;-;-;-;-;-;-;-;1
"240680 Lajes Pintadas";-;-;-;-;-;-;-;-;1;-;-;-;1
"240700 Luís Gomes";-;-;-;-;-;-;-;1;-;-;-;-;1
"240710 Macaíba";-;-;-;-;-;-;1;-;-;-;-;-;1
"240730 Marcelino Vieira";-;-;-;1;-;-;1;-;-;-;-;-;2
"240740 Martins";-;1;-;-;-;-;-;-;-;-;-;-;1
"240750 Maxaranguape";-;-;-;-;-;-;-;-;-;-;-;1;1
"240760 Messias Targino";-;-;-;-;-;-;-;-;-;1;-;-;1
"240800 Mossoró";-;1;1;1;3;1;3;3;1;1;3;1;19
"240810 Natal";3;1;1;-;1;2;-;2;-;4;3;3;20
"240830 Nova Cruz";-;-;-;-;-;-;-;-;-;-;1;-;1
"240850 Ouro Branco";1;-;-;-;-;1;-;-;-;-;-;-;2
"240870 Paraú";-;-;-;-;-;-;-;-;-;1;-;-;1
"240890 Parelhas";1;-;-;-;-;-;-;-;-;-;-;-;1
"240325 Parnamirim";-;1;-;-;-;2;-;-;-;1;3;-;7
"240910 Passa e Fica";-;-;-;-;-;1;-;-;-;-;-;-;1
"240930 Patu";-;-;-;1;-;-;1;1;-;-;-;-;3
"240940 Pau dos Ferros";-;-;-;1;-;-;-;-;-;-;-;1;2
"240980 Pedro Velho";-;-;-;-;1;-;-;1;-;-;1;-;3
"240990 Pendências";-;-;-;-;-;-;-;-;1;-;-;-;1
"241020 Portalegre";-;-;-;-;-;-;1;-;-;-;-;-;1
"241080 Riacho de Santana";-;-;-;-;-;-;-;-;-;-;1;-;1
"241120 Santa Cruz";-;1;-;-;-;1;-;1;-;-;-;-;3
"241140 Santana do Matos";-;-;-;-;-;-;1;-;-;-;-;-;1
"241150 Santo Antônio";-;1;-;-;-;-;-;-;-;1;-;1;3
"241200 São Gonçalo do Amarante";1;1;-;1;-;-;-;1;-;-;-;-;4
"241220 São José de Mipibu";1;-;-;-;-;-;-;-;-;-;-;1;2
"241230 São José do Campestre";-;-;-;1;-;-;-;-;-;1;-;-;2
"241240 São José do Seridó";-;-;-;1;-;-;-;-;-;-;-;-;1
"241250 São Miguel";-;-;1;1;-;-;-;-;-;-;-;-;2
"241260 São Paulo do Potengi";-;-;-;-;-;-;2;-;-;-;-;-;2
"241290 São Tomé";-;-;-;1;-;-;-;-;-;-;-;-;1
"241310 Senador Elói de Souza";-;-;-;1;-;-;-;-;-;-;-;-;1
"241320 Senador Georgino Avelino";-;-;-;-;-;-;-;-;-;-;-;1;1
"241350 Serrinha";-;-;-;-;-;-;-;-;-;3;-;-;3
"241355 Serrinha dos Pintos";-;1;-;-;-;-;-;-;-;-;-;-;1
"241415 Tenente Laurentino Cruz";-;-;-;-;-;-;-;1;-;-;-;-;1
"241440 Touros";1;-;-;-;-;-;-;-;-;1;-;-;2
"241450 Umarizal";-;-;-;-;-;-;-;-;1;-;-;-;1
"241460 Upanema";1;-;-;-;-;-;-;-;-;-;-;-;1
"241475 Venha-Ver";-;-;-;1;-;-;-;-;-;-;-;-;1
"250010 Água Branca";-;-;-;-;-;-;-;-;1;-;-;-;1
"250030 Alagoa Grande";2;-;-;-;1;-;-;-;1;1;-;-;5
"250040 Alagoa Nova";-;-;1;-;-;1;-;-;-;-;-;-;2
"250053 Alcantil";-;-;1;-;1;-;-;-;-;-;-;-;2
"250057 Algodão de Jandaíra";-;1;-;-;-;-;-;-;-;-;-;-;1
"250060 Alhandra";1;-;-;-;-;-;-;-;-;-;-;-;1
"250100 Araruna";1;-;-;-;-;1;-;-;-;-;-;-;2
"250110 Areia";-;-;-;-;-;1;-;-;-;-;-;1;2
"250115 Areia de Baraúnas";-;-;-;-;-;1;-;-;-;-;-;-;1
"250130 Aroeiras";1;-;-;-;-;-;-;-;-;-;-;-;1
"250150 Bananeiras";1;-;-;-;-;-;-;-;-;-;-;-;1
"250160 Barra de Santa Rosa";-;-;-;1;-;-;-;-;-;-;-;-;1
"250180 Bayeux";1;1;-;-;-;-;1;-;-;-;-;1;4
"250190 Belém";-;-;-;-;-;-;-;2;-;-;-;-;2
"250205 Bernardino Batista";-;-;-;-;-;1;-;-;-;-;-;-;1
"250240 Bonito de Santa Fé";-;-;-;-;1;-;1;-;1;-;-;-;3
"250250 Boqueirão";-;-;-;-;-;-;-;1;-;-;-;-;1
"250280 Brejo do Cruz";-;-;-;-;-;1;1;-;-;-;-;-;2
"250300 Caaporã";-;-;-;-;-;-;1;-;-;-;-;-;1
"250320 Cabedelo";1;1;-;-;-;-;-;-;-;-;-;-;2
"250340 Cacimba de Areia";-;-;-;-;-;-;-;1;-;-;-;-;1
"250355 Cacimbas";-;-;-;-;-;-;-;-;1;1;-;-;2
"250370 Cajazeiras";-;-;-;-;-;-;-;1;1;-;-;1;3
"250400 Campina Grande";2;-;-;1;3;3;2;-;2;3;2;1;19
"250403 Capim";-;-;-;-;-;-;-;1;-;-;-;-;1
"250430 Catolé do Rocha";-;1;1;-;-;-;-;-;-;1;-;-;3
"250450 Condado";1;-;-;-;-;-;-;2;-;-;1;-;4
"250460 Conde";-;-;-;-;-;-;-;-;-;-;-;1;1
"250470 Congo";-;-;-;-;1;-;-;-;-;-;-;-;1
"250480 Coremas";-;-;-;-;-;-;-;-;-;1;-;-;1
"250490 Cruz do Espírito Santo";-;-;-;-;1;-;-;-;1;-;-;-;2
"250523 Cuité de Mamanguape";-;-;-;-;-;-;-;-;1;-;-;-;1
"250527 Curral de Cima";-;-;-;-;-;1;-;-;-;-;-;-;1
"250540 Desterro";-;-;1;-;1;1;-;-;-;-;-;-;3
"250560 Diamante";1;-;-;-;-;-;1;-;-;-;-;-;2
"250600 Esperança";-;-;-;-;-;1;2;-;-;-;-;-;3
"250610 Fagundes";-;-;-;-;-;1;-;-;-;-;-;-;1
"250630 Guarabira";-;-;1;-;-;1;-;-;-;-;-;2;4
"250640 Gurinhém";-;-;-;-;-;-;-;1;-;-;-;-;1
"250260 Igaracy";-;-;-;-;-;-;-;-;1;-;-;-;1
"250670 Imaculada";-;-;-;-;-;1;-;-;-;-;-;-;1
"250690 Itabaiana";-;-;-;-;1;-;-;-;-;-;-;-;1
"250700 Itaporanga";-;-;1;-;-;-;-;-;2;-;-;-;3
"250710 Itapororoca";-;-;-;-;-;-;-;-;-;-;1;-;1
"250730 Jacaraú";-;-;-;-;-;-;-;-;-;-;-;1;1
"250750 João Pessoa";2;3;3;4;1;1;3;-;1;1;5;3;27
"251365 Joca Claudino";-;-;-;-;1;-;-;-;-;-;-;-;1
"250770 Juazeirinho";1;-;-;-;-;-;-;-;-;-;-;-;1
"250790 Juripiranga";-;-;-;1;-;-;-;-;-;-;-;-;1
"250820 Lagoa de Dentro";-;-;-;-;-;-;1;-;-;-;-;-;1
"250830 Lagoa Seca";-;-;-;1;-;-;-;-;1;-;-;-;2
"250860 Lucena";-;-;-;-;-;-;-;-;-;1;-;-;1
"250880 Malta";-;-;-;-;-;-;-;-;-;1;-;-;1
"250910 Mari";-;-;-;-;-;1;-;-;-;-;-;-;1
"250970 Monteiro";1;-;-;-;-;-;-;-;-;-;-;-;1
"251000 Nazarezinho";-;-;-;-;-;-;-;-;-;-;1;-;1
"251010 Nova Floresta";-;-;-;1;-;-;-;-;-;-;-;-;1
"251080 Patos";2;-;-;1;-;1;-;1;-;-;-;-;5
"251090 Paulista";-;-;1;-;-;-;-;-;-;1;-;-;2
"251110 Pedra Lavrada";-;-;-;-;-;-;-;-;-;-;1;-;1
"251120 Pedras de Fogo";-;-;-;-;1;-;1;-;-;-;-;-;2
"251130 Piancó";-;1;1;1;-;-;-;-;-;-;-;-;3
"251140 Picuí";-;-;-;-;-;-;-;-;-;-;-;1;1
"251150 Pilar";-;-;-;-;-;-;-;-;-;-;1;-;1
"251180 Pirpirituba";-;-;-;-;2;-;1;-;1;-;1;-;5
"251190 Pitimbu";-;-;-;-;1;-;-;-;-;-;-;-;1
"251274 Riachão";-;-;-;-;-;-;-;1;-;-;-;-;1
"251275 Riachão do Bacamarte";-;1;-;-;1;-;-;-;-;-;-;-;2
"251276 Riachão do Poço";-;-;-;-;-;1;-;-;-;-;-;-;1
"251290 Rio Tinto";-;-;-;-;-;-;-;-;-;-;1;1;2
"251310 Salgado de São Félix";1;-;-;-;-;-;-;-;-;-;-;-;1
"251315 Santa Cecília";-;-;1;-;-;-;-;-;1;-;-;-;2
"251370 Santa Rita";-;1;-;-;-;-;-;1;-;-;1;-;3
"251380 Santa Teresinha";-;-;-;-;-;-;-;-;-;-;1;-;1
"251350 Santana de Mangueira";-;-;-;-;-;-;-;-;1;-;-;-;1
"251360 Santana dos Garrotes";-;-;-;-;-;-;-;-;1;-;-;-;1
"251390 São Bento";-;-;-;1;-;-;-;-;-;1;-;1;3
"250070 São João do Rio do Peixe";-;-;-;-;-;-;-;-;-;-;-;1;1
"251420 São José da Lagoa Tapada";-;-;-;-;-;-;-;-;-;-;1;-;1
"251450 São José de Piranhas";1;1;-;-;-;-;-;-;-;-;-;-;2
"251455 São José de Princesa";-;-;1;-;-;-;-;-;-;-;-;-;1
"251445 São José dos Ramos";-;-;1;-;-;-;-;-;-;-;-;-;1
"251490 São Mamede";-;-;-;-;-;-;-;-;-;-;-;1;1
"251510 São Sebastião de Lagoa de Roça";-;-;-;-;-;1;-;-;-;-;-;-;1
"251530 Sapé";-;-;-;-;-;-;-;-;-;-;1;-;1
"251570 Serra Grande";1;-;-;-;-;-;-;-;-;-;-;2;3
"251620 Sousa";-;-;1;-;-;-;-;-;-;-;-;-;1
"251630 Sumé";-;-;1;-;-;-;-;-;-;1;-;1;3
"251640 Tacima";-;-;-;-;-;-;-;-;-;-;-;1;1
"251660 Tavares";-;-;-;1;-;-;-;-;-;-;-;-;1
"251670 Teixeira";-;-;-;-;-;2;-;-;-;-;-;-;2
"251690 Uiraúna";-;-;1;-;-;-;-;-;-;-;-;-;1
"251700 Umbuzeiro";1;-;-;-;-;-;-;-;-;-;-;-;1
"250000 Município ignorado - PB";-;-;1;-;-;-;-;-;-;-;-;-;1
"260005 Abreu e Lima";-;1;-;1;-;1;-;1;-;-;1;1;6
"260010 Afogados da Ingazeira";-;-;-;-;-;-;-;-;-;-;1;-;1
"260020 Afrânio";-;-;-;-;-;-;1;-;-;-;-;-;1
"260030 Agrestina";-;-;-;-;1;-;-;-;-;-;-;-;1
"260040 Água Preta";1;-;-;-;-;-;-;-;-;-;-;-;1
"260050 Águas Belas";1;-;-;-;-;-;-;-;-;-;-;-;1
"260060 Alagoinha";-;-;-;-;-;-;-;-;-;1;-;-;1
"260070 Aliança";-;-;-;1;1;-;1;1;-;-;-;-;4
"260080 Altinho";1;-;-;1;-;-;-;-;-;-;-;-;2
"260100 Angelim";-;-;1;-;-;-;-;-;-;-;-;-;1
"260110 Araripina";-;-;1;1;-;1;-;1;-;1;-;-;5
"260120 Arcoverde";-;1;-;-;-;-;-;-;-;2;-;-;3
"260160 Belém do São Francisco";-;-;-;-;-;-;-;-;-;1;-;-;1
"260170 Belo Jardim";-;1;-;-;-;-;-;-;-;-;1;-;2
"260180 Betânia";-;-;-;-;1;-;-;1;-;-;-;-;2
"260190 Bezerros";1;-;-;-;-;-;-;-;1;-;-;1;3
"260200 Bodocó";-;-;-;-;-;1;1;-;-;-;-;-;2
"260210 Bom Conselho";-;1;-;-;1;1;1;1;-;-;-;-;5
"260220 Bom Jardim";1;-;1;-;-;-;-;-;-;-;-;-;2
"260230 Bonito";-;-;-;-;2;-;-;1;-;-;-;-;3
"260250 Brejinho";-;-;-;-;1;-;-;-;-;-;-;-;1
"260260 Brejo da Madre de Deus";-;1;-;-;-;-;-;-;-;1;1;1;4
"260270 Buenos Aires";-;-;1;-;-;-;-;-;-;-;-;-;1
"260280 Buíque";-;-;-;-;-;1;-;-;-;-;-;1;2
"260290 Cabo de Santo Agostinho";-;-;-;-;-;-;-;-;1;-;-;-;1
"260300 Cabrobó";-;-;-;-;-;-;-;-;1;-;-;1;2
"260310 Cachoeirinha";-;-;-;-;-;-;-;1;-;-;-;-;1
"260320 Caetés";-;-;1;-;-;-;-;-;1;2;-;-;4
"260330 Calçado";-;-;-;-;-;-;-;-;-;1;-;-;1
"260345 Camaragibe";-;-;-;1;-;-;-;1;-;-;-;-;2
"260370 Canhotinho";-;-;-;1;-;-;-;-;-;-;-;-;1
"260380 Capoeiras";-;-;-;-;-;1;-;-;-;-;1;-;2
"260390 Carnaíba";-;1;-;-;-;-;-;-;-;-;-;-;1
"260400 Carpina";-;-;1;-;-;-;-;-;-;2;1;-;4
"260410 Caruaru";1;2;1;2;1;-;2;2;1;-;-;1;13
"260420 Catende";-;-;-;-;-;-;-;-;-;-;-;1;1
"260430 Cedro";-;-;-;-;-;-;-;1;-;-;1;-;2
"260450 Chã Grande";-;-;-;-;-;-;-;-;-;1;1;-;2
"260460 Condado";-;1;-;-;-;-;-;-;-;-;-;-;1
"260470 Correntes";-;-;-;-;1;-;-;-;-;-;-;-;1
"260480 Cortês";-;-;2;-;-;1;-;-;-;-;-;-;3
"260510 Custódia";-;-;1;-;-;-;-;-;-;-;-;-;1
"260515 Dormentes";-;1;-;-;-;-;-;-;-;-;-;-;1
"260520 Escada";-;-;-;-;-;-;-;-;-;-;1;-;1
"260530 Exu";-;-;-;-;1;-;-;-;1;-;-;-;2
