"Município";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"Total"
"250355 Cacimbas";-;-;-;-;-;2;-;-;-;-;-;2
"250360 Caiçara";-;-;-;1;-;-;-;-;-;-;-;1
"250370 Cajazeiras";11;14;15;3;10;18;10;12;8;1;6;108
"250380 Caldas Brandão";3;-;2;-;-;-;3;-;-;-;-;8
"250390 Camalaú";1;1;-;-;-;-;-;-;-;-;-;2
"250400 Campina Grande";63;70;68;57;87;87;99;66;72;70;73;812
"250403 Capim";-;-;3;3;-;-;2;2;1;-;-;11
"250415 Casserengue";-;-;-;-;-;-;-;1;-;1;-;2
"250420 Catingueira";-;-;3;2;-;-;-;-;-;-;7;12
"250430 Catolé do Rocha";1;7;6;2;3;3;10;9;6;-;1;48
"250435 Caturité";1;-;-;-;-;-;4;1;-;1;-;7
"250440 Conceição";-;-;-;-;-;-;2;1;-;3;8;14
"250450 Condado";-;1;4;-;1;-;2;2;2;-;6;18
"250460 Conde";1;7;21;14;11;15;27;27;9;7;14;153
"250470 Congo";1;-;-;-;-;-;-;-;1;-;-;2
"250480 Coremas";2;3;3;-;-;-;-;-;-;-;-;8
"250490 Cruz do Espírito Santo";1;1;2;2;8;7;10;13;12;9;8;73
"250500 Cubati";-;-;-;2;-;-;-;2;1;-;-;5
"250510 Cuité";1;4;1;-;-;3;3;1;2;2;1;18
"250523 Cuité de Mamanguape";1;-;6;1;2;1;3;-;-;-;-;14
"250520 Cuitegi";-;-;-;-;-;-;-;2;-;1;1;4
"250527 Curral de Cima";1;-;-;-;-;-;-;-;-;1;1;3
"250540 Desterro";-;-;-;-;-;-;-;-;-;-;1;1
"250570 Dona Inês";-;-;-;1;-;2;-;6;2;1;-;12
"250580 Duas Estradas";1;-;2;1;1;1;6;-;1;2;-;15
"250600 Esperança";2;3;3;-;4;2;2;5;10;16;5;52
"250610 Fagundes";-;2;2;1;-;2;2;3;-;3;2;17
"250620 Frei Martinho";-;-;-;-;-;-;1;-;-;-;-;1
"250625 Gado Bravo";-;-;-;-;-;-;-;-;-;-;4;4
"250630 Guarabira";8;3;6;12;13;7;12;18;15;8;10;112
"250640 Gurinhém";-;1;-;-;3;-;4;1;1;7;-;17
"250260 Igaracy";1;1;2;-;-;3;-;-;-;-;-;7
"250670 Imaculada";-;-;-;2;-;1;-;-;5;-;1;9
"250680 Ingá";2;-;3;13;7;4;4;-;-;-;1;34
"250690 Itabaiana";10;7;9;4;14;10;15;2;9;4;3;87
"250700 Itaporanga";-;-;1;1;3;1;1;-;1;-;-;8
"250710 Itapororoca";8;1;3;1;6;3;5;2;2;1;4;36
"250720 Itatuba";-;2;1;1;1;1;-;-;-;-;-;6
"250730 Jacaraú";-;-;2;2;-;4;8;2;-;1;-;19
"250740 Jericó";-;2;-;-;-;-;-;1;-;1;-;4
"250750 João Pessoa";314;482;693;634;511;585;435;368;424;280;288;5014
"250760 Juarez Távora";-;1;-;-;-;1;-;-;-;1;2;5
"250770 Juazeirinho";1;-;-;2;-;-;-;-;-;1;2;6
"250780 Junco do Seridó";-;3;1;-;-;-;-;1;-;-;-;5
"250790 Juripiranga";3;4;9;7;3;6;7;11;11;4;-;65
"250800 Juru";5;-;-;-;-;-;-;-;-;-;1;6
"250820 Lagoa de Dentro";-;1;-;1;-;1;1;1;-;-;1;6
"250830 Lagoa Seca";-;1;-;2;-;2;4;-;2;1;1;13
"250855 Logradouro";-;-;-;-;-;2;1;-;-;-;-;3
"250860 Lucena";9;18;7;6;4;21;13;7;14;1;10;110
"250880 Malta";1;-;-;-;1;3;-;-;-;-;-;5
"250890 Mamanguape";5;17;19;13;15;31;28;24;15;17;25;209
"250905 Marcação";3;-;2;1;5;2;1;4;-;-;-;18
"250910 Mari";4;12;10;15;17;21;22;7;11;5;5;129
"250915 Marizópolis";-;-;-;-;-;-;-;2;1;-;-;3
"250920 Massaranduba";-;3;-;1;-;1;1;2;-;-;-;8
"250930 Mataraca";8;-;-;-;-;-;1;1;-;2;-;12
"250939 Maturéia";-;-;-;-;-;-;-;-;-;1;4;5
"250940 Mogeiro";-;-;1;-;2;1;2;1;2;-;-;9
"250950 Montadas";-;-;2;-;-;-;-;-;-;-;-;2
"250960 Monte Horebe";-;1;-;6;3;-;-;-;1;-;-;11
"250970 Monteiro";-;4;2;2;8;11;1;2;5;2;4;41
"250980 Mulungu";-;1;5;2;1;1;1;1;-;-;-;12
"250990 Natuba";1;2;4;1;1;-;3;2;-;-;-;14
"251000 Nazarezinho";1;-;2;-;-;-;-;-;1;-;-;4
"251010 Nova Floresta";-;-;2;1;-;-;-;1;-;-;-;4
"251020 Nova Olinda";-;-;4;1;-;2;-;-;1;-;-;8
"251040 Olho d'Água";-;-;1;-;-;-;-;-;1;1;3;6
"251050 Olivedos";-;-;-;-;1;-;-;1;4;-;1;7
"251060 Ouro Velho";3;-;1;-;1;-;-;-;2;-;-;7
"251080 Patos";16;11;24;33;14;12;11;13;18;13;14;179
"251090 Paulista";-;-;3;-;-;-;-;-;-;1;-;4
"251100 Pedra Branca";-;-;-;1;-;1;-;-;1;1;-;4
"251110 Pedra Lavrada";-;-;1;-;-;-;-;-;-;1;3;5
"251120 Pedras de Fogo";23;20;24;22;19;30;25;13;16;10;7;209
"251272 Pedro Régis";-;-;-;-;2;2;-;-;-;-;-;4
"251140 Picuí";-;-;4;-;1;-;8;5;2;5;4;29
"251150 Pilar";5;14;3;4;5;3;3;2;1;3;7;50
"251160 Pilões";-;2;-;2;6;-;-;-;-;-;-;10
"251170 Pilõezinhos";-;2;1;2;2;-;-;3;-;-;-;10
"251180 Pirpirituba";4;6;4;8;5;1;-;2;2;-;1;33
"251190 Pitimbu";15;3;5;16;13;14;16;7;8;2;6;105
"251200 Pocinhos";-;-;-;-;-;-;-;-;-;3;1;4
"251207 Poço de José de Moura";-;-;-;3;-;-;-;-;-;-;-;3
"251210 Pombal";4;1;-;-;2;1;5;5;1;3;4;26
"251230 Princesa Isabel";-;-;3;2;-;1;4;2;-;-;1;13
"251240 Puxinanã";1;-;-;-;-;1;3;-;2;-;-;7
"251250 Queimadas";1;-;5;4;7;3;11;6;4;7;4;52
"251270 Remígio";-;-;-;2;-;1;7;10;3;3;1;27
"251274 Riachão";10;12;3;6;-;-;-;-;-;-;-;31
"251275 Riachão do Bacamarte";-;-;-;-;-;-;-;-;-;-;1;1
"251276 Riachão do Poço";-;-;-;1;-;-;-;-;-;-;1;2
"251280 Riacho dos Cavalos";-;-;-;-;-;-;1;-;-;-;-;1
"251290 Rio Tinto";13;10;9;14;10;9;10;16;11;6;6;114
"251300 Salgadinho";-;-;-;1;-;1;-;-;1;1;1;5
"251310 Salgado de São Félix";-;-;4;-;2;2;1;-;-;-;2;11
"251315 Santa Cecília";3;-;-;-;-;-;-;-;1;4;1;9
"251320 Santa Cruz";-;-;-;1;-;-;-;-;-;1;-;2
"251330 Santa Helena";-;-;-;1;-;-;-;-;-;-;-;1
"251335 Santa Inês";-;-;-;-;2;-;-;-;-;-;-;2
"251340 Santa Luzia";1;-;-;-;-;2;1;2;-;14;1;21
"251370 Santa Rita";58;89;138;124;140;139;141;87;79;46;70;1111
"251380 Santa Teresinha";1;-;-;-;-;-;-;1;-;-;-;2
"251360 Santana dos Garrotes";-;-;-;-;-;-;-;-;-;-;1;1
"251385 Santo André";1;-;-;-;-;-;-;-;-;-;-;1
"251392 São Bentinho";-;-;1;-;-;-;-;-;-;-;-;1
"251390 São Bento";1;-;1;5;1;1;4;3;2;2;5;25
"251396 São Domingos";-;-;-;-;1;-;-;-;-;-;-;1
"251398 São Francisco";-;-;-;-;-;-;1;-;-;-;-;1
"251400 São João do Cariri";-;-;2;-;-;-;-;2;-;-;-;4
"250070 São João do Rio do Peixe";-;-;-;-;1;2;-;-;-;-;-;3
"251410 São João do Tigre";-;-;-;1;-;-;-;-;-;-;-;1
"251450 São José de Piranhas";2;-;1;5;7;3;1;-;-;1;-;20
"251470 São José do Sabugi";-;-;-;1;1;-;-;-;-;-;-;2
"251480 São José dos Cordeiros";-;-;-;-;-;-;1;3;-;-;-;4
"251445 São José dos Ramos";1;-;-;-;-;1;-;-;-;2;2;6
"251490 São Mamede";4;8;-;3;-;1;-;-;-;2;-;18
"251500 São Miguel de Taipu";-;-;1;-;-;1;-;-;9;5;2;18
"251510 São Sebastião de Lagoa de Roça";1;-;-;-;-;1;-;1;1;-;-;4
"251540 São Vicente do Seridó";-;-;-;-;-;2;-;-;1;-;1;4
"251530 Sapé";14;31;45;20;21;21;10;19;13;12;14;220
"251550 Serra Branca";1;-;2;1;-;2;5;-;-;-;-;11
"251560 Serra da Raiz";-;-;-;3;-;-;-;-;1;-;1;5
"251580 Serra Redonda";5;2;1;1;4;-;1;2;-;1;-;17
"251590 Serraria";-;-;1;-;-;-;-;-;-;-;-;1
"251593 Sertãozinho";-;-;-;-;-;-;1;9;7;14;-;31
"251597 Sobrado";-;1;2;3;-;-;-;1;1;-;2;10
"251600 Solânea";2;3;1;1;2;5;-;5;3;5;4;31
"251610 Soledade";-;-;2;-;1;3;-;3;3;1;2;15
"251615 Sossêgo";-;-;2;-;-;-;-;-;-;-;-;2
"251620 Sousa";9;12;14;10;10;11;17;7;6;14;22;132
"251630 Sumé";1;1;2;3;-;2;5;5;1;-;-;20
"251640 Tacima";-;5;2;1;2;1;5;-;2;1;-;19
"251650 Taperoá";-;2;-;-;-;-;1;1;1;1;-;6
"251660 Tavares";-;-;-;-;-;8;6;4;4;1;1;24
"251670 Teixeira";1;-;-;-;-;-;1;1;2;-;-;5
"251680 Triunfo";-;-;-;-;-;-;-;-;-;-;1;1
"251690 Uiraúna";-;-;-;5;1;1;-;1;1;1;3;13
"251700 Umbuzeiro";2;1;1;1;-;1;1;-;-;1;-;8
"251710 Várzea";-;-;-;-;-;-;-;-;-;-;1;1
"251720 Vieirópolis";-;1;-;-;-;-;1;-;-;1;-;3
"251740 Zabelê";-;-;-;-;1;-;-;-;-;1;-;2
"260005 Abreu e Lima";33;47;45;50;36;63;42;49;29;42;43;479
"260010 Afogados da Ingazeira";21;23;21;12;2;-;-;1;-;2;1;83
"260030 Agrestina";-;-;-;-;-;-;1;3;-;-;-;4
"260040 Água Preta";2;4;3;2;-;5;3;2;4;5;3;33
"260050 Águas Belas";-;-;1;6;-;-;2;1;4;2;-;16
"260060 Alagoinha";-;-;-;-;1;-;1;-;1;-;-;3
"260070 Aliança";7;5;2;5;11;8;5;6;4;10;17;80
"260080 Altinho";1;1;-;-;2;-;-;1;-;-;2;7
"260090 Amaraji";-;-;1;3;10;14;19;5;1;6;13;72
"260100 Angelim";-;-;1;-;-;-;-;-;-;2;2;5
"260105 Araçoiaba";4;8;12;10;2;2;1;-;5;16;10;70
"260110 Araripina";-;1;-;-;1;1;-;-;-;1;12;16
"260120 Arcoverde";8;12;9;5;2;-;6;4;3;-;8;57
"260130 Barra de Guabiraba";1;-;-;1;1;3;3;-;2;-;-;11
"260140 Barreiros";6;9;10;15;11;10;9;14;11;12;8;115
"260150 Belém de Maria";-;-;-;1;1;-;3;-;2;-;-;7
"260160 Belém do São Francisco";2;1;-;-;-;-;1;-;6;2;2;14
"260170 Belo Jardim";-;-;2;2;-;1;1;-;1;6;3;16
"260180 Betânia";-;-;1;-;-;-;-;-;-;-;-;1
"260190 Bezerros";5;10;7;12;-;1;4;1;5;-;2;47
"260200 Bodocó";-;-;-;-;-;1;-;-;-;-;1;2
"260220 Bom Jardim";2;4;7;2;4;-;3;-;3;6;1;32
"260230 Bonito";2;2;4;1;1;4;3;-;3;1;6;27
"260240 Brejão";-;-;-;1;1;-;-;-;-;2;-;4
"260250 Brejinho";1;-;-;-;-;1;-;-;-;-;-;2
"260260 Brejo da Madre de Deus";-;-;-;5;7;-;3;-;3;6;-;24
"260270 Buenos Aires";2;-;-;1;-;2;-;5;1;1;-;12
"260280 Buíque";-;2;-;1;1;-;1;-;1;-;9;15
"260290 Cabo de Santo Agostinho";115;98;77;91;90;123;83;85;91;71;66;990
"260300 Cabrobó";-;1;1;-;-;-;-;-;-;-;-;2
"260310 Cachoeirinha";-;-;1;1;1;1;1;-;-;1;-;6
"260320 Caetés";-;-;1;1;-;1;-;1;1;-;-;5
"260330 Calçado";-;1;-;-;-;1;-;-;-;-;-;2
"260340 Calumbi";-;-;-;-;-;-;-;-;-;1;-;1
"260345 Camaragibe";25;41;50;27;48;64;38;51;43;89;53;529
"260350 Camocim de São Félix";-;2;3;3;4;3;3;-;1;2;2;23
"260360 Camutanga";3;6;11;6;2;-;-;-;-;-;-;28
"260370 Canhotinho";-;-;-;1;-;-;1;1;1;2;2;8
"260380 Capoeiras";2;-;-;-;-;-;-;-;-;-;-;2
"260390 Carnaíba";-;-;-;1;-;-;-;-;-;-;3;4
"260400 Carpina";15;26;20;10;16;14;23;29;25;18;13;209
"260410 Caruaru";27;24;21;32;28;20;12;12;13;13;13;215
"260415 Casinhas";-;-;-;-;1;-;1;1;-;2;7;12
"260420 Catende";1;4;1;2;2;6;5;9;7;12;7;56
"260430 Cedro";-;-;-;-;-;-;-;1;-;1;-;2
"260440 Chã de Alegria";2;1;1;1;3;2;-;1;1;1;1;14
"260450 Chã Grande";-;1;-;-;2;-;-;2;14;6;1;26
"260460 Condado";1;4;3;1;2;3;1;4;4;10;8;41
"260470 Correntes";-;1;1;1;-;-;-;-;1;-;1;5
"260480 Cortês";-;2;-;1;2;-;-;1;-;2;1;9
"260490 Cumaru";-;-;-;-;1;2;-;-;-;2;-;5
"260500 Cupira";3;-;2;-;-;1;-;-;-;-;1;7
"260510 Custódia";2;4;1;4;-;-;-;2;1;1;1;16
"260520 Escada";15;31;20;29;9;32;14;20;14;17;27;228
"260530 Exu";-;-;-;-;1;4;-;-;-;-;-;5
"260540 Feira Nova";5;8;9;8;2;5;1;1;3;10;6;58
"260545 Fernando de Noronha";3;2;-;-;-;-;-;-;-;-;-;5
"260550 Ferreiros";-;-;-;-;1;1;-;1;1;-;-;4
"260560 Flores";-;1;-;-;-;-;2;5;-;-;-;8
"260570 Floresta";-;-;-;-;1;-;-;-;-;1;-;2
"260580 Frei Miguelinho";-;-;7;-;-;-;-;-;-;-;-;7
"260590 Gameleira";3;4;-;5;10;8;9;2;5;5;5;56
"260600 Garanhuns";16;1;4;6;-;1;4;1;2;6;16;57
"260610 Glória do Goitá";1;2;2;5;9;3;-;2;1;3;2;30
"260620 Goiana";29;39;29;26;23;29;21;15;23;50;9;293
"260640 Gravatá";3;5;4;3;7;5;2;11;10;4;1;55
"260650 Iati";-;-;-;-;-;-;-;-;-;-;1;1
"260660 Ibimirim";-;-;2;-;-;-;-;-;-;-;-;2
"260670 Ibirajuba";-;1;1;1;1;-;4;1;-;1;-;10
"260680 Igarassu";15;46;37;28;26;16;22;39;51;50;48;378
"260690 Iguaracy";-;-;-;1;-;-;1;5;2;3;-;12
"260760 Ilha de Itamaracá";4;8;3;8;5;5;8;2;6;2;9;60
"260700 Inajá";-;6;11;3;2;-;-;-;-;1;-;23
"260720 Ipojuca";41;61;61;64;45;107;50;10;28;21;16;504
"260730 Ipubi";-;-;-;1;-;-;-;-;-;-;-;1
"260740 Itacuruba";-;2;-;-;-;-;-;-;-;-;-;2
"260750 Itaíba";1;-;-;-;-;-;-;-;-;-;-;1
"260765 Itambé";1;-;1;2;1;1;3;2;8;8;5;32
"260770 Itapetim";-;-;-;-;-;-;-;1;1;-;-;2
"260775 Itapissuma";27;20;5;15;11;8;5;2;4;2;9;108
"260780 Itaquitinga";-;-;2;3;2;1;4;2;3;-;-;17
"260790 Jaboatão dos Guararapes";294;360;287;289;308;314;258;294;351;359;413;3527
"260795 Jaqueira";9;14;23;9;8;-;1;1;-;-;-;65
"260800 Jataúba";2;-;-;-;1;-;-;-;-;-;-;3
"260805 Jatobá";-;-;-;-;-;-;1;-;2;-;1;4
"260810 João Alfredo";5;2;-;1;1;-;3;1;4;1;13;31
"260820 Joaquim Nabuco";-;-;3;1;3;1;2;-;2;4;7;23
"260825 Jucati";-;-;-;-;-;-;-;-;-;3;1;4
"260830 Jupi";-;3;-;1;1;2;1;-;1;2;1;12
"260840 Jurema";2;-;1;-;-;-;-;-;-;1;-;4
"260850 Lagoa de Itaenga";-;3;2;2;1;8;7;2;1;5;3;34
"260845 Lagoa do Carro";2;6;6;1;3;3;-;3;1;2;-;27
"260860 Lagoa do Ouro";1;2;-;-;1;2;-;5;-;-;-;11
"260870 Lagoa dos Gatos";-;9;8;1;-;-;-;-;-;-;-;18
"260880 Lajedo";5;13;10;13;2;1;1;6;3;-;1;55
"260890 Limoeiro";8;9;13;7;6;8;3;15;13;-;2;84
"260900 Macaparana";2;-;3;1;1;-;1;-;2;1;6;17
"260910 Machados";1;1;1;1;-;2;1;2;2;-;-;11
"260915 Manari";-;-;-;-;-;-;-;-;-;-;1;1
"260920 Maraial";-;-;-;-;-;3;1;-;-;-;-;4
"260930 Mirandiba";-;-;-;-;-;1;1;-;2;1;-;5
"260940 Moreno";12;8;7;14;7;15;18;12;6;15;17;131
"260950 Nazaré da Mata";6;2;4;2;3;1;2;10;2;3;7;42
"260960 Olinda";222;259;213;304;242;220;198;222;278;342;390;2890
"260970 Orobó";-;-;-;-;2;2;1;-;3;-;-;8
"260990 Ouricuri";-;-;-;-;-;-;1;1;1;3;3;9
"261000 Palmares";14;25;24;11;20;21;7;3;15;27;18;185
"261010 Palmeirina";8;11;6;2;-;-;-;-;-;-;-;27
"261020 Panelas";1;-;-;-;-;-;-;1;-;-;2;4
"261040 Parnamirim";-;4;-;-;-;-;1;-;1;-;-;6
"261050 Passira";2;4;1;1;4;9;2;-;-;4;-;27
"261060 Paudalho";13;12;7;-;8;15;5;1;6;8;8;83
"261070 Paulista";112;106;106;116;121;175;146;127;172;153;178;1512
"261080 Pedra";-;-;1;-;-;-;-;1;1;2;-;5
"261090 Pesqueira";3;10;-;3;-;1;1;7;1;7;3;36
"261100 Petrolândia";-;1;-;-;-;-;1;-;1;1;4;8
"261110 Petrolina";-;-;1;-;-;1;-;-;1;8;5;16
"261130 Pombos";1;-;1;1;2;3;2;2;1;4;3;20
"261140 Primavera";-;-;1;3;1;3;4;-;1;5;5;23
"261150 Quipapá";10;12;12;23;14;20;11;5;-;-;1;108
"261153 Quixaba";-;-;-;-;-;2;1;2;-;-;1;6
"261160 Recife";878;1078;1210;1118;1208;1175;1013;1195;1312;1412;1496;13095
"261170 Riacho das Almas";-;1;-;-;-;5;-;-;-;-;-;6
"261180 Ribeirão";2;24;25;16;5;12;11;5;7;14;8;129
"261190 Rio Formoso";1;5;3;4;8;3;4;9;7;12;17;73
"261200 Sairé";-;-;1;-;-;2;2;-;-;-;4;9
"261210 Salgadinho";-;-;-;-;-;-;-;2;2;-;-;4
"261220 Salgueiro";1;1;-;-;-;2;1;-;2;5;6;18
"261240 Sanharó";-;3;4;-;-;-;1;-;3;-;1;12
"261247 Santa Cruz da Baixa Verde";-;-;-;-;-;3;-;-;-;-;-;3
"261250 Santa Cruz do Capibaribe";17;11;6;10;9;7;14;5;5;7;11;102
"261260 Santa Maria da Boa Vista";7;1;-;-;-;-;-;1;-;-;-;9
"261270 Santa Maria do Cambucá";-;-;-;-;-;-;-;-;-;3;1;4
"261280 Santa Terezinha";12;12;11;4;2;1;-;-;-;-;-;42
"261290 São Benedito do Sul";2;-;-;-;-;-;-;1;-;3;2;8
"261300 São Bento do Una";2;2;1;3;-;7;-;-;-;1;4;20
"261310 São Caitano";5;14;9;4;2;5;2;1;23;3;-;68
"261320 São João";7;13;9;-;-;-;-;-;1;-;2;32
"261330 São Joaquim do Monte";1;-;-;-;-;-;-;2;2;1;-;6
"261340 São José da Coroa Grande";4;1;-;1;-;3;4;3;3;-;6;25
"261350 São José do Belmonte";-;-;-;-;1;-;-;3;1;1;-;6
"261360 São José do Egito";3;5;2;-;1;6;-;-;-;-;1;18
"261370 São Lourenço da Mata";9;36;18;29;36;43;24;32;22;35;16;300
"261380 São Vicente Ferrer";-;-;3;2;-;-;-;-;-;-;2;7
"261390 Serra Talhada";4;10;2;4;5;3;16;11;22;9;4;90
"261400 Serrita";-;1;-;1;-;-;-;-;-;-;1;3
"261410 Sertânia";4;-;1;2;-;2;-;-;1;3;2;15
"261420 Sirinhaém";4;6;7;1;11;9;9;5;9;12;28;101
"261450 Surubim";8;5;5;3;2;3;9;3;3;4;3;48
"261460 Tabira";1;-;-;1;-;-;1;1;3;-;3;10
"261470 Tacaimbó";1;1;-;-;-;-;-;1;-;-;-;3
"261485 Tamandaré";12;11;14;8;6;3;-;2;1;4;-;61
"261500 Taquaritinga do Norte";-;-;-;-;-;-;-;3;1;2;4;10
"261520 Terra Nova";-;-;-;1;1;-;-;-;-;1;-;3
"261530 Timbaúba";14;16;12;7;11;4;7;4;6;9;15;105
"261540 Toritama";-;-;2;2;2;1;1;1;-;2;2;13
"261550 Tracunhaém";-;-;-;-;2;-;-;1;1;4;10;18
"261560 Trindade";1;5;5;1;-;-;-;-;1;5;-;18
"261570 Triunfo";-;-;1;1;-;1;-;1;-;-;-;4
"261590 Tuparetama";1;-;-;1;2;-;-;-;1;-;-;5
"261600 Venturosa";2;5;2;3;-;-;-;-;-;-;-;12
"261610 Verdejante";-;-;-;1;-;-;-;-;-;1;2;4
"261618 Vertente do Lério";-;-;-;-;1;3;2;1;-;-;-;7
"261620 Vertentes";3;-;3;-;-;-;-;1;-;2;-;9
"261630 Vicência";1;-;-;1;-;-;2;7;2;1;1;15
"261640 Vitória de Santo Antão";37;61;43;27;40;31;19;29;28;40;10;365
"261650 Xexéu";3;12;18;3;2;1;-;-;3;1;4;47
"270010 Água Branca";-;2;3;-;-;-;1;-;1;-;-;7
"270020 Anadia";1;2;-;-;5;1;3;1;-;1;-;14
"270030 Arapiraca";6;14;18;14;25;16;22;14;26;19;17;191
"270040 Atalaia";1;4;1;4;2;1;3;4;4;3;3;30
"270050 Barra de Santo Antônio";2;4;4;1;1;9;8;7;4;5;5;50
"270060 Barra de São Miguel";1;-;-;-;-;1;-;-;1;1;1;5
"270070 Batalha";-;-;-;-;-;-;1;3;-;-;-;4
"270080 Belém";-;1;-;-;-;-;2;2;1;1;3;10
"270100 Boca da Mata";2;1;-;2;5;-;3;2;1;-;1;17
"270110 Branquinha";-;1;1;-;1;-;2;-;-;1;-;6
"270120 Cacimbinhas";-;-;-;-;-;-;2;-;-;-;-;2
"270130 Cajueiro";-;-;-;-;-;-;-;-;-;1;-;1
"270135 Campestre";-;1;-;-;-;-;-;-;-;-;2;3
"270140 Campo Alegre";1;-;-;2;3;7;5;1;2;2;-;23
"270150 Campo Grande";-;-;-;-;1;1;-;-;-;2;-;4
"270160 Canapi";-;-;-;-;-;-;-;-;-;1;2;3
"270170 Capela";1;1;-;4;1;1;1;-;1;3;2;15
"270190 Chã Preta";-;2;1;2;3;1;2;-;-;1;-;12
"270200 Coité do Nóia";1;-;-;-;-;1;1;-;2;3;2;10
"270210 Colônia Leopoldina";-;-;3;2;-;-;-;1;2;2;7;17
"270220 Coqueiro Seco";-;-;-;4;2;2;2;4;1;1;3;19
"270230 Coruripe";1;1;4;-;2;2;2;8;5;2;6;33
"270235 Craíbas";-;-;-;-;-;-;-;-;1;1;1;3
"270240 Delmiro Gouveia";2;6;3;4;2;2;4;1;1;1;6;32
"270250 Dois Riachos";-;-;-;-;1;-;1;-;1;-;1;4
"270255 Estrela de Alagoas";-;-;-;-;-;-;-;1;-;-;-;1
"270260 Feira Grande";-;-;-;-;3;1;2;-;-;-;-;6
"270270 Feliz Deserto";-;-;-;-;-;1;-;-;-;-;-;1
"270280 Flexeiras";1;-;-;-;1;-;2;-;1;4;2;11
"270290 Girau do Ponciano";1;-;-;-;-;-;-;1;1;1;-;4
"270300 Ibateguara";1;-;-;-;-;1;-;-;-;3;1;6
"270310 Igaci";1;1;-;1;2;2;-;3;-;2;-;12
"270320 Igreja Nova";-;-;-;-;-;-;1;-;-;2;-;3
"270330 Inhapi";-;-;-;-;-;-;-;-;-;-;2;2
"270340 Jacaré dos Homens";-;-;-;-;-;1;-;-;-;-;1;2
"270350 Jacuípe";-;1;-;-;-;1;-;-;-;1;-;3
"270360 Japaratinga";-;-;-;-;1;-;3;1;-;-;-;5
"270370 Jaramataia";-;-;-;-;-;-;1;-;-;-;-;1
"270375 Jequiá da Praia";-;-;-;-;1;-;1;-;-;-;4;6
"270380 Joaquim Gomes";2;5;2;1;5;1;2;2;1;3;3;27
"270390 Jundiá";-;-;-;-;-;-;-;-;-;1;2;3
"270400 Junqueiro";-;1;1;1;2;1;2;3;1;3;1;16
"270410 Lagoa da Canoa";-;-;-;1;-;-;-;-;-;-;3;4
"270420 Limoeiro de Anadia";-;-;-;-;1;2;1;2;-;-;1;7
"270430 Maceió";178;258;253;170;258;212;217;295;271;268;262;2642
"270440 Major Isidoro";-;-;1;-;2;1;1;-;-;-;-;5
"270450 Maragogi";2;6;1;6;11;8;8;5;4;6;3;60
"270460 Maravilha";-;-;-;1;-;-;-;-;-;-;-;1
"270470 Marechal Deodoro";2;7;12;7;8;9;10;13;12;11;3;94
"270480 Maribondo";-;-;-;-;-;-;-;2;-;-;-;2
"270500 Mata Grande";-;-;-;-;-;-;1;-;-;1;-;2
"270510 Matriz de Camaragibe";1;1;2;2;7;11;7;7;7;2;2;49
"270520 Messias";3;3;1;-;3;1;2;4;2;-;1;20
"270540 Monteirópolis";-;-;1;-;-;-;-;-;-;-;1;2
"270550 Murici";1;3;5;1;7;6;5;4;7;3;13;55
"270560 Novo Lino";4;2;5;1;1;-;-;1;1;2;-;17
"270570 Olho d'Água das Flores";1;-;-;-;1;-;1;1;-;-;2;6
"270580 Olho d'Água do Casado";1;-;-;-;-;-;-;-;-;-;1;2
"270590 Olho d'Água Grande";-;-;1;-;-;-;-;-;-;-;-;1
"270600 Olivença";3;-;1;1;-;-;1;-;1;-;1;8
"270610 Ouro Branco";-;-;1;1;-;-;-;-;1;-;-;3
"270620 Palestina";1;-;-;-;-;-;-;-;-;1;-;2
"270630 Palmeira dos Índios";7;11;4;4;4;3;4;7;2;6;7;59
"270640 Pão de Açúcar";-;1;1;2;1;-;2;-;1;-;-;8
"270644 Paripueira";-;-;1;-;-;-;2;-;4;2;1;10
"270650 Passo de Camaragibe";1;-;1;1;2;-;3;3;-;2;-;13
"270660 Paulo Jacinto";-;-;-;-;1;-;-;-;-;1;-;2
"270670 Penedo";-;1;4;2;1;5;2;1;1;-;3;20
"270680 Piaçabuçu";-;-;3;2;2;-;3;3;-;2;-;15
"270690 Pilar";2;8;8;2;5;2;8;-;5;14;3;57
"270700 Pindoba";-;-;-;-;1;2;-;-;-;-;-;3
"270710 Piranhas";-;-;-;1;2;3;2;2;5;3;3;21
"270720 Poço das Trincheiras";-;-;-;-;-;-;-;-;1;2;2;5
"270730 Porto Calvo";4;6;1;5;3;6;9;2;3;5;4;48
"270740 Porto de Pedras";-;-;1;2;-;1;-;-;-;-;2;6
"270750 Porto Real do Colégio";1;2;-;-;-;2;-;1;-;3;-;9
"270760 Quebrangulo";-;-;-;-;-;-;1;-;1;-;-;2
"270770 Rio Largo";12;16;9;5;17;6;4;5;8;3;14;99
"270780 Roteiro";1;1;-;-;-;-;-;-;-;-;-;2
"270790 Santa Luzia do Norte";-;-;1;2;2;-;-;-;1;1;1;8
"270800 Santana do Ipanema";-;-;1;1;2;2;3;1;-;-;2;12
"270810 Santana do Mundaú";-;-;-;-;-;-;-;2;-;-;1;3
"270820 São Brás";-;-;-;-;1;-;-;-;-;-;-;1
"270830 São José da Laje";-;1;-;-;1;4;-;2;1;4;-;13
"270840 São José da Tapera";-;2;1;1;-;2;2;-;1;-;-;9
"270850 São Luís do Quitunde";3;8;5;9;5;6;2;2;8;12;7;67
