"Município";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"Total"
"291560 Itamaraju";-;-;-;-;1;-;-;-;-;-;-;1
"291580 Itambé";-;-;-;-;-;-;3;-;-;-;-;3
"291600 Itanhém";1;-;-;-;-;-;-;-;-;-;-;1
"291610 Itaparica";-;-;-;-;-;-;-;-;-;1;-;1
"291660 Itapitanga";-;-;-;-;-;-;-;-;1;-;-;1
"291690 Itiruçu";-;-;-;-;-;-;1;-;-;-;-;1
"291700 Itiúba";-;1;1;-;-;-;-;-;-;-;-;2
"291740 Jacaraci";-;-;-;-;-;-;-;-;1;-;-;1
"291750 Jacobina";-;-;-;-;1;-;-;-;-;-;-;1
"291800 Jequié";1;1;-;-;-;1;1;1;-;-;-;5
"291830 Jitaúna";-;-;-;-;-;-;-;-;1;-;-;1
"291840 Juazeiro";-;-;1;4;-;2;-;1;1;-;1;10
"291880 Laje";-;-;-;-;-;-;-;-;-;1;-;1
"291920 Lauro de Freitas";-;-;-;1;-;1;-;7;-;-;-;9
"291950 Livramento de Nossa Senhora";-;-;-;-;-;-;1;-;-;-;-;1
"291955 Luís Eduardo Magalhães";-;-;1;-;-;-;-;-;-;-;-;1
"291980 Macaúbas";-;-;-;-;-;-;-;-;-;-;1;1
"291992 Madre de Deus";-;-;-;-;-;-;-;1;-;-;-;1
"292100 Mata de São João";-;-;-;-;-;-;1;-;-;-;-;1
"292170 Morro do Chapéu";-;-;-;-;1;-;1;1;3;-;-;6
"292230 Muritiba";-;-;-;-;-;-;2;-;-;-;-;2
"292240 Mutuípe";-;-;1;-;-;-;-;-;-;-;-;1
"292303 Novo Horizonte";1;-;-;-;-;-;-;-;-;-;-;1
"292320 Oliveira dos Brejinhos";-;-;-;-;-;-;-;1;-;-;1;2
"292340 Palmas de Monte Alto";1;-;-;-;-;-;-;-;-;-;-;1
"292400 Paulo Afonso";-;-;-;1;1;-;-;2;4;-;-;8
"292520 Pojuca";-;-;-;-;-;-;-;2;-;-;-;2
"292575 Presidente Tancredo Neves";-;-;-;-;-;-;-;1;-;1;-;2
"292630 Riachão do Jacuípe";-;-;-;-;-;-;-;-;-;1;-;1
"292660 Ribeira do Pombal";-;-;-;-;-;-;-;1;-;-;-;1
"292690 Rio do Pires";-;-;-;-;-;-;1;-;-;-;-;1
"292700 Rio Real";-;-;-;-;-;-;-;-;-;-;1;1
"292710 Rodelas";-;-;-;-;-;1;-;-;-;-;-;1
"292720 Ruy Barbosa";-;-;-;1;-;-;-;1;-;-;-;2
"292740 Salvador";9;18;16;23;25;8;37;49;22;17;7;231
"292820 Santana";-;-;-;-;-;-;-;-;2;-;-;2
"292860 Santo Amaro";-;-;-;-;-;-;2;-;-;-;-;2
"292870 Santo Antônio de Jesus";-;-;-;-;-;-;-;4;-;-;-;4
"292905 São Félix do Coribe";-;-;-;-;-;-;-;-;2;-;-;2
"292937 São José do Jacuípe";-;-;-;-;1;-;-;-;-;-;-;1
"292990 Seabra";1;-;-;-;-;-;-;-;-;-;-;1
"293020 Sento Sé";-;-;1;-;-;-;-;-;-;-;-;1
"293070 Simões Filho";-;-;-;-;1;-;-;-;-;-;1;2
"293077 Sobradinho";-;-;-;-;1;-;-;1;-;-;-;2
"293135 Teixeira de Freitas";-;-;-;1;1;-;1;1;-;-;-;4
"293200 Uauá";-;-;-;1;1;-;-;-;-;-;-;2
"293210 Ubaíra";-;-;-;1;-;-;-;-;-;-;-;1
"293220 Ubaitaba";-;-;1;-;-;-;-;-;-;-;-;1
"293245 Umburanas";-;-;-;-;-;-;-;-;-;-;4;4
"293270 Uruçuca";-;-;-;-;-;-;-;-;1;-;-;1
"293290 Valença";-;-;-;-;-;-;1;-;-;-;-;1
"293325 Vereda";-;-;-;-;-;1;-;-;-;-;-;1
"293330 Vitória da Conquista";2;-;1;-;-;-;1;3;1;1;1;10
"310050 Açucena";-;-;-;-;-;1;-;-;-;-;-;1
"310100 Águas Vermelhas";-;-;-;1;-;-;-;-;-;-;-;1
"310110 Aimorés";1;-;-;-;-;-;-;-;-;-;-;1
"310130 Alagoa";-;1;-;-;-;-;-;-;-;-;-;1
"310150 Além Paraíba";-;-;-;-;1;-;-;-;-;1;-;2
"310160 Alfenas";-;-;-;-;-;1;-;-;-;-;-;1
"310190 Alpinópolis";-;-;-;-;-;-;-;2;-;-;-;2
"310260 Andradas";2;-;1;-;-;1;-;-;-;-;1;5
"310310 Antônio Prado de Minas";1;-;-;-;-;-;-;-;-;-;-;1
"310340 Araçuaí";-;-;-;-;-;-;-;-;1;-;-;1
"310350 Araguari";2;-;1;1;1;1;1;-;-;-;-;7
"310375 Araporã";-;-;-;-;-;-;1;-;-;-;-;1
"310400 Araxá";7;1;2;5;1;1;8;2;3;6;5;41
"310420 Arcos";-;-;-;-;-;-;1;-;-;-;-;1
"310510 Bambuí";-;-;-;-;-;-;-;-;1;-;-;1
"310560 Barbacena";3;1;-;-;-;-;-;1;-;-;-;5
"310600 Bela Vista de Minas";1;-;-;-;-;-;-;-;-;-;-;1
"310620 Belo Horizonte";5;11;5;12;10;14;27;23;49;48;68;272
"310670 Betim";-;-;-;-;-;1;-;-;-;2;4;7
"310690 Bicas";-;-;-;-;-;-;-;-;-;-;1;1
"310730 Bocaiúva";-;-;-;-;-;-;-;-;1;5;-;6
"310740 Bom Despacho";-;-;-;-;-;-;2;-;1;-;-;3
"310770 Bom Jesus do Amparo";-;-;-;-;-;-;-;-;-;-;1;1
"310780 Bom Jesus do Galho";-;-;-;1;-;-;-;1;-;-;-;2
"310840 Botelhos";-;-;-;-;-;-;-;1;-;-;-;1
"310850 Botumirim";-;-;-;-;-;-;-;-;-;1;-;1
"310860 Brasília de Minas";-;1;-;-;-;-;-;-;1;1;-;3
"310890 Brazópolis";1;-;-;-;-;-;-;-;-;-;-;1
"310920 Buenópolis";-;-;-;-;1;-;-;-;-;-;-;1
"310940 Buritizeiro";-;-;-;-;-;1;-;-;-;-;-;1
"311000 Caeté";-;-;-;-;-;-;-;1;-;-;1;2
"311060 Cambuí";-;-;-;-;-;-;1;-;-;2;-;3
"311070 Cambuquira";-;-;-;-;-;-;-;-;2;1;1;4
"311120 Campo Belo";-;-;-;-;1;-;-;-;-;-;-;1
"311270 Capitão Enéas";-;-;-;1;-;-;-;-;1;-;1;3
"311300 Caraí";1;-;-;-;-;-;2;-;-;-;-;3
"311330 Carangola";2;1;4;3;-;3;4;4;3;-;2;26
"311340 Caratinga";-;-;-;1;2;-;-;1;-;-;1;5
"311420 Carmo do Cajuru";-;-;-;-;-;1;-;-;-;-;-;1
"311430 Carmo do Paranaíba";-;-;-;-;2;-;-;-;-;-;-;2
"311480 Carvalhos";-;-;-;-;1;-;-;-;-;-;-;1
"311530 Cataguases";-;-;-;-;1;-;-;-;-;-;-;1
"311550 Caxambu";-;-;-;-;-;-;-;-;1;-;-;1
"311620 Chiador";-;-;-;-;1;-;-;-;-;-;-;1
"311670 Coimbra";-;-;-;1;-;-;-;-;-;1;-;2
"311680 Coluna";-;-;-;-;-;-;-;-;1;-;-;1
"311710 Conceição da Aparecida";-;-;-;-;-;-;-;-;1;-;-;1
"311520 Conceição da Barra de Minas";-;-;-;-;-;-;-;1;-;-;-;1
"311730 Conceição das Alagoas";-;-;-;-;-;1;-;1;-;1;1;4
"311720 Conceição das Pedras";-;1;-;-;-;-;-;-;-;-;-;1
"311750 Conceição do Mato Dentro";-;-;-;-;-;-;1;-;-;-;-;1
"311790 Congonhal";-;-;1;-;-;-;-;-;-;-;-;1
"311830 Conselheiro Lafaiete";-;-;-;-;-;-;-;1;-;-;-;1
"311860 Contagem";2;2;1;2;3;-;-;1;2;-;1;14
"311910 Corinto";-;1;-;-;-;-;-;1;1;-;-;3
"311930 Coromandel";-;-;-;-;-;-;-;-;-;-;1;1
"311995 Córrego Fundo";-;-;-;1;-;-;-;-;-;-;-;1
"312000 Córrego Novo";-;-;1;-;-;-;-;-;-;-;-;1
"312050 Cristina";1;-;-;-;-;-;-;-;-;-;-;1
"312090 Curvelo";-;-;3;1;-;-;-;-;1;1;-;6
"312140 Desterro de Entre Rios";1;-;-;-;-;-;-;-;-;-;-;1
"312150 Desterro do Melo";-;-;-;-;-;1;-;-;-;-;-;1
"312160 Diamantina";-;-;-;-;-;-;1;-;3;-;-;4
"312200 Divino";1;-;1;1;2;1;1;2;-;-;-;9
"312230 Divinópolis";1;-;-;-;-;1;-;-;-;-;-;2
"312247 Dom Bosco";-;-;-;-;-;-;-;-;1;-;-;1
"312260 Dom Joaquim";1;-;-;-;-;-;-;-;-;-;-;1
"312300 Dores de Campos";1;-;-;-;-;-;-;-;-;-;-;1
"312320 Dores do Indaiá";-;-;-;-;1;-;-;-;-;-;-;1
"312330 Dores do Turvo";-;1;-;-;-;-;-;-;-;-;-;1
"312360 Elói Mendes";-;-;-;-;-;-;-;-;4;3;2;9
"312390 Entre Rios de Minas";-;-;-;-;1;-;-;-;1;-;-;2
"312410 Esmeraldas";-;-;-;-;1;-;-;-;-;-;1;2
"312420 Espera Feliz";-;-;1;1;1;-;-;-;-;-;-;3
"312530 Faria Lemos";1;-;-;-;-;-;-;-;-;-;-;1
"312540 Felício dos Santos";-;-;-;-;-;-;-;-;1;-;-;1
"312570 Felixlândia";1;-;-;-;-;-;-;-;-;-;-;1
"312595 Fervedouro";-;1;-;-;1;-;-;1;-;-;1;4
"312610 Formiga";1;1;-;1;1;-;1;-;-;-;-;5
"312620 Formoso";-;-;-;-;-;-;-;2;1;-;-;3
"312710 Frutal";-;-;-;-;-;1;-;-;-;-;-;1
"312730 Galiléia";-;-;-;-;1;-;-;-;-;-;-;1
"312737 Goiabeira";-;-;-;-;-;-;-;1;-;-;-;1
"312770 Governador Valadares";-;-;-;2;-;-;1;-;14;4;-;21
"312780 Grão Mogol";1;-;-;-;-;-;-;-;-;-;-;1
"312810 Guapé";-;1;-;-;1;-;-;-;-;-;-;2
"312825 Guaraciama";-;-;-;-;-;-;-;1;-;-;-;1
"312840 Guarani";-;1;-;-;-;-;-;-;-;-;-;1
"312860 Guarda-Mor";-;-;-;-;-;-;1;-;-;-;-;1
"312870 Guaxupé";-;-;-;-;-;-;-;-;-;2;-;2
"312880 Guidoval";-;-;1;-;-;-;-;-;-;-;-;1
"312950 Ibiá";-;-;-;1;1;1;-;-;-;-;-;3
"312965 Ibiracatu";-;-;-;-;-;-;-;-;2;-;-;2
"312980 Ibirité";1;-;-;-;-;1;-;1;-;2;-;5
"312990 Ibitiúra de Minas";-;-;-;-;-;-;-;-;1;-;-;1
"313005 Icaraí de Minas";-;-;-;-;-;-;-;-;1;-;-;1
"313090 Inhapim";-;-;-;1;-;-;-;-;-;-;-;1
"313115 Ipaba";1;-;-;-;-;-;-;-;-;-;-;1
"313130 Ipatinga";3;-;3;4;1;1;2;5;2;1;-;22
"313160 Iraí de Minas";1;-;-;-;-;-;-;-;-;-;-;1
"313170 Itabira";-;-;-;-;-;-;1;-;-;-;-;1
"313190 Itabirito";-;-;-;-;-;-;-;1;-;-;1;2
"313210 Itacarambi";-;-;-;-;-;-;-;-;1;-;-;1
"313240 Itajubá";-;1;-;-;1;-;-;-;1;-;-;3
"313250 Itamarandiba";-;-;-;-;-;1;1;-;2;-;-;4
"313350 Itapecerica";2;1;1;2;2;-;-;1;-;-;-;9
"313420 Ituiutaba";-;-;-;-;1;-;-;-;-;-;1;2
"313440 Iturama";-;-;-;-;-;-;1;-;-;-;-;1
"313460 Jaboticatubas";-;-;-;-;-;1;-;-;-;-;-;1
"313490 Jacutinga";-;-;1;-;-;-;-;-;-;-;-;1
"313505 Jaíba";-;-;-;-;-;1;-;1;-;-;-;2
"313510 Janaúba";2;-;-;-;-;-;-;-;-;-;2;4
"313520 Januária";1;-;-;-;-;-;-;1;-;-;-;2
"313600 Joaíma";-;-;-;-;-;-;-;-;-;1;-;1
"313610 Joanésia";-;1;-;-;-;-;-;-;-;-;-;1
"313630 João Pinheiro";2;3;-;-;-;-;-;-;-;-;-;5
"313670 Juiz de Fora";6;3;3;8;7;2;2;5;4;2;2;44
"313720 Lagoa da Prata";1;-;-;-;-;-;-;-;1;-;-;2
"313750 Lagoa Formosa";-;-;-;-;-;2;-;1;-;-;-;3
"313760 Lagoa Santa";-;-;-;-;-;1;-;-;-;-;-;1
"313820 Lavras";-;-;-;-;-;-;-;-;1;-;1;2
"313865 Lontra";-;-;1;-;-;-;-;-;-;-;-;1
"313930 Manga";-;-;-;-;-;-;-;-;2;-;-;2
"313940 Manhuaçu";1;-;-;-;-;1;-;1;3;-;-;6
"313950 Manhumirim";-;-;1;-;-;-;-;-;-;-;-;1
"313960 Mantena";-;-;-;-;-;-;-;-;1;-;-;1
"313980 Mar de Espanha";-;-;-;-;-;-;1;-;-;-;-;1
"313990 Maria da Fé";-;-;-;-;-;-;-;-;1;-;-;1
"314000 Mariana";-;-;-;1;-;-;-;1;-;-;-;2
"314030 Marliéria";1;-;-;-;-;-;-;-;-;-;-;1
"314070 Mateus Leme";-;-;-;1;1;-;-;-;1;2;-;5
"314080 Matias Barbosa";-;-;-;1;-;-;-;1;-;-;-;2
"314150 Mendes Pimentel";-;-;-;-;-;-;1;-;-;-;-;1
"314260 Monsenhor Paulo";1;-;-;-;-;-;-;-;-;-;-;1
"314290 Monte Azul";-;-;-;-;-;1;-;-;-;-;-;1
"314320 Monte Santo de Minas";1;1;-;1;-;1;-;1;2;-;1;8
"314340 Monte Sião";-;-;-;-;-;-;-;-;-;-;1;1
"314330 Montes Claros";4;2;3;2;2;1;8;3;9;4;5;43
"314390 Muriaé";3;2;2;-;1;-;2;-;-;-;-;10
"314400 Mutum";-;-;-;-;-;-;-;1;-;-;-;1
"314410 Muzambinho";-;-;-;-;-;-;-;-;-;1;1;2
"314450 Nazareno";-;-;-;-;-;-;1;-;-;-;-;1
"314480 Nova Lima";1;-;-;-;-;-;-;-;-;-;-;1
"314510 Nova Resende";-;-;1;-;-;-;-;-;-;-;-;1
"314530 Novo Cruzeiro";-;-;-;1;-;-;-;-;-;-;-;1
"314587 Orizânia";-;1;-;-;-;-;-;-;-;-;-;1
"314600 Ouro Fino";-;-;-;-;-;2;1;-;-;1;-;4
"314610 Ouro Preto";1;-;-;-;-;2;1;-;2;-;-;6
"314630 Padre Paraíso";1;-;-;-;-;-;-;-;-;-;-;1
"314690 Papagaios";-;-;-;-;-;-;3;-;-;-;-;3
"314710 Pará de Minas";-;-;-;-;1;-;2;-;-;-;-;3
"314700 Paracatu";-;-;-;-;-;-;1;-;-;-;-;1
"314790 Passos";-;1;-;1;1;-;3;-;1;-;-;7
"314800 Patos de Minas";-;-;-;1;-;-;-;1;-;-;-;2
"314810 Patrocínio";1;2;-;-;-;-;-;-;-;-;-;3
"314875 Pedra Bonita";-;-;-;-;-;2;-;-;-;-;-;2
"314915 Pedras de Maria da Cruz";-;-;1;-;-;-;-;-;-;-;-;1
"315030 Piedade do Rio Grande";-;-;-;-;-;-;1;-;-;-;-;1
"315090 Piranguçu";-;-;-;-;1;-;-;-;-;-;-;1
"315120 Pirapora";-;-;-;1;-;1;-;1;1;-;1;5
"315170 Poço Fundo";-;-;-;-;-;-;-;-;-;-;1;1
"315180 Poços de Caldas";1;-;2;1;-;1;-;1;-;-;-;6
"315220 Porteirinha";-;-;1;-;-;-;-;-;-;-;-;1
"315250 Pouso Alegre";-;-;-;-;-;2;-;1;-;1;-;4
"315280 Prata";-;-;-;-;-;1;-;-;-;-;-;1
"315300 Pratinha";-;-;-;-;1;-;-;1;-;-;1;3
"315320 Presidente Juscelino";-;-;-;1;-;-;-;-;-;-;-;1
"315330 Presidente Kubitschek";-;-;-;-;-;-;-;-;3;-;-;3
"315400 Raul Soares";-;-;-;-;-;-;-;1;-;-;-;1
"315420 Resende Costa";-;-;-;1;-;-;-;-;1;-;-;2
"315450 Riacho dos Machados";-;-;-;-;-;-;-;-;1;1;2;4
"315460 Ribeirão das Neves";2;1;-;-;4;-;2;1;-;4;1;15
"315490 Rio Casca";-;-;-;-;-;-;-;-;-;2;-;2
"315560 Rio Pardo de Minas";-;-;-;-;-;-;1;-;-;-;-;1
"315600 Rio Vermelho";2;-;-;-;-;-;-;-;-;-;-;2
"315670 Sabará";-;-;-;-;1;-;1;-;-;1;1;4
"315680 Sabinópolis";-;-;-;-;-;-;-;1;-;-;-;1
"315690 Sacramento";-;-;-;2;-;-;-;-;-;-;-;2
"315700 Salinas";-;-;-;-;1;1;-;-;-;-;-;2
"315725 Santa Bárbara do Leste";-;1;-;-;-;-;-;-;-;-;1;2
"315770 Santa Juliana";-;-;-;-;-;-;-;-;-;1;-;1
"315780 Santa Luzia";-;1;-;-;2;-;-;-;1;1;-;5
"315790 Santa Margarida";-;-;-;-;-;-;-;2;-;-;-;2
"315980 Santa Vitória";-;-;-;-;-;1;-;-;-;-;-;1
"315830 Santana da Vargem";-;-;-;-;-;-;1;-;-;-;-;1
"315895 Santana do Paraíso";-;-;2;-;1;1;1;-;-;-;-;5
"315900 Santana do Riacho";-;-;-;-;-;1;-;-;-;-;-;1
"315990 Santo Antônio do Amparo";-;-;-;1;-;-;-;-;-;-;-;1
"316110 São Francisco";-;-;-;1;-;-;1;1;-;-;-;3
"316140 São Francisco do Glória";-;-;-;1;-;-;1;-;-;-;-;2
"316220 São João Batista do Glória";-;-;-;-;-;-;-;-;-;1;1;2
"316250 São João del Rei";4;2;-;2;1;2;3;3;-;2;3;22
"316255 São João do Manhuaçu";-;-;-;-;-;-;-;3;1;-;-;4
"316260 São João do Oriente";-;-;-;1;-;-;-;-;-;-;-;1
"316292 São Joaquim de Bicas";-;-;-;-;-;-;-;-;-;1;-;1
"316294 São José da Barra";-;-;-;1;-;-;-;-;-;-;-;1
"316370 São Lourenço";-;1;-;-;-;-;-;-;1;-;2;4
"316430 São Roque de Minas";-;-;-;-;-;-;-;-;1;-;-;1
"316550 Sardoá";1;-;-;-;-;-;-;-;-;-;-;1
"316553 Sarzedo";-;-;-;1;-;-;-;-;-;-;-;1
"316710 Serro";-;-;-;-;-;-;1;-;-;-;-;1
"316720 Sete Lagoas";-;-;-;-;-;1;1;-;2;2;-;6
"316810 Tapira";-;-;-;-;-;-;1;-;-;-;-;1
"316850 Teixeiras";-;-;-;-;1;-;1;-;-;-;-;2
"316860 Teófilo Otoni";-;-;1;-;-;-;-;-;-;-;-;1
"316870 Timóteo";-;1;1;-;1;-;1;-;1;-;1;6
"316905 Tocos do Moji";-;-;-;-;-;-;-;2;-;-;-;2
"316920 Tombos";-;-;-;-;-;-;-;-;-;1;-;1
"316930 Três Corações";-;-;-;-;-;-;-;1;2;-;1;4
"316940 Três Pontas";-;1;-;-;-;-;-;-;-;-;-;1
"316990 Ubá";1;-;-;-;-;-;-;1;1;-;-;3
"317010 Uberaba";2;-;2;1;-;1;1;1;9;1;1;19
"317020 Uberlândia";1;1;1;6;2;3;3;4;2;2;2;27
"317040 Unaí";-;-;-;-;-;-;-;-;2;-;1;3
"317052 Urucuia";-;-;-;-;-;1;-;-;-;-;-;1
"317070 Varginha";-;2;-;-;-;-;-;-;-;-;-;2
"317120 Vespasiano";-;-;1;-;1;-;1;-;-;-;2;5
"317130 Viçosa";-;-;2;-;-;-;1;-;1;-;-;4
"317140 Vieiras";1;-;-;-;-;-;1;-;-;-;-;2
"320010 Afonso Cláudio";-;-;-;-;-;-;-;-;1;-;-;1
"320020 Alegre";-;-;-;-;-;-;-;-;1;1;-;2
"320035 Alto Rio Novo";-;1;-;-;-;-;-;-;-;-;-;1
"320050 Apiacá";-;-;-;-;-;-;-;-;-;1;-;1
"320060 Aracruz";-;-;-;-;-;-;1;-;-;-;-;1
"320070 Atilio Vivacqua";-;-;-;-;-;-;-;-;1;-;-;1
"320090 Barra de São Francisco";-;-;-;1;-;-;-;-;-;-;-;1
"320110 Bom Jesus do Norte";-;-;-;-;-;-;-;1;-;-;-;1
"320120 Cachoeiro de Itapemirim";2;-;-;1;-;-;1;2;3;-;3;12
"320130 Cariacica";-;1;-;-;-;-;-;-;-;-;-;1
"320140 Castelo";-;-;-;-;-;-;-;-;-;-;1;1
"320150 Colatina";-;-;-;-;-;-;-;-;-;1;-;1
"320200 Dores do Rio Preto";-;-;1;-;-;-;-;-;-;-;-;1
"320210 Ecoporanga";-;-;-;-;-;-;-;-;1;-;-;1
"320230 Guaçuí";-;1;-;-;-;-;1;-;-;-;-;2
"320255 Ibitirama";-;-;-;-;-;-;1;-;-;-;-;1
"320290 Itarana";-;-;-;-;-;-;1;-;-;-;-;1
"320300 Iúna";-;-;-;-;-;-;-;-;1;-;-;1
"320310 Jerônimo Monteiro";-;-;-;1;-;-;-;-;-;-;-;1
"320320 Linhares";1;1;-;1;-;3;2;-;-;1;1;10
"320332 Marataízes";-;-;-;-;-;-;1;-;-;-;1;2
"320360 Mucurici";-;-;-;-;-;-;-;-;-;1;-;1
"320390 Nova Venécia";-;-;-;-;-;-;-;-;-;-;1;1
"320400 Pancas";-;-;-;1;-;-;-;-;-;-;-;1
"320440 Rio Novo do Sul";-;-;1;-;-;-;-;-;-;-;-;1
"320455 Santa Maria de Jetibá";-;-;-;-;-;-;-;-;-;1;-;1
"320460 Santa Teresa";-;1;-;-;-;-;-;-;-;-;1;2
"320470 São Gabriel da Palha";-;-;-;-;-;-;1;-;-;-;-;1
"320480 São José do Calçado";-;-;-;1;-;1;1;-;1;-;-;4
"320490 São Mateus";1;-;-;-;-;-;-;-;-;-;-;1
"320500 Serra";-;-;1;1;-;-;-;1;-;3;1;7
"320503 Vargem Alta";-;-;-;-;-;-;1;-;-;-;-;1
"320506 Venda Nova do Imigrante";-;-;-;-;-;1;-;-;-;-;-;1
"320510 Viana";-;-;-;-;-;-;-;-;-;1;1;2
"320520 Vila Velha";-;-;-;-;1;1;2;-;2;-;1;7
"320530 Vitória";-;2;-;-;-;2;-;-;2;-;2;8
"330010 Angra dos Reis";-;2;1;-;1;-;-;-;-;1;2;7
"330020 Araruama";-;-;-;1;-;-;-;-;-;-;-;1
"330025 Arraial do Cabo";-;-;1;-;-;-;-;-;-;-;-;1
"330030 Barra do Piraí";1;5;-;3;3;-;7;36;42;5;15;117
"330040 Barra Mansa";4;-;-;2;2;-;-;1;1;1;-;11
"330045 Belford Roxo";1;2;1;-;-;-;2;1;-;2;-;9
"330050 Bom Jardim";-;-;-;-;-;2;-;1;-;-;-;3
"330060 Bom Jesus do Itabapoana";-;1;-;-;-;-;1;-;-;-;-;2
"330070 Cabo Frio";-;-;1;1;-;-;-;-;-;2;-;4
"330100 Campos dos Goytacazes";3;4;2;5;6;3;2;-;-;1;-;26
"330110 Cantagalo";-;-;-;-;-;-;-;1;-;-;-;1
"330130 Casimiro de Abreu";-;-;-;1;-;-;-;1;-;-;-;2
"330150 Cordeiro";1;1;-;-;-;-;1;-;1;-;-;4
"330160 Duas Barras";-;-;-;-;-;-;-;-;-;-;1;1
"330170 Duque de Caxias";4;1;2;2;2;1;2;3;4;2;-;23
"330180 Engenheiro Paulo de Frontin";-;-;-;-;-;-;-;-;-;10;12;22
"330185 Guapimirim";-;-;-;-;-;-;1;1;3;1;-;6
"330190 Itaboraí";-;-;-;-;-;-;-;-;-;-;1;1
"330200 Itaguaí";-;-;-;-;-;-;-;-;1;-;-;1
"330205 Italva";-;-;-;1;-;-;-;-;-;1;-;2
"330220 Itaperuna";1;1;1;1;-;-;1;-;-;1;1;7
"330240 Macaé";1;-;1;1;-;-;-;-;-;1;-;4
"330245 Macuco";-;-;-;-;-;-;1;-;-;-;-;1
"330250 Magé";-;-;-;-;-;1;-;-;-;2;-;3
"330270 Maricá";-;-;-;-;1;-;-;-;-;2;3;6
"330280 Mendes";-;-;-;-;-;-;-;-;1;-;-;1
"330285 Mesquita";-;1;-;-;-;1;1;-;1;-;-;4
"330290 Miguel Pereira";2;-;-;-;-;-;-;-;-;-;1;3
"330300 Miracema";1;-;-;-;-;-;-;-;-;-;-;1
"330320 Nilópolis";1;-;1;-;-;-;-;-;-;-;-;2
"330330 Niterói";-;1;3;1;2;2;-;1;-;1;1;12
"330340 Nova Friburgo";4;2;-;1;2;2;4;1;-;-;1;17
"330350 Nova Iguaçu";5;1;-;-;1;1;3;1;1;1;4;18
"330360 Paracambi";-;-;-;1;-;-;-;-;-;-;-;1
"330370 Paraíba do Sul";-;-;-;-;-;-;-;-;-;-;1;1
"330380 Paraty";-;-;-;-;-;-;1;-;-;-;-;1
"330385 Paty do Alferes";-;-;-;-;-;-;1;-;-;-;-;1
"330390 Petrópolis";7;4;1;5;2;5;4;5;3;4;4;44
"330395 Pinheiral";-;1;-;-;-;-;-;-;-;-;-;1
"330400 Piraí";-;-;-;-;-;-;-;-;-;1;2;3
"330410 Porciúncula";-;-;-;-;-;-;3;-;-;-;1;4
"330414 Queimados";-;-;-;1;-;-;-;-;-;-;-;1
"330420 Resende";-;-;-;-;-;-;-;-;1;-;-;1
"330430 Rio Bonito";1;-;-;-;1;-;-;-;-;-;-;2
"330455 Rio de Janeiro";24;20;17;26;30;17;12;13;17;19;12;207
"330460 Santa Maria Madalena";-;-;-;-;-;-;-;-;-;-;1;1
"330470 Santo Antônio de Pádua";-;-;-;-;1;1;-;-;1;-;-;3
"330475 São Francisco de Itabapoana";-;-;-;-;1;1;-;-;-;-;-;2
"330490 São Gonçalo";3;3;2;2;6;3;3;8;10;1;3;44
"330510 São João de Meriti";1;-;1;1;2;1;2;2;-;1;1;12
"330513 São José de Ubá";-;-;-;1;-;-;-;-;-;-;-;1
"330515 São José do Vale do Rio Preto";-;1;-;-;-;-;-;-;-;-;-;1
"330550 Saquarema";-;-;-;-;-;-;-;-;1;1;-;2
"330555 Seropédica";-;-;-;-;-;-;-;-;-;1;-;1
"330560 Silva Jardim";-;-;-;-;-;-;1;-;-;-;-;1
"330580 Teresópolis";-;1;3;4;2;1;-;-;1;3;1;16
"330610 Valença";-;4;3;1;-;1;-;-;1;1;-;11
"330620 Vassouras";1;-;1;-;-;-;1;1;-;-;-;4
"330630 Volta Redonda";-;-;1;1;3;2;-;-;2;1;-;10
"350010 Adamantina";1;-;1;-;-;-;-;-;-;-;1;3
"350030 Aguaí";-;-;1;2;-;-;-;-;-;-;-;3
"350040 Águas da Prata";-;-;-;-;-;-;-;-;-;-;1;1
"350080 Alfredo Marcondes";-;1;-;-;-;-;-;1;-;-;-;2
"350100 Altinópolis";-;-;-;2;2;1;-;-;-;-;2;7
"350115 Alumínio";-;-;-;-;1;-;-;-;-;-;-;1
"350130 Álvares Machado";1;-;-;-;-;-;-;-;-;1;-;2
"350160 Americana";1;1;1;-;-;-;-;-;-;-;-;3
"350170 Américo Brasiliense";-;-;-;-;-;-;1;-;-;-;-;1
"350190 Amparo";-;-;-;1;-;-;-;-;-;-;-;1
"350210 Andradina";-;9;-;1;1;4;1;4;2;1;-;23
"350220 Angatuba";-;-;-;-;-;1;-;3;-;1;-;5
"350280 Araçatuba";-;1;-;-;-;-;2;2;2;-;1;8
"350290 Araçoiaba da Serra";-;-;-;-;-;-;-;-;-;1;-;1
"350310 Arandu";1;-;-;-;-;1;-;-;-;-;-;2
"350320 Araraquara";-;1;-;1;1;2;-;-;1;2;2;10
"350330 Araras";-;-;-;1;1;-;-;-;-;-;-;2
"350335 Arco-Íris";1;-;-;-;-;-;-;-;-;-;-;1
"350370 Ariranha";1;-;-;-;-;-;-;-;-;1;-;2
"350400 Assis";2;1;-;-;-;-;-;-;-;-;-;3
"350410 Atibaia";-;-;-;-;-;-;-;-;-;2;-;2
"350450 Avaré";1;-;1;-;-;2;-;-;-;2;2;8
"350460 Bady Bassitt";-;-;-;1;-;-;-;1;-;2;-;4
"350480 Bálsamo";-;-;-;-;-;1;1;1;-;-;-;3
