"Município";"2007/Mai";"2007/Jul";"2007/Ago";"2007/Set";"2007/Out";"2007/Nov";"2007/Dez";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"Total"
"313060 Inconfidentes";-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;1;-;-;-;-;-;-;1;1;2;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;25
"313065 Indaiabira";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;13
"313070 Indianópolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;3;-;-;-;-;-;22
"313080 Ingaí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"313090 Inhapim";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;-;-;-;-;-;1;-;3;1;-;-;2;-;1;-;-;2;-;-;-;-;2;1;2;1;1;3;1;2;2;1;3;2;3;2;5;3;1;1;1;1;1;-;-;5;2;-;-;1;1;5;3;-;3;1;6;3;1;-;1;-;1;1;1;2;2;1;1;2;5;1;1;-;1;2;1;2;-;6;-;2;-;1;1;1;-;1;-;-;1;1;3;3;-;-;-;-;2;1;1;-;1;-;-;-;-;-;-;-;-;-;-;3;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;-;141
"313100 Inhaúma";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"313110 Inimutaba";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;1;-;-;1;-;-;1;1;-;-;-;2;-;1;-;-;-;-;1;-;1;1;-;-;-;1;2;-;-;-;-;-;2;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;1;-;-;-;-;-;1;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34
"313115 Ipaba";-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;1;2;-;-;1;1;-;1;-;-;2;1;1;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;1;1;1;1;1;1;-;1;-;-;-;-;-;-;2;-;-;-;-;-;1;-;1;-;-;-;1;-;-;-;1;-;44
"313120 Ipanema";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;3;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;1;-;3;1;-;1;-;1;1;-;-;-;-;2;-;1;-;-;-;-;-;2;-;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;2;1;-;-;-;-;-;-;-;-;-;-;2;1;-;1;-;1;1;-;1;-;-;-;2;2;1;-;1;-;-;-;-;47
"313130 Ipatinga";-;-;-;-;-;2;2;3;6;5;11;3;7;7;4;3;6;6;4;8;4;4;4;8;5;6;4;12;13;8;6;3;7;2;5;4;1;7;10;10;8;8;5;9;11;6;6;8;7;7;7;7;11;7;8;3;10;7;5;6;4;6;7;4;7;6;3;9;5;4;7;5;3;11;16;4;8;6;7;11;9;12;5;11;4;10;9;6;13;7;13;6;12;9;11;8;11;6;9;12;8;10;9;5;7;9;7;9;9;8;6;9;7;9;8;7;7;11;4;6;3;3;13;6;8;6;2;8;3;5;13;3;4;4;6;5;8;3;3;10;4;4;5;4;4;7;7;9;-;5;8;6;4;-;3;5;2;1010
"313140 Ipiaçu";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"313150 Ipuiúna";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;1;-;-;-;-;-;1;-;-;-;-;-;2;-;-;-;1;-;-;-;1;2;2;-;-;1;-;1;-;-;-;2;4;-;-;1;-;-;-;1;-;-;-;2;1;1;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;2;1;-;-;-;-;-;-;-;1;-;-;-;1;1;1;1;2;-;-;-;3;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;50
"313160 Iraí de Minas";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"313170 Itabira";-;-;-;-;-;-;2;2;6;-;1;1;1;1;5;6;1;3;4;3;3;6;-;-;3;1;2;-;4;1;1;4;1;-;5;2;4;3;5;6;2;3;1;4;1;-;3;2;6;2;2;-;5;-;2;-;1;2;4;-;3;3;1;1;-;-;2;6;1;5;5;6;1;5;-;-;3;2;5;1;2;1;1;5;1;-;4;1;2;1;2;1;4;1;1;3;3;3;2;1;1;2;3;3;1;1;1;2;2;1;2;2;2;1;2;1;-;-;2;-;1;1;-;3;2;1;4;-;1;2;1;7;1;2;1;1;2;2;2;3;-;-;3;2;3;5;-;3;2;1;2;1;3;-;3;3;1;314
"313180 Itabirinha";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"313190 Itabirito";-;-;-;-;1;-;-;1;2;-;-;1;1;2;-;3;1;-;-;1;1;-;1;2;-;-;-;2;1;-;-;1;-;-;1;1;2;-;-;-;-;-;-;1;1;1;3;-;-;-;-;-;1;1;1;1;1;-;2;3;-;1;2;2;-;4;-;3;-;1;2;3;2;-;-;-;-;-;1;2;2;-;1;1;2;-;2;1;-;5;-;-;1;3;1;1;1;1;1;1;2;1;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;2;-;1;1;1;1;2;2;1;1;1;2;-;-;1;-;1;1;-;2;2;1;6;1;2;2;-;130
"313200 Itacambira";-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"313210 Itacarambi";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;1;1;2;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;1;-;-;-;-;-;1;-;2;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;3;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;33
"313220 Itaguara";-;-;-;-;-;-;-;1;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;2;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20
"313230 Itaipé";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;-;-;2;-;-;-;-;-;-;-;2;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;28
"313240 Itajubá";-;-;-;-;-;4;2;4;1;-;2;1;-;3;3;2;2;4;7;6;4;1;4;4;5;1;3;3;8;8;5;5;7;7;9;2;3;8;6;2;5;4;3;1;6;5;6;5;3;3;7;7;6;3;4;2;2;14;4;5;5;4;9;2;5;8;4;4;8;5;10;6;6;8;8;1;3;7;3;7;7;4;7;11;2;2;8;4;4;5;1;2;3;1;3;3;4;5;1;1;4;2;3;2;4;3;3;3;2;2;2;1;2;2;1;4;3;2;4;3;5;3;2;6;3;2;-;3;2;10;9;3;1;8;10;1;2;-;-;3;-;2;-;2;6;6;1;1;3;1;1;-;5;2;5;1;1;584
"313250 Itamarandiba";-;-;-;-;-;-;-;-;-;2;1;-;-;1;-;1;-;1;-;4;1;1;-;-;-;1;-;-;1;1;1;2;2;1;-;-;-;1;1;1;-;-;2;3;1;-;1;-;1;-;1;1;-;-;1;1;1;-;1;1;-;-;1;2;2;-;3;3;4;3;4;2;3;3;1;5;6;2;4;3;4;2;1;3;5;6;2;4;4;3;3;1;7;4;6;6;5;4;2;6;8;6;4;1;3;2;-;1;1;3;2;1;4;1;1;2;-;1;1;2;-;-;-;-;3;1;-;4;1;1;1;2;-;2;2;4;-;4;3;3;8;4;1;4;2;1;-;2;4;1;2;4;2;-;1;3;5;287
"313260 Itamarati de Minas";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"313270 Itambacuri";-;-;-;-;-;-;-;-;2;2;-;-;-;2;1;-;1;1;1;1;1;2;-;-;-;2;1;-;2;-;-;1;-;1;-;-;1;1;-;3;1;2;-;-;1;1;-;1;1;3;13;6;4;5;1;1;1;-;3;2;1;-;-;-;4;-;1;2;2;-;1;2;1;1;-;-;1;1;1;4;1;2;-;-;2;1;2;1;2;1;-;1;-;1;1;2;-;2;2;1;2;1;2;3;-;3;2;1;4;4;3;2;-;3;1;2;-;4;3;1;-;2;-;1;-;-;-;-;1;-;1;1;1;2;-;2;1;-;-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;-;173
"313280 Itambé do Mato Dentro";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"313290 Itamogi";-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;2;1;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;1;-;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;1;2;1;1;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;32
"313300 Itamonte";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;1;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;21
"313310 Itanhandu";-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;1;3;2;-;1;2;-;-;-;-;1;1;2;1;1;-;-;2;-;-;-;-;2;2;2;-;1;-;-;-;1;2;-;-;1;2;1;-;2;-;-;-;-;-;1;1;-;1;1;1;-;-;1;4;4;1;-;1;1;2;-;-;4;3;-;-;-;1;-;1;1;2;-;3;3;-;3;4;2;-;1;1;2;1;1;1;-;-;-;-;1;2;-;2;-;-;1;1;3;1;-;1;-;-;1;-;1;-;-;1;1;2;1;4;-;-;-;2;-;-;3;-;1;1;1;1;-;-;122
"313320 Itanhomi";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;2;1;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;18
"313330 Itaobim";-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;1;-;-;-;2;-;-;1;2;1;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;-;-;-;1;-;-;2;-;1;1;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;1;-;-;-;-;1;1;-;1;-;-;-;1;-;-;-;-;-;1;42
"313340 Itapagipe";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;1;-;-;2;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;1;-;1;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;20
"313350 Itapecerica";-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;2;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;-;-;-;-;31
"313360 Itapeva";-;-;-;-;-;-;-;2;1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
"313370 Itatiaiuçu";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;2;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;2;-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;-;-;-;-;-;27
"313375 Itaú de Minas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;2;1;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;1;1;-;-;1;1;-;-;-;-;1;-;-;1;-;1;-;-;-;-;-;-;-;1;-;1;-;1;1;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;1;-;-;1;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;1;2;-;1;1;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;43
"313380 Itaúna";-;-;-;-;-;1;1;2;-;4;1;-;1;1;1;1;1;1;2;-;2;5;7;1;1;-;-;-;-;-;-;-;-;1;-;-;1;2;-;-;-;2;1;1;-;1;1;2;1;-;-;-;-;2;2;-;1;-;3;-;-;3;2;-;2;3;1;3;-;-;2;1;2;2;-;-;1;1;6;1;-;2;1;5;-;-;-;-;2;-;1;-;-;-;-;-;1;-;-;1;-;-;2;2;2;-;-;-;1;2;-;-;4;1;1;-;2;1;-;-;-;2;4;6;1;1;3;1;1;-;2;1;-;2;2;1;-;1;2;2;2;2;1;5;2;1;3;2;3;1;3;1;1;3;1;-;-;178
"313390 Itaverava";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"313400 Itinga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;3;2;1;-;1;-;-;-;-;-;-;-;-;-;1;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24
"313410 Itueta";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;1;1;-;1;1;2;1;-;2;-;3;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28
